PURCHASE_ID,TIME_RECEIVED,TIME_DELIVERED,END_AMOUNT_WITH_VAT_EUR,DROPOFF_DISTANCE_STRAIGHT_LINE_METRES,DELIVERY_AREA_ID
5f01cf44bb64ccd03e9f97e9,2022-07-05T13:01:56.184Z,2022-07-05T13:52:49.834Z,25.9,1655,5d78a7e552dfabd5251dab7b
5f01da8157910ded5c6a2ac8,2022-07-05T13:49:53.018Z,2022-07-05T14:54:40.103Z,40.9,2119,5d78a7e552dfabd5251dab7b
5f01a1bc5b5d3dc0b4e9485c,2022-07-05T09:47:40.546Z,2022-07-05T10:27:02.448Z,23.8,1127,5d78a7e552dfabd5251dab7b
5f01d9a6cb14eed206841d3f,2022-07-05T13:46:14.18Z,2022-07-05T14:23:25.929Z,20.8,279,5d78a7e552dfabd5251dab7b
5f01aca816c345a9a5122272,2022-07-05T10:34:16.415Z,2022-07-05T11:41:24.932Z,41.7,5277,5d78a7e552dfabd5251dab7b
5f01874dd7abae14ea6c3960,2022-07-05T07:54:53.622Z,2022-07-05T10:05:18.367Z,25.7,122,5d78a7e552dfabd5251dab7b
5f01eedad288a9db57ea09e7,2022-07-05T15:16:42.521Z,2022-07-05T15:46:38.787Z,36.6,902,5d78a7e552dfabd5251dab7b
5f01f5dd43ae5645702468c9,2022-07-05T15:46:37.748Z,2022-07-05T16:27:48.953Z,18.8,3052,5d78a7e552dfabd5251dab7b
5f01b6aeef658f66d8b40335,2022-07-05T11:17:02.971Z,2022-07-05T12:33:35.212Z,64.1,4756,5d78a7e552dfabd5251dab7b
5f01f44a41c6df1faf39dc6e,2022-07-05T15:39:54.825Z,2022-07-05T16:24:54.796Z,35.5,3703,5d78a7e552dfabd5251dab7b
5f018de963c10b65c2114d7f,2022-07-05T08:23:05.078Z,2022-07-05T11:00:04.642Z,74.5,2528,5d78a7e552dfabd5251dab7b
5f019ab7074e2345278404cc,2022-07-05T09:17:43.949Z,2022-07-05T10:37:46.497Z,52.8,3988,5d78a7e552dfabd5251dab7b
5f01c2a9d973d3559239b81f,2022-07-05T12:08:09.253Z,2022-07-05T12:39:29.219Z,25.7,1742,5d78a7e552dfabd5251dab7b
5f01dd9f4addd891aed4f4fe,2022-07-05T14:03:11.787Z,2022-07-05T14:50:22.368Z,34.3,1981,5d78a7e552dfabd5251dab7b
5f01c79a752e346e0d9f8cbc,2022-07-05T12:29:14.828Z,2022-07-05T13:18:39.594Z,38.6,2428,5d78a7e552dfabd5251dab7b
5f01ffe7b5f9469321d29022,2022-07-05T16:29:27.577Z,2022-07-05T17:16:13.156Z,57.1,5059,5d78a7e552dfabd5251dab7b
5f01c6adeb77a1a40511a379,2022-07-05T12:25:17.462Z,2022-07-05T13:18:53.562Z,41.3,1650,5d78a7e552dfabd5251dab7b
5f01a246443ca238903067dc,2022-07-05T09:49:58.687Z,2022-07-05T10:36:56.511Z,19.6,1785,5d78a7e552dfabd5251dab7b
5f01e5ea07c4d01a3209a918,2022-07-05T14:38:34.753Z,2022-07-05T15:18:34.322Z,16.9,1637,5d78a7e552dfabd5251dab7b
5f02172d42f75b2deb09c0b4,2022-07-05T18:08:45.754Z,2022-07-05T18:33:23.643Z,35.4,4424,5d78a7e552dfabd5251dab7b
5f018b1400a1a8d6c35126e3,2022-07-05T08:11:00.019Z,2022-07-05T08:57:05.861Z,15.9,124,5d78a7e552dfabd5251dab7b
5f0204516598adf6a939d11e,2022-07-05T16:48:17.522Z,2022-07-05T17:17:11.273Z,13.9,666,5d78a7e552dfabd5251dab7b
5f021174823e9df59deb34d5,2022-07-05T17:44:20.768Z,2022-07-05T18:11:11.482Z,14.5,1008,5d78a7e552dfabd5251dab7b
5f01f0e0114556787b6c4d76,2022-07-05T15:25:20.714Z,2022-07-05T16:00:38.642Z,14.9,1870,5d78a7e552dfabd5251dab7b
5f01f3df2bbf3a7f32116e16,2022-07-05T15:38:07.95Z,2022-07-05T16:00:03.03Z,14.4,1466,5d78a7e552dfabd5251dab7b
5f020155d4aec90e9795160f,2022-07-05T16:35:33.549Z,2022-07-05T17:04:19.094Z,30.2,2602,5d78a7e552dfabd5251dab7b
5f01d76d969443875f308a88,2022-07-05T13:36:45.534Z,2022-07-05T13:49:33.919Z,13.9,405,5d78a7e552dfabd5251dab7b
5f01c9e41d15523847e1cbb2,2022-07-05T12:39:00.967Z,2022-07-05T13:10:19.528Z,14.8,459,5d78a7e552dfabd5251dab7b
5f01e4e705998eb6db209e11,2022-07-05T14:34:15.998Z,2022-07-05T15:08:50.209Z,31.9,3367,5d78a7e552dfabd5251dab7b
5f01f04231cd956e49248d5e,2022-07-05T15:22:42.219Z,2022-07-05T15:51:52.569Z,15.9,1938,5d78a7e552dfabd5251dab7b
5f01ddb8ebba234aa0e4969c,2022-07-05T14:03:36.126Z,2022-07-05T14:53:20.161Z,22.9,2308,5d78a7e552dfabd5251dab7b
5f01bd9d2e686d3c7cf71f0c,2022-07-05T11:46:37.824Z,2022-07-05T12:15:09.174Z,20.9,4865,5d78a7e552dfabd5251dab7b
5f01bc87a83062369509d0e1,2022-07-05T11:41:59.129Z,2022-07-05T12:02:47.055Z,20.7,349,5d78a7e552dfabd5251dab7b
5f0215da02d13118c2208dc0,2022-07-05T18:03:06.252Z,2022-07-05T18:20:25.64Z,13.9,561,5d78a7e552dfabd5251dab7b
5f01e9779458593333b32b4d,2022-07-05T14:53:43.131Z,2022-07-05T15:14:30.263Z,15.2,139,5d78a7e552dfabd5251dab7b
5f01b2f95a791ac70f247ff9,2022-07-05T11:01:13.429Z,2022-07-05T11:24:58.799Z,33.8,825,5d78a7e552dfabd5251dab7b
5f01e9d0ea41816e04b402d2,2022-07-05T14:55:12.145Z,2022-07-05T15:32:24.42Z,36.8,1194,5d78a7e552dfabd5251dab7b
5f01a49403672e849ff846f7,2022-07-05T09:59:48.761Z,2022-07-05T10:34:56.466Z,59.6,3280,5d78a7e552dfabd5251dab7b
5f01e084a358ba62164e9e01,2022-07-05T14:15:32.797Z,2022-07-05T15:09:22.258Z,16.8,1731,5d78a7e552dfabd5251dab7b
5f01d0b9634a92fb2cc5c59d,2022-07-05T13:08:09.91Z,2022-07-05T13:35:17.729Z,17.9,1706,5d78a7e552dfabd5251dab7b
5f020441dcf300beaf47163d,2022-07-05T16:48:01.264Z,2022-07-05T17:13:45.12Z,18.6,1352,5d78a7e552dfabd5251dab7b
5f020812b2ec3a29cf6a40ef,2022-07-05T17:04:18.109Z,2022-07-05T17:20:31.477Z,17.95,747,5d78a7e552dfabd5251dab7b
5f0204e184f8b99feef9fd19,2022-07-05T16:50:41.664Z,2022-07-05T17:10:31.313Z,15.75,1345,5d78a7e552dfabd5251dab7b
5f01fbf46e82ec4ac8e4d6de,2022-07-05T16:12:36.248Z,2022-07-05T16:27:35.149Z,14.2,506,5d78a7e552dfabd5251dab7b
5f01fbf15ac6a988f2986782,2022-07-05T16:12:33.264Z,2022-07-05T16:41:16.896Z,24.5,283,5d78a7e552dfabd5251dab7b
5f01fb1959e4fae337e49e83,2022-07-05T16:08:57.777Z,2022-07-05T16:31:42.921Z,15.55,1456,5d78a7e552dfabd5251dab7b
5f01b690ba3037c31dfadc57,2022-07-05T11:16:32.923Z,2022-07-05T11:50:03.009Z,24.45,472,5d78a7e552dfabd5251dab7b
5f021e2935a88b0f84d4fee9,2022-07-05T18:38:33.188Z,2022-07-05T19:03:07.836Z,14.2,930,5d78a7e552dfabd5251dab7b
5f01ee313a4442b78c85bcc2,2022-07-05T15:13:53.317Z,2022-07-05T15:46:26.591Z,16.15,1705,5d78a7e552dfabd5251dab7b
5f02196e95f821d0c6ebdc18,2022-07-05T18:18:22.273Z,2022-07-05T18:33:29.762Z,14.2,566,5d78a7e552dfabd5251dab7b
5f01c57630a64f1940b1d418,2022-07-05T12:20:06.496Z,2022-07-05T12:44:03.257Z,20.1,557,5d78a7e552dfabd5251dab7b
5f0203c602c3b1d9306c5420,2022-07-05T16:45:58.441Z,2022-07-05T17:07:43.525Z,16.85,711,5d78a7e552dfabd5251dab7b
5f01ce83efcd80337c75a1e0,2022-07-05T12:58:43.47Z,2022-07-05T13:18:03.557Z,18.55,1338,5d78a7e552dfabd5251dab7b
5f01cca7781a2683d1aa2858,2022-07-05T12:50:47.772Z,2022-07-05T13:15:39.689Z,15.7,586,5d78a7e552dfabd5251dab7b
5f01bbc60599ca6e9594c483,2022-07-05T11:38:46.347Z,2022-07-05T11:59:59.028Z,25.25,469,5d78a7e552dfabd5251dab7b
5f01b3b5eb412a5246eb2944,2022-07-05T11:04:21.535Z,2022-07-05T11:30:46.924Z,15.7,263,5d78a7e552dfabd5251dab7b
5f01dd73d0efbd2deaf843b3,2022-07-05T14:02:27.818Z,2022-07-05T14:56:02.137Z,22.7,2293,5d78a7e552dfabd5251dab7b
5f0200602155e49789b31e1a,2022-07-05T16:31:28.412Z,2022-07-05T17:19:35.185Z,39.45,2582,5d78a7e552dfabd5251dab7b
