Ad ID Request/Update Date,App Latest Version,App Live Date,Studio Name,Project Code,App Name,Platform,Ad Network,Device,Ad Unit Type,Ad Size,Ad Unit ID,Secondary Ad Unit ID,Store/Bundle ID,App Orientation,Week 0 Impressions,Week 1 Impressions,Week 0 eCPM,Week 1 eCPM,Week 0 Revenue,Week 1 Revenue,Week 0 Sessions,Week 1 Sessions,Week 0 Impressions per Sessions,Week 1 Impressions per Sessions,Week 1 Revenue per Sessions,Comment,Ad Network Dashboard Traffic Check,Ad unit ID copied correctly to Mediator,Mediator Waterfall Traffic Check,Charles Proxy Check
3/9/2017,,,Hug n Hearts,HUGS0240,Romantic Facepaint Vlog Date High School Love,iOS,DFP,Tablet,Banner,728x90,/50170743/HUGS0240iOS-Tablet-Banner,,1213270237,Portrait,,,,,,,,,,,,,,,,
3/9/2017,,,Hug n Hearts,HUGS0240G,Romantic Facepaint Vlog Date High School Love,GP,AdColony Direct,Both,Rewarded Video,"320x480, 768x1024",appfb9750603e6c470ea6,vz09c675e9e66b48bf93,com.hugsnhearts.vlog_love,Portrait,,,,,,,,,,,,,,,,
3/9/2017,,,Hug n Hearts,HUGS0240G,Romantic Facepaint Vlog Date High School Love,GP,DFP,Phone,Banner,320x50,/50170743/HUGS0240GP-Phone-Banner,,com.hugsnhearts.vlog_love,Portrait,,,,,,,,,,,,,,,,
3/9/2017,,,Hug n Hearts,HUGS0240G,Romantic Facepaint Vlog Date High School Love,GP,DFP,Tablet,Banner,728x90,/50170743/HUGS0240GP-Tablet-Banner,,com.hugsnhearts.vlog_love,Portrait,,,,,,,,,,,,,,,,
3/9/2017,,,Hug n Hearts,HUGS0240A,Romantic Facepaint Vlog Date High School Love,Amazon,AdColony Direct,Both,Rewarded Video,"320x480, 768x1024",app85ce3d5abd4b40ebad,vz64cd97254f294e66a3,com.hugsnhearts.vloglove_date,Portrait,,,,,,,,,,,,,,,,
3/9/2017,,,Hug n Hearts,HUGS0240A,Romantic Facepaint Vlog Date High School Love,Amazon,DFP,Phone,Banner,320x50,/50170743/HUGS0240Amazon-Phone-Banner,,com.hugsnhearts.vloglove_date,Portrait,,,,,,,,,,,,,,,,
3/9/2017,,,Hug n Hearts,HUGS0240A,Romantic Facepaint Vlog Date High School Love,Amazon,DFP,Tablet,Banner,728x90,/50170743/HUGS0240Amazon-Tablet-Banner,,com.hugsnhearts.vloglove_date,Portrait,,,,,,,,,,,,,,,,
3/9/2017,,,Kids Food Games Inc.,KFOOD032A,Cake Pop Cooking,Amazon,AdColony Direct,Both,Rewarded Video,"320x480, 768x1024",app1f73b9bf57cf4ef89c,vzf231ed1e51ba47c1bb,com.kidsfoodinc.kids_cakepop_cooking_games,Portrait,,,,,,,,,,,,,,,,
3/9/2017,,,Kids Food Games Inc.,KFOOD032A,Cake Pop Cooking,Amazon,DFP,Phone,Banner,320x50,/50170743/KFOOD032Amazon-Phone-Banner,,com.kidsfoodinc.kids_cakepop_cooking_games,Portrait,,,,,,,,,,,,,,,,
3/9/2017,,,Kids Food Games Inc.,KFOOD032A,Cake Pop Cooking,Amazon,DFP,Tablet,Banner,728x90,/50170743/KFOOD032Amazon-Tablet-Banner,,com.kidsfoodinc.kids_cakepop_cooking_games,Portrait,,,,,,,,,,,,,,,,
3/7/2017,V1.0.5.0,3/9/2017,Kids Food Games Inc.,KFOOD007G,Slushy Maker - Frozen Drinks,GP,DFP,Phone,Banner,320x50,/50170743/KFOOD007GP-Phone-Banner,,com.kidsfoodinc.android_make_slushy,Landscape,,,,,,,,,,,,,3/13/2017,,,
3/7/2017,V1.0.5.0,3/9/2017,Kids Food Games Inc.,KFOOD007G,Slushy Maker - Frozen Drinks,GP,DFP,Tablet,Banner,728x90,/50170743/KFOOD007GP-Tablet-Banner,,com.kidsfoodinc.android_make_slushy,Landscape,,,,,,,,,,,,,3/13/2017,,,
3/6/2017,V1.6,3/9/2017,Bear Hug Media,BHUG1061G,Rapunzel - Magic Hair Salon,GP,DFP,Phone,Banner,320x50,/50170743/BHUG1061GP-Phone-Banner,,com.bearhugmedia.android_magichairsalonmakeover,Portrait,,,,,,,,,,,,,3/13/2017,,,
3/6/2017,V1.6,3/9/2017,Bear Hug Media,BHUG1061G,Rapunzel - Magic Hair Salon,GP,DFP,Phone,Interstitial,320x480,/50170743/BHUG1061GP-Phone-Interstitial,,com.bearhugmedia.android_magichairsalonmakeover,Portrait,,,,,,,,,,,,,3/13/2017,,,
3/6/2017,V1.6,3/9/2017,Bear Hug Media,BHUG1061G,Rapunzel - Magic Hair Salon,GP,DFP,Tablet,Banner,728x90,/50170743/BHUG1061GP-Tablet-Banner,,com.bearhugmedia.android_magichairsalonmakeover,Portrait,,,,,,,,,,,,,3/13/2017,,,
3/6/2017,V1.6,3/9/2017,Bear Hug Media,BHUG1061G,Rapunzel - Magic Hair Salon,GP,DFP,Tablet,Interstitial,768x1024,/50170743/BHUG1061GP-Tablet-Interstitial,,com.bearhugmedia.android_magichairsalonmakeover,Portrait,,,,,,,,,,,,,3/13/2017,,,
3/6/2017,,,Bear Hug Media,BHUG1071G,Movie Night Snack Maker,GP,DFP,Phone,Banner,320x50,/50170743/BHUG1071GP-Phone-Banner,,com.bearhugmedia.android_movienightparty,Portrait,,,,,,,,,,,,,,,,
3/6/2017,,,Bear Hug Media,BHUG1071G,Movie Night Snack Maker,GP,DFP,Tablet,Banner,728x90,/50170743/BHUG1071GP-Tablet-Banner,,com.bearhugmedia.android_movienightparty,Portrait,,,,,,,,,,,,,,,,
3/6/2017,V1.5,3/9/2017,Crazy Cats Media,CCATS1054G,Cotton Candy Maker,GP,DFP,Phone,Banner,320x50,/50170743/CCATS1054GP-Phone-Banner,,com.crazycatsmedia.android_sweetcottoncandy,Portrait,,,,,,,,,,,,,3/13/2017,,,
3/6/2017,V1.5,3/9/2017,Crazy Cats Media,CCATS1054G,Cotton Candy Maker,GP,DFP,Phone,Interstitial,320x480,/50170743/CCATS1054GP-Phone-Interstitial,,com.crazycatsmedia.android_sweetcottoncandy,Portrait,,,,,,,,,,,,,3/13/2017,,,
3/6/2017,V1.5,3/9/2017,Crazy Cats Media,CCATS1054G,Cotton Candy Maker,GP,DFP,Tablet,Banner,728x90,/50170743/CCATS1054GP-Tablet-Banner,,com.crazycatsmedia.android_sweetcottoncandy,Portrait,,,,,,,,,,,,,3/13/2017,,,
3/6/2017,V1.5,3/9/2017,Crazy Cats Media,CCATS1054G,Cotton Candy Maker,GP,DFP,Tablet,Interstitial,768x1024,/50170743/CCATS1054GP-Tablet-Interstitial,,com.crazycatsmedia.android_sweetcottoncandy,Portrait,,,,,,,,,,,,,3/13/2017,,,
3/6/2017,V1.4,3/10/2017,Hug n Hearts,HUGS0227G,Modern Princess Tea Party,GP,DFP,Phone,Banner,320x50,/50170743/HUGS0227GP-Phone-Banner,,com.hugsnhearts.android_modernprincessteaparty,Portrait,,,,,,,,,,,,,3/13/2017,,,
3/6/2017,V1.4,3/10/2017,Hug n Hearts,HUGS0227G,Modern Princess Tea Party,GP,DFP,Phone,Interstitial,320x480,/50170743/HUGS0227GP-Phone-Interstitial,,com.hugsnhearts.android_modernprincessteaparty,Portrait,,,,,,,,,,,,,3/13/2017,,,
3/6/2017,V1.4,3/10/2017,Hug n Hearts,HUGS0227G,Modern Princess Tea Party,GP,DFP,Tablet,Banner,728x90,/50170743/HUGS0227GP-Tablet-Banner,,com.hugsnhearts.android_modernprincessteaparty,Portrait,,,,,,,,,,,,,3/13/2017,,,
3/6/2017,V1.4,3/10/2017,Hug n Hearts,HUGS0227G,Modern Princess Tea Party,GP,DFP,Tablet,Interstitial,768x1024,/50170743/HUGS0227GP-Tablet-Interstitial,,com.hugsnhearts.android_modernprincessteaparty,Portrait,,,,,,,,,,,,,3/13/2017,,,
3/1/2017,,,Bear Hug Media,BHUG1063,Splash! Pranksters Pool Party,iOS,DFP,Phone,Banner,320x50,/50170743/BHUG1063iOS-Phone-Banner,,1095187684,Portrait,,,,,,,,,,,,using R&D DFP IDs,,,,
3/1/2017,,,Bear Hug Media,BHUG1063,Splash! Pranksters Pool Party,iOS,DFP,Phone,Interstitial,320x480,/50170743/BHUG1063iOS-Phone-Interstitial,,1095187684,Portrait,,,,,,,,,,,,using R&D DFP IDs,,,,
3/1/2017,,,Bear Hug Media,BHUG1063,Splash! Pranksters Pool Party,iOS,DFP,Tablet,Banner,728x90,/50170743/BHUG1063iOS-Tablet-Banner,,1095187684,Portrait,,,,,,,,,,,,using R&D DFP IDs,,,,
3/1/2017,,,Bear Hug Media,BHUG1063,Splash! Pranksters Pool Party,iOS,DFP,Tablet,Interstitial,768x1024,/50170743/BHUG1063iOS-Tablet-Interstitial,,1095187684,Portrait,,,,,,,,,,,,using R&D DFP IDs,,,,
3/1/2017,,,Bear Hug Media,BHUG1069,Fashion Evolution - Hollywood Star Hairstylist,iOS,DFP,Phone,Banner,320x50,/50170743/BHUG1069iOS-Phone-Banner,,1147067012,Portrait,,,,,,,,,,,,,,,,
3/1/2017,,,Bear Hug Media,BHUG1069,Fashion Evolution - Hollywood Star Hairstylist,iOS,DFP,Phone,Interstitial,320x480,/50170743/BHUG1069iOS-Phone-Interstitial,,1147067012,Portrait,,,,,,,,,,,,,,,,
3/1/2017,,,Bear Hug Media,BHUG1069,Fashion Evolution - Hollywood Star Hairstylist,iOS,DFP,Tablet,Banner,728x90,/50170743/BHUG1069iOS-Tablet-Banner,,1147067012,Portrait,,,,,,,,,,,,,,,,
3/1/2017,,,Bear Hug Media,BHUG1069,Fashion Evolution - Hollywood Star Hairstylist,iOS,DFP,Tablet,Interstitial,768x1024,/50170743/BHUG1069iOS-Tablet-Interstitial,,1147067012,Portrait,,,,,,,,,,,,,,,,
3/1/2017,,,Bravo Kids Media Ltd,BKM0006,Superhero Doctor - Bone Surgery Simulator,iOS,DFP,Phone,Banner,320x50,/50170743/BKM0006iOS-Phone-Banner,,1100575164,Portrait,,,,,,,,,,,,,,,,
3/1/2017,,,Bravo Kids Media Ltd,BKM0006,Superhero Doctor - Bone Surgery Simulator,iOS,DFP,Phone,Interstitial,320x480,/50170743/BKM0006iOS-Phone-Interstitial,,1100575164,Portrait,,,,,,,,,,,,,,,,
3/1/2017,,,Bravo Kids Media Ltd,BKM0006,Superhero Doctor - Bone Surgery Simulator,iOS,DFP,Tablet,Banner,728x90,/50170743/BKM0006iOS-Tablet-Banner,,1100575164,Portrait,,,,,,,,,,,,,,,,
3/1/2017,,,Bravo Kids Media Ltd,BKM0006,Superhero Doctor - Bone Surgery Simulator,iOS,DFP,Tablet,Interstitial,768x1024,/50170743/BKM0006iOS-Tablet-Interstitial,,1100575164,Portrait,,,,,,,,,,,,,,,,
3/1/2017,,,Bravo Kids Media Ltd,BKM0009,Summer Pool Party Doctor - Surgery Simulator ,iOS,DFP,Phone,Banner,320x50,/50170743/BKM0009iOS-Phone-Banner,,1117219078,Portrait,,,,,,,,,,,,,,,,
3/1/2017,,,Bravo Kids Media Ltd,BKM0009,Summer Pool Party Doctor - Surgery Simulator ,iOS,DFP,Phone,Interstitial,320x480,/50170743/BKM0009iOS-Phone-Interstitial,,1117219078,Portrait,,,,,,,,,,,,,,,,
3/1/2017,,,Bravo Kids Media Ltd,BKM0009,Summer Pool Party Doctor - Surgery Simulator ,iOS,DFP,Tablet,Banner,728x90,/50170743/BKM0009iOS-Tablet-Banner,,1117219078,Portrait,,,,,,,,,,,,,,,,
3/1/2017,,,Bravo Kids Media Ltd,BKM0009,Summer Pool Party Doctor - Surgery Simulator ,iOS,DFP,Tablet,Interstitial,768x1024,/50170743/BKM0009iOS-Tablet-Interstitial,,1117219078,Portrait,,,,,,,,,,,,,,,,
3/1/2017,,,Bravo Kids Media Ltd,BKM0015,Vampire Princess Rescue 2 - Dental Emergency,iOS,DFP,Phone,Banner,320x50,/50170743/BKM0015iOS-Phone-Banner,,1138243747,Portrait,,,,,,,,,,,,,,,,
3/1/2017,,,Bravo Kids Media Ltd,BKM0015,Vampire Princess Rescue 2 - Dental Emergency,iOS,DFP,Phone,Interstitial,320x480,/50170743/BKM0015iOS-Phone-Interstitial,,1138243747,Portrait,,,,,,,,,,,,,,,,
3/1/2017,,,Bravo Kids Media Ltd,BKM0015,Vampire Princess Rescue 2 - Dental Emergency,iOS,DFP,Tablet,Banner,728x90,/50170743/BKM0015iOS-Tablet-Banner,,1138243747,Portrait,,,,,,,,,,,,,,,,
3/1/2017,,,Bravo Kids Media Ltd,BKM0015,Vampire Princess Rescue 2 - Dental Emergency,iOS,DFP,Tablet,Interstitial,768x1024,/50170743/BKM0015iOS-Tablet-Interstitial,,1138243747,Portrait,,,,,,,,,,,,,,,,
3/1/2017,,,Bravo Kids Media Ltd,BKM0016,Face Surgery Simulator - Hover Board Crash Emergency Dr.,iOS,DFP,Phone,Banner,320x50,/50170743/BKM0016iOS-Phone-Banner,,1146777727,Portrait,,,,,,,,,,,,,,,,
3/1/2017,,,Bravo Kids Media Ltd,BKM0016,Face Surgery Simulator - Hover Board Crash Emergency Dr.,iOS,DFP,Tablet,Banner,728x90,/50170743/BKM0016iOS-Tablet-Banner,,1146777727,Portrait,,,,,,,,,,,,,,,,
3/1/2017,,,Bravo Kids Media Ltd,BKM0098,Magic School Clinic,iOS,DFP,Phone,Banner,320x50,/50170743/BKM0098iOS-Phone-Banner,,1148494572,Portrait,,,,,,,,,,,,,,,,
3/1/2017,,,Bravo Kids Media Ltd,BKM0098,Magic School Clinic,iOS,DFP,Tablet,Banner,728x90,/50170743/BKM0098iOS-Tablet-Banner,,1148494572,Portrait,,,,,,,,,,,,,,,,
3/1/2017,,,Crazy Cats Media,CCATS1054,Cotton Candy Maker,iOS,DFP,Phone,Banner,320x50,/50170743/CCATS1054iOS-Phone-Banner,,1089410897,Portrait,,,,,,,,,,,,,,,,
3/1/2017,,,Crazy Cats Media,CCATS1054,Cotton Candy Maker,iOS,DFP,Phone,Interstitial,320x480,/50170743/CCATS1054iOS-Phone-Interstitial,,1089410897,Portrait,,,,,,,,,,,,,,,,
3/1/2017,,,Crazy Cats Media,CCATS1054,Cotton Candy Maker,iOS,DFP,Tablet,Banner,728x90,/50170743/CCATS1054iOS-Tablet-Banner,,1089410897,Portrait,,,,,,,,,,,,,,,,
3/1/2017,,,Crazy Cats Media,CCATS1054,Cotton Candy Maker,iOS,DFP,Tablet,Interstitial,768x1024,/50170743/CCATS1054iOS-Tablet-Interstitial,,1089410897,Portrait,,,,,,,,,,,,,,,,
3/1/2017,,,Hug n Hearts,HUGS0233,Fashion Battle: Darling Vs. Diva -Night Club Runway Show,iOS,DFP,Phone,Banner,320x50,/50170743/HUGS0233iOS-Phone-Banner,,1132491514,Portrait,,,,,,,,,,,,,,,,
3/1/2017,,,Hug n Hearts,HUGS0233,Fashion Battle: Darling Vs. Diva -Night Club Runway Show,iOS,DFP,Phone,Interstitial,320x480,/50170743/HUGS0233iOS-Phone-Interstitial,,1132491514,Portrait,,,,,,,,,,,,,,,,
3/1/2017,,,Hug n Hearts,HUGS0233,Fashion Battle: Darling Vs. Diva -Night Club Runway Show,iOS,DFP,Tablet,Banner,728x90,/50170743/HUGS0233iOS-Tablet-Banner,,1132491514,Portrait,,,,,,,,,,,,,,,,
3/1/2017,,,Hug n Hearts,HUGS0233,Fashion Battle: Darling Vs. Diva -Night Club Runway Show,iOS,DFP,Tablet,Interstitial,768x1024,/50170743/HUGS0233iOS-Tablet-Interstitial,,1132491514,Portrait,,,,,,,,,,,,,,,,
3/1/2017,,,Prom Dot Com Limited,PROM3099,Lip Surgery Simulator – Free Doctor Games,iOS,DFP,Phone,Banner,320x50,/50170743/PROM3099iOS-Phone-Banner,,1117257931,Portrait,,,,,,,,,,,,,,,,
3/1/2017,,,Prom Dot Com Limited,PROM3099,Lip Surgery Simulator – Free Doctor Games,iOS,DFP,Phone,Interstitial,320x480,/50170743/PROM3099iOS-Phone-Interstitial,,1117257931,Portrait,,,,,,,,,,,,,,,,
3/1/2017,,,Prom Dot Com Limited,PROM3099,Lip Surgery Simulator – Free Doctor Games,iOS,DFP,Tablet,Banner,728x90,/50170743/PROM3099iOS-Tablet-Banner,,1117257931,Portrait,,,,,,,,,,,,,,,,
3/1/2017,,,Prom Dot Com Limited,PROM3099,Lip Surgery Simulator – Free Doctor Games,iOS,DFP,Tablet,Interstitial,768x1024,/50170743/PROM3099iOS-Tablet-Interstitial,,1117257931,Portrait,,,,,,,,,,,,,,,,
2/28/2017,,,Bear Hug Media,BHUG007,Princess Spa Salon - girls games,iOS,AdColony Direct,Both,Rewarded Video,"320x480, 768x1024",appae4dc62538d249f183,vz48ba1d983dca4acb86,641856391,Portrait,,,,,,,,,,,,,,,,
2/28/2017,,,Bear Hug Media,BHUG007,Princess Spa Salon - girls games,iOS,DFP,Phone,Banner,320x50,/50170743/BHUG007iOS-Phone-Banner,,641856391,Portrait,,,,,,,,,,,,,,,,
2/28/2017,,,Bear Hug Media,BHUG007,Princess Spa Salon - girls games,iOS,DFP,Tablet,Banner,728x90,/50170743/BHUG007iOS-Tablet-Banner,,641856391,Portrait,,,,,,,,,,,,,,,,
2/28/2017,,,Bear Hug Media,BHUG007G,Princess Make-Up,GP,AdColony Direct,Both,Rewarded Video,"320x480, 768x1024",app920a4d08bf2e4fb19b,vz29be38c1afa84c3c87,com.bearhugmedia.android_princess,Portrait,,,,,,,,,,,,,,,,
2/28/2017,,,Bear Hug Media,BHUG007G,Princess Make-Up,GP,DFP,Phone,Banner,320x50,/50170743/BHUG007GP-Phone-Banner,,com.bearhugmedia.android_princess,Portrait,,,,,,,,,,,,,,,,
2/28/2017,,,Bear Hug Media,BHUG007G,Princess Make-Up,GP,DFP,Tablet,Banner,728x90,/50170743/BHUG007GP-Tablet-Banner,,com.bearhugmedia.android_princess,Portrait,,,,,,,,,,,,,,,,
2/28/2017,,,Bear Hug Media,BHUG007A,Princess Spa Salon,Amazon,AdColony Direct,Both,Rewarded Video,"320x480, 768x1024",app670f4edf17c6467982,vzb196ee0fcfc3446681,com.bearhugmedia.princess_spa_salon,Portrait,,,,,,,,,,,,,,,,
2/28/2017,,,Bear Hug Media,BHUG007A,Princess Spa Salon,Amazon,DFP,Phone,Banner,320x50,/50170743/BHUG007Amazon-Phone-Banner,,com.bearhugmedia.princess_spa_salon,Portrait,,,,,,,,,,,,,,,,
2/28/2017,,,Bear Hug Media,BHUG007A,Princess Spa Salon,Amazon,DFP,Tablet,Banner,728x90,/50170743/BHUG007Amazon-Tablet-Banner,,com.bearhugmedia.princess_spa_salon,Portrait,,,,,,,,,,,,,,,,
2/28/2017,,,Bravo Kids Media Ltd,BKM0027,Blood Injection ER Doctor - Stop Biomutation!,iOS,DFP,Phone,Banner,320x50,/50170743/BKM0027iOS-Phone-Banner,,1210246384,Portrait,,,,,,,,,,,,,,,,
2/28/2017,,,Bravo Kids Media Ltd,BKM0027,Blood Injection ER Doctor - Stop Biomutation!,iOS,DFP,Tablet,Banner,728x90,/50170743/BKM0027iOS-Tablet-Banner,,1210246384,Portrait,,,,,,,,,,,,,,,,
2/27/2017,V1.3,3/2/2017,Bear Hug Media,BHUG1060G,Royal Princess Magic Charm School,GP,DFP,Phone,Banner,320x50,/50170743/BHUG1060GP-Phone-Banner,,com.bearhugmedia.android_royalprincessdreamschool,Portrait,,,,,,,,,,,,,3/13/2017,,,
2/27/2017,V1.3,3/2/2017,Bear Hug Media,BHUG1060G,Royal Princess Magic Charm School,GP,DFP,Phone,Interstitial,320x480,/50170743/BHUG1060GP-Phone-Interstitial,,com.bearhugmedia.android_royalprincessdreamschool,Portrait,,,,,,,,,,,,,3/13/2017,,,
