ad_id,date,spend,impressions,inline_link_clicks,account_id
3001,2024-10-30,88.52,2966,79,101
3002,2024-09-01,71.95,1285,146,101
3002,2024-09-02,84.1,605,45,101
3002,2024-09-03,43.57,4472,115,101
3002,2024-09-04,91.97,1339,65,101
3002,2024-09-05,29.9,2043,153,101
3002,2024-09-06,84.83,4806,146,101
3002,2024-09-07,73.2,1433,116,101
3002,2024-09-08,16.88,1575,14,101
3002,2024-09-09,38.04,3470,45,101
3002,2024-09-12,78.72,3302,54,101
3002,2024-09-13,12.59,1471,66,101
3002,2024-09-14,72.48,2356,88,101
3002,2024-09-15,21.72,1143,118,101
3002,2024-09-16,80.56,1136,14,101
3002,2024-09-19,19.7,4706,161,101
3002,2024-09-20,20.7,2572,21,101
3002,2024-09-21,70.08,1290,41,101
3002,2024-09-23,91.11,2013,181,101
3002,2024-09-24,18.17,2772,158,101
3002,2024-09-25,24.45,4601,196,101
3002,2024-09-26,55.44,1059,35,101
3002,2024-09-29,74.42,2808,53,101
3002,2024-10-01,97.62,1308,64,101
3002,2024-10-04,72.83,2016,122,101
3002,2024-10-05,19.66,3406,107,101
3002,2024-10-06,56.28,3838,38,101
3002,2024-10-08,51.93,4757,44,101
3002,2024-10-09,42.51,2861,152,101
3002,2024-10-10,17.4,4544,39,101
3002,2024-10-11,51.13,3055,185,101
3002,2024-10-13,59.85,2880,119,101
3002,2024-10-14,16.26,4396,183,101
3002,2024-10-15,11.15,4527,182,101
3002,2024-10-16,49.43,1196,40,101
3002,2024-10-17,46.06,1333,199,101
3002,2024-10-20,97.77,3274,61,101
3002,2024-10-21,99.16,1505,69,101
3002,2024-10-23,35.07,2736,174,101
3002,2024-10-25,70.0,3813,134,101
3002,2024-10-26,23.26,4224,37,101
3002,2024-10-27,54.04,2390,170,101
3002,2024-10-29,76.4,1058,137,101
3002,2024-10-30,97.49,3634,164,101
3003,2024-09-01,23.75,1289,29,101
3003,2024-09-02,56.8,4532,129,101
3003,2024-09-03,69.59,4516,139,101
3003,2024-09-04,40.93,4928,149,101
3003,2024-09-05,78.76,4025,40,101
3003,2024-09-06,38.31,3582,123,101
3003,2024-09-07,12.96,2982,190,101
3003,2024-09-08,48.76,3059,193,101
3003,2024-09-09,78.76,4518,178,101
3003,2024-09-10,58.55,4348,131,101
3003,2024-09-11,24.07,956,110,101
3003,2024-09-12,63.19,3594,167,101
3003,2024-09-13,78.98,2830,92,101
3003,2024-09-14,63.14,1550,103,101
3003,2024-09-15,76.79,720,170,101
3003,2024-09-16,18.76,3327,101,101
3003,2024-09-17,15.08,2500,73,101
3003,2024-09-18,38.09,1195,186,101
3003,2024-09-19,37.44,3265,53,101
3003,2024-09-20,39.35,4275,178,101
3003,2024-09-22,91.13,2684,15,101
3003,2024-09-23,62.92,3092,106,101
3003,2024-09-24,39.02,1300,135,101
3003,2024-09-25,70.76,3252,137,101
3003,2024-09-26,78.84,3281,52,101
3003,2024-09-27,42.7,4071,61,101
3003,2024-09-28,86.26,1117,147,101
3003,2024-09-29,33.86,2935,156,101
3003,2024-09-30,30.33,1253,193,101
3003,2024-10-02,40.32,1051,155,101
3003,2024-10-04,28.88,1128,176,101
3003,2024-10-06,36.99,4923,90,101
3003,2024-10-07,46.21,4721,126,101
3003,2024-10-08,59.28,652,170,101
3003,2024-10-09,87.64,4589,64,101
3003,2024-10-10,84.15,4328,78,101
3003,2024-10-12,65.3,4053,154,101
3003,2024-10-13,15.39,2143,103,101
3003,2024-10-14,31.63,2959,121,101
3003,2024-10-15,87.42,1027,172,101
3003,2024-10-16,47.12,2851,175,101
3003,2024-10-17,71.82,2434,113,101
3003,2024-10-18,23.5,726,72,101
3003,2024-10-20,53.68,4072,118,101
3003,2024-10-21,13.33,1805,79,101
3003,2024-10-22,33.26,2775,178,101
3003,2024-10-23,67.99,845,194,101
3003,2024-10-24,11.79,1187,90,101
3003,2024-10-25,88.05,3834,103,101
3003,2024-10-26,89.71,3751,195,101
3003,2024-10-28,61.39,4598,40,101
3003,2024-10-29,84.61,4802,74,101
3003,2024-10-30,18.12,1501,90,101
3004,2024-09-01,62.59,3694,200,101
3004,2024-09-02,48.06,1681,37,101
3004,2024-09-03,97.29,4100,114,101
3004,2024-09-04,63.05,4517,146,101
3004,2024-09-05,95.38,3092,149,101
3004,2024-09-06,71.45,2775,47,101
3004,2024-09-07,74.41,3024,15,101
3004,2024-09-08,91.47,785,199,101
3004,2024-09-09,94.68,2463,74,101
3004,2024-09-10,37.83,3472,185,101
3004,2024-09-11,88.03,4124,109,101
3004,2024-09-12,96.47,2593,87,101
3004,2024-09-13,84.04,2428,86,101
3004,2024-09-14,90.12,4095,171,101
3004,2024-09-15,83.1,3828,18,101
3004,2024-09-16,17.21,4527,130,101
3004,2024-09-17,93.38,3225,193,101
3004,2024-09-18,92.67,1322,51,101
3004,2024-09-19,55.57,3382,117,101
3004,2024-09-20,83.21,3176,126,101
3004,2024-09-21,78.58,2005,171,101
3004,2024-09-22,67.7,525,112,101
3004,2024-09-23,37.5,1173,38,101
3004,2024-09-24,56.47,1565,162,101
3004,2024-09-25,81.34,3116,125,101
3004,2024-09-26,76.17,2635,54,101
3004,2024-09-27,84.41,2808,60,101
3004,2024-09-28,43.08,3723,106,101
3004,2024-10-01,95.33,2373,32,101
3004,2024-10-03,73.11,1882,22,101
3004,2024-10-04,48.6,2631,48,101
3004,2024-10-05,43.11,1461,13,101
3004,2024-10-06,49.16,4216,182,101
3004,2024-10-07,30.2,2164,58,101
3004,2024-10-10,77.18,3629,43,101
3004,2024-10-11,28.59,2265,82,101
3004,2024-10-12,27.04,1977,114,101
3004,2024-10-14,97.85,2429,168,101
3004,2024-10-15,32.35,4253,31,101
3004,2024-10-16,21.99,3148,187,101
3004,2024-10-17,29.1,3641,191,101
3004,2024-10-18,63.75,1098,34,101
3004,2024-10-19,14.69,2423,130,101
3004,2024-10-24,77.34,872,11,101
3004,2024-10-25,65.77,2978,111,101
3004,2024-10-26,21.9,836,158,101
3004,2024-10-27,25.29,4537,96,101
3004,2024-10-29,38.56,4845,120,101
3004,2024-10-30,20.52,861,42,101
3005,2024-09-01,97.6,2801,102,101
3005,2024-09-03,88.92,2660,142,101
3005,2024-09-04,90.34,3084,198,101
3005,2024-09-07,86.77,4104,23,101
3005,2024-09-08,14.91,2000,19,101
3005,2024-09-09,24.72,4326,121,101
3005,2024-09-10,90.57,4554,20,101
3005,2024-09-11,98.99,4474,127,101
3005,2024-09-12,86.13,1712,41,101
3005,2024-09-13,28.34,2827,56,101
3005,2024-09-15,84.03,2239,159,101
3005,2024-09-17,79.02,1979,116,101
3005,2024-09-19,54.83,1272,94,101
3005,2024-09-20,71.32,1499,110,101
3005,2024-09-21,93.62,1368,92,101
3005,2024-09-22,17.3,4430,126,101
3005,2024-09-23,34.24,547,94,101
3005,2024-09-25,95.58,3161,197,101
3005,2024-09-29,87.7,2817,92,101
3005,2024-10-01,59.24,3624,33,101
3005,2024-10-02,26.02,3767,32,101
3005,2024-10-03,28.74,3682,113,101
3005,2024-10-04,77.73,1762,40,101
3005,2024-10-05,82.1,3040,185,101
3005,2024-10-06,42.31,1287,104,101
3005,2024-10-07,54.07,3679,131,101
3005,2024-10-08,64.03,1239,118,101
3005,2024-10-10,49.07,3989,33,101
3005,2024-10-11,40.76,4297,183,101
3005,2024-10-12,71.76,1770,136,101
3005,2024-10-13,68.25,1187,84,101
3005,2024-10-14,17.13,4412,86,101
3005,2024-10-15,21.5,2960,73,101
3005,2024-10-16,36.59,890,151,101
3005,2024-10-17,14.06,1381,140,101
3005,2024-10-18,18.5,2575,100,101
3005,2024-10-19,17.36,4624,14,101
3005,2024-10-20,69.54,1970,56,101
3005,2024-10-22,47.46,2938,90,101
3005,2024-10-23,50.95,4185,169,101
3005,2024-10-25,92.63,2033,64,101
3005,2024-10-26,77.23,2624,182,101
3005,2024-10-27,58.09,547,111,101
3005,2024-10-28,25.46,4408,127,101
3005,2024-10-29,88.19,4487,87,101
3005,2024-10-30,97.65,3455,186,101
3006,2024-09-01,72.13,3735,87,101
3006,2024-09-02,22.16,2063,38,101
3006,2024-09-04,26.94,719,63,101
3006,2024-09-05,23.06,2480,121,101
3006,2024-09-08,17.75,4296,47,101
3006,2024-09-09,11.96,1860,49,101
3006,2024-09-10,50.07,4473,130,101
3006,2024-09-11,50.46,2487,61,101
3006,2024-09-12,84.65,3709,23,101
3006,2024-09-13,19.24,4037,116,101
3006,2024-09-15,63.63,2882,19,101
3006,2024-09-16,53.75,4496,69,101
3006,2024-09-17,57.55,3957,157,101
3006,2024-09-18,15.72,3917,131,101
3006,2024-09-19,66.04,3340,124,101
3006,2024-09-20,11.87,2859,195,101
3006,2024-09-21,40.95,2401,139,101
3006,2024-09-22,91.82,3278,164,101
3006,2024-09-24,52.16,2903,195,101
3006,2024-09-25,96.38,3451,130,101
3006,2024-09-28,35.42,1206,180,101
3006,2024-09-29,25.6,1780,165,101
3006,2024-09-30,81.41,4544,87,101
3006,2024-10-01,60.11,648,101,101
3006,2024-10-03,24.27,4624,18,101
3006,2024-10-05,20.26,2357,40,101
3006,2024-10-06,53.77,3287,100,101
3006,2024-10-09,90.67,4722,164,101
3006,2024-10-10,73.58,4086,127,101
3006,2024-10-15,87.25,1334,153,101
3006,2024-10-16,19.49,1467,62,101
3006,2024-10-18,36.29,4116,139,101
3006,2024-10-19,88.34,1763,175,101
3006,2024-10-20,83.72,1507,61,101
3006,2024-10-21,47.42,553,72,101
3006,2024-10-23,35.81,1902,31,101
3006,2024-10-24,74.37,3899,102,101
3006,2024-10-25,32.09,4838,117,101
3006,2024-10-27,48.59,3853,127,101
3006,2024-10-29,71.4,743,123,101
3006,2024-10-30,10.9,4738,27,101
3007,2024-09-01,38.33,1846,121,101
3007,2024-09-02,78.33,1736,157,101
3007,2024-09-03,66.84,4758,85,101
3007,2024-09-04,89.72,2993,194,101
3007,2024-09-05,91.83,564,81,101
3007,2024-09-07,23.22,3809,124,101
3007,2024-09-08,89.88,4122,188,101
3007,2024-09-09,83.06,3813,60,101
3007,2024-09-11,58.37,3694,195,101
3007,2024-09-12,89.19,4763,148,101
3007,2024-09-13,18.35,3057,143,101
3007,2024-09-14,67.21,691,17,101
3007,2024-09-16,33.28,2989,195,101
3007,2024-09-17,55.47,991,105,101
3007,2024-09-18,55.67,1514,22,101
3007,2024-09-21,61.52,542,126,101
3007,2024-09-22,31.25,4868,162,101
3007,2024-09-23,36.93,1646,192,101
3007,2024-09-24,76.38,1362,93,101
3007,2024-09-25,27.33,3459,126,101
3007,2024-09-26,74.05,3875,30,101
3007,2024-09-27,48.24,1565,131,101
3007,2024-09-28,17.03,4811,113,101
3007,2024-09-29,56.71,3734,77,101
3007,2024-09-30,67.28,4105,186,101
3007,2024-10-02,97.59,1834,46,101
3007,2024-10-03,53.63,4249,43,101
3007,2024-10-05,57.62,2241,126,101
3007,2024-10-06,77.18,3525,40,101
3007,2024-10-07,46.78,1490,104,101
3007,2024-10-08,13.63,1755,40,101
3007,2024-10-09,99.19,2984,85,101
3007,2024-10-10,81.21,1664,160,101
3007,2024-10-11,94.31,2999,82,101
3007,2024-10-12,83.72,4504,10,101
3007,2024-10-13,41.38,866,116,101
3007,2024-10-14,37.87,4205,96,101
3007,2024-10-16,74.8,1587,45,101
3007,2024-10-17,51.48,4185,180,101
3007,2024-10-18,87.97,3164,32,101
3007,2024-10-20,46.87,2407,111,101
3007,2024-10-21,14.12,4129,198,101
3007,2024-10-22,17.97,1856,191,101
3007,2024-10-23,66.71,3030,153,101
3007,2024-10-24,67.95,1197,59,101
3007,2024-10-26,78.19,4774,58,101
3007,2024-10-28,11.68,4856,56,101
3007,2024-10-30,28.52,4139,31,101
3008,2024-09-02,46.16,868,135,101
3008,2024-09-04,49.33,3899,16,101
3008,2024-09-06,33.15,1439,35,101
3008,2024-09-07,35.68,1996,75,101
3008,2024-09-09,95.69,1886,25,101
3008,2024-09-10,39.28,722,192,101
3008,2024-09-11,45.09,3121,46,101
3008,2024-09-12,39.18,3576,40,101
3008,2024-09-13,31.57,2437,136,101
3008,2024-09-14,55.4,1442,78,101
3008,2024-09-15,51.83,3834,26,101
3008,2024-09-16,46.67,2414,14,101
3008,2024-09-17,96.71,1331,73,101
3008,2024-09-19,21.3,3832,124,101
3008,2024-09-20,67.22,2166,46,101
3008,2024-09-21,98.68,2508,147,101
3008,2024-09-24,13.76,4306,168,101
3008,2024-09-25,97.49,504,25,101
3008,2024-09-27,63.81,3614,99,101
3008,2024-09-29,85.66,2804,21,101
3008,2024-09-30,58.07,1072,86,101
3008,2024-10-01,72.86,1644,195,101
3008,2024-10-02,35.15,4038,63,101
3008,2024-10-03,96.17,3107,184,101
3008,2024-10-05,98.17,4208,79,101
3008,2024-10-06,98.47,3298,63,101
3008,2024-10-07,63.96,630,187,101
3008,2024-10-08,93.0,4403,11,101
3008,2024-10-10,47.18,4505,110,101
3008,2024-10-11,80.86,1135,147,101
3008,2024-10-12,84.89,4146,182,101
3008,2024-10-13,97.48,3583,163,101
3008,2024-10-14,25.95,569,41,101
3008,2024-10-15,94.26,4141,12,101
3008,2024-10-16,11.78,2803,184,101
3008,2024-10-18,18.1,2983,193,101
3008,2024-10-19,98.21,3473,19,101
3008,2024-10-20,91.41,2212,11,101
3008,2024-10-21,83.9,3744,38,101
3008,2024-10-23,54.46,2087,178,101
3008,2024-10-24,70.5,1937,26,101
3008,2024-10-25,77.14,1543,76,101
3008,2024-10-29,34.69,689,187,101
3008,2024-10-30,65.3,4218,10,101
3009,2024-09-02,94.88,924,92,101
3009,2024-09-03,99.56,2744,41,101
3009,2024-09-04,51.99,3461,142,101
3009,2024-09-07,35.01,3941,146,101
3009,2024-09-08,10.46,2094,95,101
3009,2024-09-09,61.46,707,198,101
3009,2024-09-10,72.06,1109,73,101
3009,2024-09-11,39.63,1014,170,101
3009,2024-09-12,12.51,4038,16,101
3009,2024-09-13,66.37,3238,74,101
3009,2024-09-14,52.62,3291,23,101
3009,2024-09-16,31.31,1097,163,101
3009,2024-09-17,78.77,4157,158,101
3009,2024-09-18,97.71,773,106,101
3009,2024-09-19,86.29,1032,42,101
3009,2024-09-20,82.21,948,87,101
3009,2024-09-21,48.87,1334,183,101
3009,2024-09-22,14.7,3624,112,101
3009,2024-09-23,77.68,2409,163,101
3009,2024-09-25,50.81,4302,119,101
3009,2024-09-27,40.57,712,126,101
3009,2024-09-28,62.9,1384,36,101
3009,2024-09-29,74.2,2086,156,101
3009,2024-09-30,55.8,3411,117,101
3009,2024-10-01,65.88,2023,72,101
3009,2024-10-02,13.97,1545,89,101
3009,2024-10-03,56.18,3430,89,101
3009,2024-10-04,58.7,1692,47,101
3009,2024-10-05,64.3,2884,104,101
3009,2024-10-07,69.19,1684,24,101
3009,2024-10-08,83.73,947,118,101
3009,2024-10-09,97.89,2148,27,101
3009,2024-10-10,70.11,4328,163,101
3009,2024-10-11,86.68,3249,167,101
3009,2024-10-12,39.58,1358,126,101
3009,2024-10-15,92.8,2327,187,101
3009,2024-10-16,66.15,2458,133,101
3009,2024-10-17,95.73,3215,199,101
3009,2024-10-18,46.03,555,102,101
3009,2024-10-19,42.21,1443,46,101
3009,2024-10-20,27.5,3448,21,101
3009,2024-10-22,35.57,2293,77,101
3009,2024-10-23,40.58,2514,55,101
3009,2024-10-24,25.85,2644,35,101
3009,2024-10-25,70.97,3604,177,101
3009,2024-10-27,94.25,2999,126,101
3009,2024-10-28,82.85,1903,144,101
3010,2024-09-03,23.0,1571,58,101
3010,2024-09-04,44.04,3565,91,101
3010,2024-09-05,97.93,2503,21,101
3010,2024-09-07,86.9,2909,48,101
3010,2024-09-08,14.79,2794,42,101
3010,2024-09-12,17.33,4355,179,101
3010,2024-09-13,25.07,3679,175,101
3010,2024-09-15,56.7,1966,92,101
3010,2024-09-16,57.29,4459,193,101
3010,2024-09-18,62.31,799,63,101
3010,2024-09-19,28.27,2420,111,101
3010,2024-09-20,48.25,3589,156,101
3010,2024-09-21,85.82,2585,150,101
3010,2024-09-22,77.65,2917,123,101
3010,2024-09-23,30.72,837,129,101
3010,2024-09-24,40.27,4195,129,101
3010,2024-09-25,43.08,4575,91,101
3010,2024-09-26,12.22,4118,69,101
3010,2024-09-27,16.83,1175,85,101
3010,2024-09-29,67.93,2764,68,101
3010,2024-09-30,16.42,813,149,101
3010,2024-10-01,27.7,3197,74,101
3010,2024-10-02,83.4,2748,58,101
3010,2024-10-03,99.82,4949,76,101
3010,2024-10-04,36.95,3339,113,101
3010,2024-10-08,68.87,1722,111,101
3010,2024-10-09,75.1,2219,131,101
3010,2024-10-10,62.83,4339,194,101
3010,2024-10-12,17.73,2038,119,101
3010,2024-10-14,28.86,4186,152,101
3010,2024-10-15,22.51,1551,88,101
3010,2024-10-17,82.94,3405,96,101
3010,2024-10-18,48.31,3804,186,101
3010,2024-10-19,39.35,690,155,101
3010,2024-10-22,95.74,3205,155,101
3010,2024-10-23,64.27,3702,107,101
3010,2024-10-24,45.16,4878,108,101
3010,2024-10-25,19.78,4198,173,101
3010,2024-10-27,19.39,1955,18,101
3010,2024-10-29,12.42,2130,27,101
3011,2024-09-01,28.53,2884,178,101
3011,2024-09-02,50.92,3519,142,101
3011,2024-09-03,39.41,3865,110,101
3011,2024-09-04,19.97,4894,117,101
3011,2024-09-05,16.19,2191,43,101
3011,2024-09-07,83.61,4389,50,101
3011,2024-09-08,94.52,2162,138,101
3011,2024-09-09,51.31,2152,11,101
3011,2024-09-11,84.21,2522,144,101
3011,2024-09-12,61.23,4521,127,101
3011,2024-09-13,13.52,1246,83,101
3011,2024-09-14,92.7,3340,189,101
3011,2024-09-17,84.11,1934,116,101
3011,2024-09-18,91.0,4039,127,101
3011,2024-09-19,69.32,1282,110,101
3011,2024-09-20,13.93,1793,80,101
3011,2024-09-22,70.0,1046,188,101
3011,2024-09-23,91.2,4542,115,101
3011,2024-09-25,99.58,1126,36,101
3011,2024-09-26,80.16,3859,125,101
3011,2024-09-27,28.66,865,128,101
3011,2024-09-28,67.5,4283,107,101
3011,2024-09-29,45.94,2092,111,101
3011,2024-09-30,32.55,1618,93,101
3011,2024-10-01,51.78,4279,27,101
3011,2024-10-02,69.13,4085,45,101
3011,2024-10-03,35.12,1821,53,101
3011,2024-10-05,25.95,1517,146,101
3011,2024-10-06,25.16,591,183,101
3011,2024-10-07,49.66,1957,65,101
3011,2024-10-08,90.34,4860,65,101
3011,2024-10-09,14.3,4783,174,101
3011,2024-10-10,69.4,1342,109,101
3011,2024-10-11,49.96,538,22,101
3011,2024-10-15,31.47,1248,14,101
3011,2024-10-16,99.04,3261,59,101
3011,2024-10-17,15.69,1291,180,101
3011,2024-10-18,25.03,3905,141,101
3011,2024-10-19,39.44,2052,169,101
3011,2024-10-20,58.75,4005,40,101
3011,2024-10-21,19.53,3149,54,101
3011,2024-10-22,68.86,598,109,101
3011,2024-10-23,29.81,2781,176,101
3011,2024-10-24,13.95,2290,115,101
3011,2024-10-25,63.9,1334,192,101
3011,2024-10-26,99.15,1904,74,101
3011,2024-10-28,98.33,3683,183,101
3012,2024-09-01,25.78,3104,180,101
3012,2024-09-02,40.16,4177,107,101
3012,2024-09-03,76.76,4624,160,101
3012,2024-09-04,11.2,673,167,101
3012,2024-09-06,31.28,4010,72,101
3012,2024-09-07,15.39,3568,137,101
3012,2024-09-08,23.65,2174,174,101
3012,2024-09-09,93.11,4135,199,101
3012,2024-09-11,38.58,824,143,101
3012,2024-09-13,83.14,694,68,101
3012,2024-09-15,31.8,4918,23,101
3012,2024-09-17,32.35,2322,165,101
3012,2024-09-19,26.52,549,26,101
3012,2024-09-21,27.32,1659,62,101
3012,2024-09-22,25.63,4996,62,101
3012,2024-09-23,17.03,4326,89,101
3012,2024-09-24,27.78,3973,55,101
3012,2024-09-25,37.28,4172,172,101
3012,2024-09-26,87.62,4441,30,101
3012,2024-09-28,43.99,4356,122,101
3012,2024-09-29,64.85,4050,49,101
3012,2024-10-02,44.33,1181,86,101
3012,2024-10-03,23.75,1939,75,101
3012,2024-10-04,37.53,2820,106,101
3012,2024-10-05,53.28,3229,44,101
3012,2024-10-06,27.61,2053,11,101
3012,2024-10-07,55.06,3565,135,101
3012,2024-10-08,47.42,3732,200,101
3012,2024-10-09,54.06,1083,114,101
3012,2024-10-12,93.89,1830,59,101
3012,2024-10-17,73.82,3516,188,101
3012,2024-10-18,44.68,3973,198,101
3012,2024-10-19,53.0,3460,171,101
3012,2024-10-20,12.54,1711,76,101
3012,2024-10-21,94.98,1707,75,101
3012,2024-10-22,62.05,1822,13,101
3012,2024-10-23,18.31,3648,111,101
3012,2024-10-24,97.67,1158,142,101
3012,2024-10-27,48.42,2975,138,101
3012,2024-10-29,44.45,3022,197,101
3012,2024-10-30,88.88,1228,37,101
3013,2024-09-01,79.9,3321,46,101
3013,2024-09-02,28.86,3760,188,101
3013,2024-09-03,98.83,4528,10,101
3013,2024-09-04,79.64,3922,144,101
3013,2024-09-05,35.95,4030,53,101
3013,2024-09-06,26.78,1600,60,101
3013,2024-09-07,55.24,1403,125,101
3013,2024-09-08,29.13,2146,25,101
3013,2024-09-09,82.83,2071,76,101
3013,2024-09-12,92.17,1394,172,101
3013,2024-09-13,36.38,3594,41,101
3013,2024-09-14,40.79,2423,132,101
3013,2024-09-15,78.45,577,25,101
3013,2024-09-16,95.97,842,34,101
3013,2024-09-17,81.26,3577,164,101
3013,2024-09-18,96.59,2677,134,101
3013,2024-09-19,40.33,4018,96,101
3013,2024-09-20,90.11,3082,71,101
3013,2024-09-22,44.06,968,101,101
3013,2024-09-25,88.35,3791,195,101
3013,2024-09-28,21.06,4846,81,101
3013,2024-10-01,50.67,4392,141,101
3013,2024-10-02,26.91,3139,14,101
3013,2024-10-03,88.61,3166,183,101
3013,2024-10-04,64.61,3778,199,101
3013,2024-10-05,17.32,4005,131,101
3013,2024-10-09,36.45,2098,192,101
3013,2024-10-10,56.8,4633,18,101
3013,2024-10-11,81.71,2968,182,101
3013,2024-10-14,90.68,1447,133,101
3013,2024-10-15,31.68,2233,53,101
3013,2024-10-17,18.05,4062,193,101
3013,2024-10-18,93.61,3174,108,101
3013,2024-10-20,33.19,4401,181,101
3013,2024-10-21,22.22,4878,172,101
3013,2024-10-22,18.14,3226,67,101
3013,2024-10-25,67.96,3588,193,101
3013,2024-10-26,75.25,4079,69,101
3013,2024-10-27,20.41,1218,38,101
3013,2024-10-28,76.65,2041,200,101
3013,2024-10-30,21.47,3067,107,101
3014,2024-09-01,10.15,1006,161,101
3014,2024-09-02,86.24,3970,91,101
3014,2024-09-06,69.74,2319,37,101
3014,2024-09-07,58.45,4273,90,101
3014,2024-09-08,94.86,2293,137,101
3014,2024-09-09,23.27,2821,47,101
3014,2024-09-10,86.42,781,163,101
3014,2024-09-11,55.21,1511,80,101
3014,2024-09-13,53.05,2267,136,101
3014,2024-09-14,96.98,981,95,101
3014,2024-09-15,74.51,2343,189,101
3014,2024-09-16,93.08,1966,134,101
3014,2024-09-17,36.92,1804,15,101
3014,2024-09-18,40.37,4378,99,101
3014,2024-09-20,57.51,2818,82,101
3014,2024-09-21,27.56,4989,110,101
3014,2024-09-22,39.11,943,191,101
3014,2024-09-23,68.92,1626,123,101
3014,2024-09-24,36.2,1686,63,101
3014,2024-09-25,77.35,574,102,101
3014,2024-09-26,61.81,1709,106,101
3014,2024-09-28,85.75,961,34,101
3014,2024-09-29,52.65,929,40,101
3014,2024-10-01,63.41,1717,170,101
3014,2024-10-02,32.05,1473,71,101
3014,2024-10-03,37.24,1913,177,101
3014,2024-10-04,79.83,1234,128,101
3014,2024-10-06,34.77,4146,104,101
3014,2024-10-07,20.5,1499,135,101
3014,2024-10-08,91.76,2342,15,101
3014,2024-10-09,98.86,4428,80,101
3014,2024-10-10,18.51,1983,108,101
3014,2024-10-11,68.01,4052,86,101
3014,2024-10-12,18.95,1020,192,101
3014,2024-10-15,83.16,661,110,101
3014,2024-10-16,58.28,4842,135,101
3014,2024-10-17,85.34,4915,192,101
3014,2024-10-19,77.82,2199,178,101
3014,2024-10-21,63.92,1974,11,101
3014,2024-10-22,82.05,1507,20,101
3014,2024-10-23,28.56,1820,32,101
3014,2024-10-24,86.63,786,31,101
3014,2024-10-26,42.72,4959,53,101
3014,2024-10-27,95.07,500,73,101
3014,2024-10-28,95.16,4755,85,101
3014,2024-10-29,50.04,4517,187,101
3014,2024-10-30,91.97,3384,165,101
3015,2024-09-01,28.89,1311,179,101
3015,2024-09-03,26.93,2955,65,101
3015,2024-09-05,29.44,3441,81,101
3015,2024-09-06,66.01,1109,150,101
3015,2024-09-07,44.36,1837,112,101
3015,2024-09-08,95.03,3984,187,101
3015,2024-09-09,28.34,2706,172,101
3015,2024-09-10,27.34,3548,154,101
3015,2024-09-11,83.85,1843,117,101
3015,2024-09-13,80.9,3604,16,101
3015,2024-09-15,34.31,4853,38,101
3015,2024-09-16,46.61,3198,173,101
3015,2024-09-17,91.83,2738,47,101
3015,2024-09-19,10.89,3589,66,101
3015,2024-09-20,19.45,1511,54,101
3015,2024-09-21,88.8,4510,34,101
3015,2024-09-22,73.04,2810,151,101
3015,2024-09-23,18.92,892,53,101
3015,2024-09-24,77.67,1980,98,101
3015,2024-09-26,80.99,3798,132,101
3015,2024-09-27,33.32,4707,192,101
3015,2024-09-28,21.37,3603,155,101
3015,2024-09-29,14.76,3532,191,101
3015,2024-10-01,47.64,4250,56,101
3015,2024-10-02,41.86,4339,138,101
3015,2024-10-03,95.74,4764,193,101
3015,2024-10-06,87.21,3003,114,101
3015,2024-10-09,16.9,2466,33,101
3015,2024-10-10,15.17,2841,151,101
3015,2024-10-13,95.36,4667,197,101
3015,2024-10-14,54.8,4861,188,101
3015,2024-10-15,11.25,2057,200,101
3015,2024-10-16,48.25,4877,98,101
