ad_id,ad_name,campaign_id,campaign_name,date,cost_micros,clicks,impressions
4001,Ad Variation 1,5001,Google Brand Campaign,2024-10-09,65637492,25,3365
4001,Ad Variation 1,5001,Google Brand Campaign,2024-10-11,121887130,115,3493
4001,Ad Variation 1,5001,Google Brand Campaign,2024-10-12,143636438,142,4455
4001,Ad Variation 1,5001,Google Brand Campaign,2024-10-13,21108200,83,3331
4001,Ad Variation 1,5001,Google Brand Campaign,2024-10-14,141374051,128,2160
4001,Ad Variation 1,5001,Google Brand Campaign,2024-10-15,63314199,44,4438
4001,Ad Variation 1,5001,Google Brand Campaign,2024-10-17,26013165,86,2875
4001,Ad Variation 1,5001,Google Brand Campaign,2024-10-18,93745651,71,1018
4001,Ad Variation 1,5001,Google Brand Campaign,2024-10-19,99445871,107,2122
4001,Ad Variation 1,5001,Google Brand Campaign,2024-10-20,88271020,136,1869
4001,Ad Variation 1,5001,Google Brand Campaign,2024-10-23,101942689,122,3731
4001,Ad Variation 1,5001,Google Brand Campaign,2024-10-24,149234422,131,2760
4001,Ad Variation 1,5001,Google Brand Campaign,2024-10-25,92329115,86,2871
4001,Ad Variation 1,5001,Google Brand Campaign,2024-10-26,114059276,47,2874
4001,Ad Variation 1,5001,Google Brand Campaign,2024-10-27,134774514,25,4572
4001,Ad Variation 1,5001,Google Brand Campaign,2024-10-30,31408980,86,3544
4002,Ad Variation 2,5001,Google Brand Campaign,2024-09-01,31010615,40,1107
4002,Ad Variation 2,5001,Google Brand Campaign,2024-09-03,90276331,86,4260
4002,Ad Variation 2,5001,Google Brand Campaign,2024-09-05,146879976,134,1420
4002,Ad Variation 2,5001,Google Brand Campaign,2024-09-06,84482820,111,2715
4002,Ad Variation 2,5001,Google Brand Campaign,2024-09-07,63727112,20,3673
4002,Ad Variation 2,5001,Google Brand Campaign,2024-09-08,92856005,149,2730
4002,Ad Variation 2,5001,Google Brand Campaign,2024-09-10,71587851,145,3712
4002,Ad Variation 2,5001,Google Brand Campaign,2024-09-11,95561241,66,1837
4002,Ad Variation 2,5001,Google Brand Campaign,2024-09-12,47848456,114,3501
4002,Ad Variation 2,5001,Google Brand Campaign,2024-09-15,63978615,24,4616
4002,Ad Variation 2,5001,Google Brand Campaign,2024-09-18,142048353,24,3644
4002,Ad Variation 2,5001,Google Brand Campaign,2024-09-19,74889783,124,4509
4002,Ad Variation 2,5001,Google Brand Campaign,2024-09-20,126164586,78,2984
4002,Ad Variation 2,5001,Google Brand Campaign,2024-09-21,26115113,54,4378
4002,Ad Variation 2,5001,Google Brand Campaign,2024-09-22,140957133,87,4691
4002,Ad Variation 2,5001,Google Brand Campaign,2024-09-23,95294813,131,1295
4002,Ad Variation 2,5001,Google Brand Campaign,2024-09-24,114356124,62,4684
4002,Ad Variation 2,5001,Google Brand Campaign,2024-09-25,79821191,51,2231
4002,Ad Variation 2,5001,Google Brand Campaign,2024-09-27,64350692,34,4531
4002,Ad Variation 2,5001,Google Brand Campaign,2024-09-28,52308550,102,4568
4002,Ad Variation 2,5001,Google Brand Campaign,2024-09-29,85834110,129,4049
4002,Ad Variation 2,5001,Google Brand Campaign,2024-09-30,70518488,97,3106
4002,Ad Variation 2,5001,Google Brand Campaign,2024-10-02,75200007,83,3118
4002,Ad Variation 2,5001,Google Brand Campaign,2024-10-03,96902763,82,4107
4002,Ad Variation 2,5001,Google Brand Campaign,2024-10-04,135353615,33,3749
4002,Ad Variation 2,5001,Google Brand Campaign,2024-10-05,63362563,109,1904
4002,Ad Variation 2,5001,Google Brand Campaign,2024-10-06,132729266,41,1089
4002,Ad Variation 2,5001,Google Brand Campaign,2024-10-07,134105722,56,2799
4002,Ad Variation 2,5001,Google Brand Campaign,2024-10-08,70650080,105,1344
4002,Ad Variation 2,5001,Google Brand Campaign,2024-10-10,47970469,20,4109
4002,Ad Variation 2,5001,Google Brand Campaign,2024-10-11,143568984,148,4521
4002,Ad Variation 2,5001,Google Brand Campaign,2024-10-12,141675246,145,2882
4002,Ad Variation 2,5001,Google Brand Campaign,2024-10-13,70472286,141,1199
4002,Ad Variation 2,5001,Google Brand Campaign,2024-10-15,75694169,57,1211
4002,Ad Variation 2,5001,Google Brand Campaign,2024-10-17,48941630,84,2245
4002,Ad Variation 2,5001,Google Brand Campaign,2024-10-18,48358171,86,2650
4002,Ad Variation 2,5001,Google Brand Campaign,2024-10-19,100228565,116,4060
4002,Ad Variation 2,5001,Google Brand Campaign,2024-10-20,52830348,79,1429
4002,Ad Variation 2,5001,Google Brand Campaign,2024-10-21,110498347,58,1803
4002,Ad Variation 2,5001,Google Brand Campaign,2024-10-22,79021497,127,1363
4002,Ad Variation 2,5001,Google Brand Campaign,2024-10-23,133039805,32,2837
4002,Ad Variation 2,5001,Google Brand Campaign,2024-10-25,138904667,134,2234
4002,Ad Variation 2,5001,Google Brand Campaign,2024-10-26,67959758,138,2890
4002,Ad Variation 2,5001,Google Brand Campaign,2024-10-28,75495867,54,2589
4002,Ad Variation 2,5001,Google Brand Campaign,2024-10-29,72668823,133,3204
4002,Ad Variation 2,5001,Google Brand Campaign,2024-10-30,25521737,150,3515
4003,Ad Variation 3,5001,Google Brand Campaign,2024-09-02,138980615,145,4332
4003,Ad Variation 3,5001,Google Brand Campaign,2024-09-03,125167191,146,4957
4003,Ad Variation 3,5001,Google Brand Campaign,2024-09-04,70242229,89,3802
4003,Ad Variation 3,5001,Google Brand Campaign,2024-09-05,52135348,93,4437
4003,Ad Variation 3,5001,Google Brand Campaign,2024-09-06,64866609,55,3406
4003,Ad Variation 3,5001,Google Brand Campaign,2024-09-07,45536025,134,4071
4003,Ad Variation 3,5001,Google Brand Campaign,2024-09-08,54057736,27,4941
4003,Ad Variation 3,5001,Google Brand Campaign,2024-09-09,52215762,141,2594
4003,Ad Variation 3,5001,Google Brand Campaign,2024-09-10,94836134,141,2152
4003,Ad Variation 3,5001,Google Brand Campaign,2024-09-11,137053874,58,1092
4003,Ad Variation 3,5001,Google Brand Campaign,2024-09-13,82712681,110,1329
4003,Ad Variation 3,5001,Google Brand Campaign,2024-09-14,79747311,109,1818
4003,Ad Variation 3,5001,Google Brand Campaign,2024-09-15,30204755,101,4089
4003,Ad Variation 3,5001,Google Brand Campaign,2024-09-16,47876639,73,1243
4003,Ad Variation 3,5001,Google Brand Campaign,2024-09-17,27809974,28,3635
4003,Ad Variation 3,5001,Google Brand Campaign,2024-09-18,96635017,91,4024
4003,Ad Variation 3,5001,Google Brand Campaign,2024-09-19,74900578,115,2631
4003,Ad Variation 3,5001,Google Brand Campaign,2024-09-20,87946468,58,1991
4003,Ad Variation 3,5001,Google Brand Campaign,2024-09-21,116952375,87,2406
4003,Ad Variation 3,5001,Google Brand Campaign,2024-09-22,148659790,105,3681
4003,Ad Variation 3,5001,Google Brand Campaign,2024-09-23,69050807,82,2400
4003,Ad Variation 3,5001,Google Brand Campaign,2024-09-27,75246410,130,1130
4003,Ad Variation 3,5001,Google Brand Campaign,2024-09-28,142865808,23,4529
4003,Ad Variation 3,5001,Google Brand Campaign,2024-09-30,23879315,40,1287
4003,Ad Variation 3,5001,Google Brand Campaign,2024-10-01,52952444,98,3395
4003,Ad Variation 3,5001,Google Brand Campaign,2024-10-03,130658736,127,1318
4003,Ad Variation 3,5001,Google Brand Campaign,2024-10-04,112534382,148,3325
4003,Ad Variation 3,5001,Google Brand Campaign,2024-10-05,73566592,100,1329
4003,Ad Variation 3,5001,Google Brand Campaign,2024-10-06,33663675,101,3057
4003,Ad Variation 3,5001,Google Brand Campaign,2024-10-07,149072036,134,4225
4003,Ad Variation 3,5001,Google Brand Campaign,2024-10-09,30267761,99,3990
4003,Ad Variation 3,5001,Google Brand Campaign,2024-10-10,80220447,128,4781
4003,Ad Variation 3,5001,Google Brand Campaign,2024-10-11,106280014,124,3093
4003,Ad Variation 3,5001,Google Brand Campaign,2024-10-12,20008043,91,3951
4003,Ad Variation 3,5001,Google Brand Campaign,2024-10-13,98322805,125,2637
4003,Ad Variation 3,5001,Google Brand Campaign,2024-10-14,135225839,118,3242
4003,Ad Variation 3,5001,Google Brand Campaign,2024-10-16,22123688,115,3916
4003,Ad Variation 3,5001,Google Brand Campaign,2024-10-17,74239540,107,3459
4003,Ad Variation 3,5001,Google Brand Campaign,2024-10-18,22251618,37,2131
4003,Ad Variation 3,5001,Google Brand Campaign,2024-10-19,114138118,79,3833
4003,Ad Variation 3,5001,Google Brand Campaign,2024-10-20,117978270,66,3352
4003,Ad Variation 3,5001,Google Brand Campaign,2024-10-21,86622941,128,4720
4003,Ad Variation 3,5001,Google Brand Campaign,2024-10-22,22328554,100,2139
4003,Ad Variation 3,5001,Google Brand Campaign,2024-10-23,111322964,81,3552
4003,Ad Variation 3,5001,Google Brand Campaign,2024-10-24,43452558,59,1274
4003,Ad Variation 3,5001,Google Brand Campaign,2024-10-25,67587342,37,1885
4003,Ad Variation 3,5001,Google Brand Campaign,2024-10-27,70478809,28,2262
4003,Ad Variation 3,5001,Google Brand Campaign,2024-10-28,80541218,82,1873
4003,Ad Variation 3,5001,Google Brand Campaign,2024-10-29,132475596,43,2037
4003,Ad Variation 3,5001,Google Brand Campaign,2024-10-30,119408297,148,2390
4004,Ad Variation 4,5001,Google Brand Campaign,2024-09-01,81096872,96,4541
4004,Ad Variation 4,5001,Google Brand Campaign,2024-09-02,37207018,20,1769
4004,Ad Variation 4,5001,Google Brand Campaign,2024-09-03,55226197,92,1422
4004,Ad Variation 4,5001,Google Brand Campaign,2024-09-04,140418994,62,4753
4004,Ad Variation 4,5001,Google Brand Campaign,2024-09-05,125104701,149,2969
4004,Ad Variation 4,5001,Google Brand Campaign,2024-09-06,132515084,111,1336
4004,Ad Variation 4,5001,Google Brand Campaign,2024-09-07,120357123,124,2694
4004,Ad Variation 4,5001,Google Brand Campaign,2024-09-08,136375370,147,2962
4004,Ad Variation 4,5001,Google Brand Campaign,2024-09-09,47351825,43,4970
4004,Ad Variation 4,5001,Google Brand Campaign,2024-09-10,69186621,39,3070
4004,Ad Variation 4,5001,Google Brand Campaign,2024-09-11,21162685,56,2455
4004,Ad Variation 4,5001,Google Brand Campaign,2024-09-12,46252367,88,4689
4004,Ad Variation 4,5001,Google Brand Campaign,2024-09-14,62718779,40,2430
4004,Ad Variation 4,5001,Google Brand Campaign,2024-09-15,103483529,113,3612
4004,Ad Variation 4,5001,Google Brand Campaign,2024-09-16,35962162,145,3254
4004,Ad Variation 4,5001,Google Brand Campaign,2024-09-17,66134283,34,4313
4004,Ad Variation 4,5001,Google Brand Campaign,2024-09-18,60746966,39,4754
4004,Ad Variation 4,5001,Google Brand Campaign,2024-09-19,94356696,116,2352
4004,Ad Variation 4,5001,Google Brand Campaign,2024-09-20,89636081,48,2543
4004,Ad Variation 4,5001,Google Brand Campaign,2024-09-21,121723400,65,1881
4004,Ad Variation 4,5001,Google Brand Campaign,2024-09-22,146495382,44,3406
4004,Ad Variation 4,5001,Google Brand Campaign,2024-09-23,91470064,43,3243
4004,Ad Variation 4,5001,Google Brand Campaign,2024-09-25,118292956,34,1803
4004,Ad Variation 4,5001,Google Brand Campaign,2024-09-27,54655142,118,1774
4004,Ad Variation 4,5001,Google Brand Campaign,2024-09-28,114432563,64,2276
4004,Ad Variation 4,5001,Google Brand Campaign,2024-09-30,101640102,114,3352
4004,Ad Variation 4,5001,Google Brand Campaign,2024-10-01,132901818,81,4125
4004,Ad Variation 4,5001,Google Brand Campaign,2024-10-02,132798791,46,1710
4004,Ad Variation 4,5001,Google Brand Campaign,2024-10-03,62197356,59,2934
4004,Ad Variation 4,5001,Google Brand Campaign,2024-10-05,31697884,95,3964
4004,Ad Variation 4,5001,Google Brand Campaign,2024-10-06,46392820,83,1343
4004,Ad Variation 4,5001,Google Brand Campaign,2024-10-07,106048773,111,2484
4004,Ad Variation 4,5001,Google Brand Campaign,2024-10-08,27244245,36,2313
4004,Ad Variation 4,5001,Google Brand Campaign,2024-10-09,45475774,35,4311
4004,Ad Variation 4,5001,Google Brand Campaign,2024-10-10,21377441,135,2806
4004,Ad Variation 4,5001,Google Brand Campaign,2024-10-11,110156549,45,4660
4004,Ad Variation 4,5001,Google Brand Campaign,2024-10-12,139185258,124,2476
4004,Ad Variation 4,5001,Google Brand Campaign,2024-10-13,60678597,100,2309
4004,Ad Variation 4,5001,Google Brand Campaign,2024-10-14,119512021,130,1972
4004,Ad Variation 4,5001,Google Brand Campaign,2024-10-15,60993688,103,4630
4004,Ad Variation 4,5001,Google Brand Campaign,2024-10-16,125103950,67,3447
4004,Ad Variation 4,5001,Google Brand Campaign,2024-10-17,38972893,124,4845
4004,Ad Variation 4,5001,Google Brand Campaign,2024-10-18,141445503,88,2397
4004,Ad Variation 4,5001,Google Brand Campaign,2024-10-19,75965577,98,3803
4004,Ad Variation 4,5001,Google Brand Campaign,2024-10-20,102963151,46,1093
4004,Ad Variation 4,5001,Google Brand Campaign,2024-10-21,34044750,117,3624
4004,Ad Variation 4,5001,Google Brand Campaign,2024-10-22,102659260,43,1070
4004,Ad Variation 4,5001,Google Brand Campaign,2024-10-23,121167336,53,1655
4004,Ad Variation 4,5001,Google Brand Campaign,2024-10-24,37984855,51,2656
4004,Ad Variation 4,5001,Google Brand Campaign,2024-10-25,76022914,148,4789
4004,Ad Variation 4,5001,Google Brand Campaign,2024-10-26,112209469,41,3592
4004,Ad Variation 4,5001,Google Brand Campaign,2024-10-27,67759988,122,1698
4004,Ad Variation 4,5001,Google Brand Campaign,2024-10-28,71140825,117,4910
4004,Ad Variation 4,5001,Google Brand Campaign,2024-10-29,91011665,69,3586
4004,Ad Variation 4,5001,Google Brand Campaign,2024-10-30,96898062,42,4054
4005,Ad Variation 1,5002,Google Search Prospecting,2024-09-01,74962725,146,3057
4005,Ad Variation 1,5002,Google Search Prospecting,2024-09-02,147384712,122,2140
4005,Ad Variation 1,5002,Google Search Prospecting,2024-09-03,94043097,76,2964
4005,Ad Variation 1,5002,Google Search Prospecting,2024-09-05,97112395,103,4403
4005,Ad Variation 1,5002,Google Search Prospecting,2024-09-06,64925754,57,1325
4005,Ad Variation 1,5002,Google Search Prospecting,2024-09-07,105386415,71,1332
4005,Ad Variation 1,5002,Google Search Prospecting,2024-09-09,66253163,104,3456
4005,Ad Variation 1,5002,Google Search Prospecting,2024-09-10,143985743,148,3867
4005,Ad Variation 1,5002,Google Search Prospecting,2024-09-11,56847864,137,4954
4005,Ad Variation 1,5002,Google Search Prospecting,2024-09-12,149784245,36,3890
4005,Ad Variation 1,5002,Google Search Prospecting,2024-09-13,90674136,118,3801
4005,Ad Variation 1,5002,Google Search Prospecting,2024-09-16,63383268,50,4436
4005,Ad Variation 1,5002,Google Search Prospecting,2024-09-17,35813035,146,2738
4005,Ad Variation 1,5002,Google Search Prospecting,2024-09-18,50067421,88,3511
4005,Ad Variation 1,5002,Google Search Prospecting,2024-09-19,125646849,101,1294
4005,Ad Variation 1,5002,Google Search Prospecting,2024-09-20,124508597,131,2272
4005,Ad Variation 1,5002,Google Search Prospecting,2024-09-22,79136292,129,1973
4005,Ad Variation 1,5002,Google Search Prospecting,2024-09-24,128574619,32,3317
4005,Ad Variation 1,5002,Google Search Prospecting,2024-09-26,87688256,67,1249
4005,Ad Variation 1,5002,Google Search Prospecting,2024-09-27,73150566,69,4428
4005,Ad Variation 1,5002,Google Search Prospecting,2024-09-28,121817693,103,3357
4005,Ad Variation 1,5002,Google Search Prospecting,2024-09-29,105805582,59,1706
4005,Ad Variation 1,5002,Google Search Prospecting,2024-10-01,90373780,91,4110
4005,Ad Variation 1,5002,Google Search Prospecting,2024-10-02,120006642,75,2250
4005,Ad Variation 1,5002,Google Search Prospecting,2024-10-03,100557801,62,2964
4005,Ad Variation 1,5002,Google Search Prospecting,2024-10-04,94262295,32,3325
4005,Ad Variation 1,5002,Google Search Prospecting,2024-10-05,122850002,85,2785
4005,Ad Variation 1,5002,Google Search Prospecting,2024-10-06,26618907,41,4295
4005,Ad Variation 1,5002,Google Search Prospecting,2024-10-07,87934407,28,2124
4005,Ad Variation 1,5002,Google Search Prospecting,2024-10-08,47377903,70,4727
4005,Ad Variation 1,5002,Google Search Prospecting,2024-10-09,20672170,38,4434
4005,Ad Variation 1,5002,Google Search Prospecting,2024-10-12,52482142,115,4254
4005,Ad Variation 1,5002,Google Search Prospecting,2024-10-14,120243304,144,1427
4005,Ad Variation 1,5002,Google Search Prospecting,2024-10-16,56583139,126,4607
4005,Ad Variation 1,5002,Google Search Prospecting,2024-10-17,52889839,59,4655
4005,Ad Variation 1,5002,Google Search Prospecting,2024-10-18,102551184,131,2984
4005,Ad Variation 1,5002,Google Search Prospecting,2024-10-21,74076401,55,3030
4005,Ad Variation 1,5002,Google Search Prospecting,2024-10-22,104439916,105,4069
4005,Ad Variation 1,5002,Google Search Prospecting,2024-10-23,144175398,96,3556
4005,Ad Variation 1,5002,Google Search Prospecting,2024-10-24,34372776,59,3910
4005,Ad Variation 1,5002,Google Search Prospecting,2024-10-25,66845230,124,2820
4005,Ad Variation 1,5002,Google Search Prospecting,2024-10-26,144216729,59,4289
4005,Ad Variation 1,5002,Google Search Prospecting,2024-10-27,119034297,30,1699
4006,Ad Variation 2,5002,Google Search Prospecting,2024-09-02,134057083,75,3281
4006,Ad Variation 2,5002,Google Search Prospecting,2024-09-03,22632034,147,2859
4006,Ad Variation 2,5002,Google Search Prospecting,2024-09-04,62953108,55,1365
4006,Ad Variation 2,5002,Google Search Prospecting,2024-09-06,75939934,86,1891
4006,Ad Variation 2,5002,Google Search Prospecting,2024-09-08,84114803,88,2181
4006,Ad Variation 2,5002,Google Search Prospecting,2024-09-09,20339260,134,3298
4006,Ad Variation 2,5002,Google Search Prospecting,2024-09-10,131695393,25,4404
4006,Ad Variation 2,5002,Google Search Prospecting,2024-09-11,66089546,41,3729
4006,Ad Variation 2,5002,Google Search Prospecting,2024-09-12,95507745,45,3486
4006,Ad Variation 2,5002,Google Search Prospecting,2024-09-13,81214669,143,2534
4006,Ad Variation 2,5002,Google Search Prospecting,2024-09-14,40559033,90,2224
4006,Ad Variation 2,5002,Google Search Prospecting,2024-09-15,61180542,62,2388
4006,Ad Variation 2,5002,Google Search Prospecting,2024-09-16,33463414,129,4758
4006,Ad Variation 2,5002,Google Search Prospecting,2024-09-17,92678586,65,3129
4006,Ad Variation 2,5002,Google Search Prospecting,2024-09-18,121999293,82,3119
4006,Ad Variation 2,5002,Google Search Prospecting,2024-09-19,65143341,141,2114
4006,Ad Variation 2,5002,Google Search Prospecting,2024-09-20,78300566,109,2553
4006,Ad Variation 2,5002,Google Search Prospecting,2024-09-21,98161548,29,2971
4006,Ad Variation 2,5002,Google Search Prospecting,2024-09-22,63774258,97,3970
4006,Ad Variation 2,5002,Google Search Prospecting,2024-09-23,107059278,73,3615
4006,Ad Variation 2,5002,Google Search Prospecting,2024-09-24,49884262,130,3199
4006,Ad Variation 2,5002,Google Search Prospecting,2024-09-25,86119571,46,2377
4006,Ad Variation 2,5002,Google Search Prospecting,2024-09-27,43450700,56,3973
4006,Ad Variation 2,5002,Google Search Prospecting,2024-09-28,98149963,88,4144
4006,Ad Variation 2,5002,Google Search Prospecting,2024-09-29,140473136,33,2994
4006,Ad Variation 2,5002,Google Search Prospecting,2024-09-30,147434574,81,2222
4006,Ad Variation 2,5002,Google Search Prospecting,2024-10-02,68310598,138,2911
4006,Ad Variation 2,5002,Google Search Prospecting,2024-10-03,26838823,32,1449
4006,Ad Variation 2,5002,Google Search Prospecting,2024-10-04,64697978,84,2893
4006,Ad Variation 2,5002,Google Search Prospecting,2024-10-05,50697766,93,3517
4006,Ad Variation 2,5002,Google Search Prospecting,2024-10-07,29631001,87,3843
4006,Ad Variation 2,5002,Google Search Prospecting,2024-10-08,37916976,64,2443
4006,Ad Variation 2,5002,Google Search Prospecting,2024-10-10,87173492,106,2643
4006,Ad Variation 2,5002,Google Search Prospecting,2024-10-11,49964212,107,2107
4006,Ad Variation 2,5002,Google Search Prospecting,2024-10-12,118143875,144,2265
4006,Ad Variation 2,5002,Google Search Prospecting,2024-10-13,91667869,104,4586
4006,Ad Variation 2,5002,Google Search Prospecting,2024-10-14,82759270,74,3537
4006,Ad Variation 2,5002,Google Search Prospecting,2024-10-15,40353937,80,4525
4006,Ad Variation 2,5002,Google Search Prospecting,2024-10-16,69220130,115,2431
4006,Ad Variation 2,5002,Google Search Prospecting,2024-10-17,131936222,108,2990
4006,Ad Variation 2,5002,Google Search Prospecting,2024-10-18,60454816,144,2483
4006,Ad Variation 2,5002,Google Search Prospecting,2024-10-20,74866081,123,1181
4006,Ad Variation 2,5002,Google Search Prospecting,2024-10-21,140517618,87,3572
4006,Ad Variation 2,5002,Google Search Prospecting,2024-10-22,124246191,69,2681
4006,Ad Variation 2,5002,Google Search Prospecting,2024-10-23,48642727,97,2818
4006,Ad Variation 2,5002,Google Search Prospecting,2024-10-24,22448519,139,1416
4006,Ad Variation 2,5002,Google Search Prospecting,2024-10-25,128295422,133,3595
4006,Ad Variation 2,5002,Google Search Prospecting,2024-10-26,54156455,146,3742
4006,Ad Variation 2,5002,Google Search Prospecting,2024-10-27,116685654,82,4990
4006,Ad Variation 2,5002,Google Search Prospecting,2024-10-28,94621165,109,3923
4006,Ad Variation 2,5002,Google Search Prospecting,2024-10-29,65640153,30,3122
4006,Ad Variation 2,5002,Google Search Prospecting,2024-10-30,87016752,92,2527
4007,Ad Variation 3,5002,Google Search Prospecting,2024-09-01,74012161,29,1502
4007,Ad Variation 3,5002,Google Search Prospecting,2024-09-02,45630687,119,1412
4007,Ad Variation 3,5002,Google Search Prospecting,2024-09-03,81755903,109,3522
4007,Ad Variation 3,5002,Google Search Prospecting,2024-09-04,108456661,30,4104
4007,Ad Variation 3,5002,Google Search Prospecting,2024-09-05,120623657,29,4850
4007,Ad Variation 3,5002,Google Search Prospecting,2024-09-06,96877042,89,3353
4007,Ad Variation 3,5002,Google Search Prospecting,2024-09-07,92879693,130,3870
4007,Ad Variation 3,5002,Google Search Prospecting,2024-09-08,146722908,100,2285
4007,Ad Variation 3,5002,Google Search Prospecting,2024-09-09,73401001,59,1449
4007,Ad Variation 3,5002,Google Search Prospecting,2024-09-10,69011649,80,3722
4007,Ad Variation 3,5002,Google Search Prospecting,2024-09-11,126228117,128,2823
4007,Ad Variation 3,5002,Google Search Prospecting,2024-09-12,53552643,110,1810
4007,Ad Variation 3,5002,Google Search Prospecting,2024-09-13,85338134,81,2507
4007,Ad Variation 3,5002,Google Search Prospecting,2024-09-15,114386062,124,1186
4007,Ad Variation 3,5002,Google Search Prospecting,2024-09-16,80995860,52,1544
4007,Ad Variation 3,5002,Google Search Prospecting,2024-09-17,48776112,89,4191
4007,Ad Variation 3,5002,Google Search Prospecting,2024-09-18,48673093,79,4280
4007,Ad Variation 3,5002,Google Search Prospecting,2024-09-19,34290225,69,3507
4007,Ad Variation 3,5002,Google Search Prospecting,2024-09-20,56521309,68,1193
4007,Ad Variation 3,5002,Google Search Prospecting,2024-09-21,142242227,99,1675
4007,Ad Variation 3,5002,Google Search Prospecting,2024-09-22,61574746,78,2770
4007,Ad Variation 3,5002,Google Search Prospecting,2024-09-23,110244254,77,2284
4007,Ad Variation 3,5002,Google Search Prospecting,2024-09-24,123601444,125,2808
4007,Ad Variation 3,5002,Google Search Prospecting,2024-09-25,138707384,36,4894
4007,Ad Variation 3,5002,Google Search Prospecting,2024-09-26,89814700,25,1802
4007,Ad Variation 3,5002,Google Search Prospecting,2024-09-27,134642632,22,3720
4007,Ad Variation 3,5002,Google Search Prospecting,2024-09-28,81240454,78,4295
4007,Ad Variation 3,5002,Google Search Prospecting,2024-09-29,104408230,131,4454
4007,Ad Variation 3,5002,Google Search Prospecting,2024-09-30,129220907,59,2596
4007,Ad Variation 3,5002,Google Search Prospecting,2024-10-01,88943105,64,4990
4007,Ad Variation 3,5002,Google Search Prospecting,2024-10-02,44357127,126,1971
4007,Ad Variation 3,5002,Google Search Prospecting,2024-10-04,99362602,87,3898
4007,Ad Variation 3,5002,Google Search Prospecting,2024-10-05,29168351,56,4630
4007,Ad Variation 3,5002,Google Search Prospecting,2024-10-06,122486955,119,2757
4007,Ad Variation 3,5002,Google Search Prospecting,2024-10-08,128749628,52,3753
4007,Ad Variation 3,5002,Google Search Prospecting,2024-10-09,46323326,62,1309
4007,Ad Variation 3,5002,Google Search Prospecting,2024-10-10,108271620,62,2320
4007,Ad Variation 3,5002,Google Search Prospecting,2024-10-12,31087507,47,3398
4007,Ad Variation 3,5002,Google Search Prospecting,2024-10-13,106155859,57,4452
4007,Ad Variation 3,5002,Google Search Prospecting,2024-10-14,103040008,98,2615
4007,Ad Variation 3,5002,Google Search Prospecting,2024-10-16,80599967,87,3577
4007,Ad Variation 3,5002,Google Search Prospecting,2024-10-17,70672881,115,3867
4007,Ad Variation 3,5002,Google Search Prospecting,2024-10-18,70302748,101,2147
4007,Ad Variation 3,5002,Google Search Prospecting,2024-10-19,30255700,48,3133
