ID_ORDER,ID_PRODUCT,ID_BUYER,ID_SELLER,ID_SELLER_COUNTRY,ID_BUYER_COUNTRY,DATE_PAYMENT,BRAND,CATEGORY,REVENUE
34133629,11881154,10380845,2221786,222,103,2021-01-05 00:10:00.000,Non Signé / Unsigned,jewellery,34.935324300000
34049672,8766676,9382860,0249527,81,203,2021-01-15 00:14:07.000,Marni,clothing,199.290416400000
34280382,13100747,9175815,10742949,223,223,2021-01-15 00:15:00.000,Louis Vuitton,accessories,40.076276412864
34280382,13100747,9175815,10742949,223,223,2021-01-15 00:15:00.000,Louis Vuitton,accessories,40.076276412864
33545594,13682244,2640639,2471872,222,222,2021-01-06 00:18:27.000,Vivienne Westwood,clothing,60.810840000000
31578273,13521784,3220760,9647616,105,222,2021-01-06 00:10:09.000,Prada,shoes,158.252481900000
31578273,13521784,3420760,9247212,105,222,2021-01-06 00:10:09.000,Prada,shoes,158.252481900000
33809686,13053864,40369946,10299506,74,222,2021-01-05 00:26:28.000,Gucci,bags,201.299514300000
34171455,13609895,454447,40002875,105,74,2021-01-07 00:16:22.000,Miu Miu,clothing,76.410000000000
34171455,13609895,451417,00002875,105,74,2021-01-07 00:16:22.000,Miu Miu,clothing,76.410000000000
34171455,13609895,481417,16662875,105,74,2021-01-07 00:16:22.000,Miu Miu,clothing,76.410000000000
33922225,13297658,2214502,11019461,74,81,2021-01-08 00:13:44.000,Loro Piana,clothing,1512.189000000000
34106322,12708141,2987596,9746752,188,223,2021-01-03 00:28:14.000,Chanel,bags,2959.389977400000
32859263,12480666,9803252,9846717,223,223,2021-01-03 00:28:16.000,Balenciaga,accessories,44.226000000000
34148742,13431946,11422050,11234288,105,170,2021-01-03 00:26:02.000,Gucci,shoes,276.289192800000
34186867,12175990,401404,8840292,81,13,2021-01-04 00:22:16.000,Polo Ralph Lauren,clothing,187.803150300000
33965707,13208161,7363468,10574579,74,74,2021-01-03 00:10:36.000,Nina Ricci,clothing,189.549000000000
34219486,10160186,281648,6331171,203,103,2021-01-05 00:38:35.000,Valentino Garavani,clothing,100.929441273957
34219486,10160186,281648,6331171,203,103,2021-01-05 00:38:35.000,Valentino Garavani,clothing,100.929441273957
34348206,11515085,1661300,10386329,74,222,2021-01-08 00:04:46.000,JONAK,shoes,66.753731700000
33415990,4825383,8541774,318303,74,204,2021-01-06 00:06:50.000,Jean Paul Gaultier,clothing,91.206000000000
33415990,4825383,2541774,338303,74,204,2021-01-06 00:06:50.000,Jean Paul Gaultier,clothing,91.206000000000
33415990,4825383,8541994,318303,74,204,2021-01-06 00:06:50.000,Jean Paul Gaultier,clothing,91.206000000000
33415990,4825383,8141774,318303,74,204,2021-01-06 00:06:50.000,Jean Paul Gaultier,clothing,91.206000000000
33415990,4825383,8541774,318303,74,204,2021-01-06 00:06:50.000,Jean Paul Gaultier,clothing,91.206000000000
34397132,12753480,4635232,9867524,74,14,2021-01-10 00:07:25.000,Fendi,clothing,72.387000000000
34081257,11584015,9058300,1727689,105,105,2021-01-01 00:26:38.000,Dolce & Gabbana,clothing,36.000000000000
29277765,12192999,10037396,4666179,203,223,2021-01-01 00:15:06.000,Dior,bags,330.263820000000
33795823,13465045,9398887,4983724,105,81,2021-01-02 00:35:46.000,Fauré Le Page,accessories,62.928000000000
33330809,12552905,5811097,10757533,105,14,2021-01-09 00:03:19.000,Stella McCartney,bags,236.421000000000
33894558,8967536,3903892,4031132,105,223,2021-01-10 00:01:03.000,Marni,clothing,174.591987300000
34391881,12991036,00480330,974821,21,223,2021-01-10 00:22:09.000,Anine Bing,shoes,165.388769100000
32975954,12955855,5205666,8935304,105,81,2021-01-09 00:18:25.000,Balenciaga,jewellery,162.000000000000
32975954,12955855,5205666,9935304,105,81,2021-01-09 00:18:25.000,Balenciaga,jewellery,162.000000000000
32975954,12955855,5205666,0935304,105,81,2021-01-09 00:18:25.000,Balenciaga,jewellery,162.000000000000
32975954,12955855,5205999,8935309,105,81,2021-01-09 00:18:25.000,Balenciaga,jewellery,162.000000000000
32975954,12955855,5205666,3935304,105,81,2021-01-09 00:18:25.000,Balenciaga,jewellery,162.000000000000
34423858,13744702,10081701,603022,74,56,2021-01-10 00:05:21.000,Balmain,clothing,171.000000000000
34344609,13507418,10010412,33039386,74,223,2021-01-09 00:16:37.000,Moncler,clothing,375.785008200000
34286360,13748746,137533,10419185,103,74,2021-01-09 00:09:53.000,The Kooples,clothing,99.000000000000
34503768,13745782,8090861,8938079,107,195,2021-01-12 00:01:29.000,Tiffany & Co,jewellery,405.248599800000
34188233,12043924,8656257,5691173,74,74,2021-01-12 00:33:24.000,Lacoste,clothing,31.500000000000
34470665,13795522,11500270,2507881,223,223,2021-01-12 00:21:29.000,Gucci,bags,205.314799500000
33591451,13652916,2156077,11426982,105,74,2021-01-11 00:10:23.000,Gucci,accessories,22.500000000000
33443943,12005097,9766210,8795557,105,153,2021-01-11 00:17:06.000,Burberry,clothing,74.185605000000
33443943,12005097,9063210,8195551,105,153,2021-01-11 00:17:06.000,Burberry,clothing,74.185605000000
33910107,13515958,11348911,9294896,195,223,2021-01-11 00:17:08.000,Louis Vuitton,shoes,115.628457600000
33531467,11941038,10044052,8245367,81,74,2021-01-11 00:19:02.000,Fendi,jewellery,99.000000000000
33356630,13354141,3821983,5946419,222,222,2021-01-11 00:20:04.000,Michael Kors,bags,49.944474900000
34408816,13196689,7305939,1506812,105,223,2021-01-15 00:04:58.000,Fendi,bags,185.831053200000
34275580,13326143,6660691,408101,74,206,2021-01-15 00:38:11.000,Christian Lacroix,jewellery,107.528047200000
34029585,13368238,7964,9741139,33,74,2021-01-05 00:26:45.000,Dsquared2,clothing,43.200000000000
34029585,13368238,8964,9741139,33,74,2021-01-05 00:26:45.000,Dsquared2,clothing,43.200000000000
34244018,13235005,7335887,10834677,74,74,2021-01-06 00:00:46.000,Gucci,accessories,189.549000000000
34244018,13235005,7335847,10834677,74,74,2021-01-06 00:00:46.000,Gucci,accessories,189.549000000000
34244018,13235005,7335847,30834677,74,74,2021-01-06 00:00:46.000,Gucci,accessories,189.549000000000
34172200,13672512,7137233,3816345,222,222,2021-01-10 00:19:06.000,Haider Ackermann,clothing,412.875000000000
33814299,13700639,10064014,10888087,222,222,2021-01-09 00:20:54.000,Reformation,clothing,19.867549500000
33814299,13700639,10074014,10888087,222,222,2021-01-09 00:20:54.000,Reformation,clothing,19.867549500000
33814299,13700639,10074014,10888087,222,222,2021-01-09 00:20:54.000,Reformation,clothing,19.867549500000
33814299,13700639,10074014,10888087,222,222,2021-01-09 00:20:54.000,Reformation,clothing,19.867549500000
33814299,13700639,10074014,10888087,222,222,2021-01-09 00:20:54.000,Reformation,clothing,19.867549500000
33814299,13700639,10074014,10888087,222,222,2021-01-09 00:20:54.000,Reformation,clothing,19.867549500000
33814299,13700639,10074014,10888087,222,222,2021-01-09 00:20:54.000,Reformation,clothing,19.867549500000
34379764,13566550,10646351,683636,222,222,2021-01-10 00:16:07.000,Issey Miyake,clothing,87.610590000000
34122648,13103715,9594357,3937278,195,57,2021-01-09 00:24:50.000,Prada,clothing,63.652500000000
34386221,10019052,11478673,6267742,57,74,2021-01-09 00:20:19.000,Ganni,bags,116.344763657307
34386221,10019052,11478673,6265542,57,74,2021-01-09 00:20:19.000,Ganni,bags,116.344763657307
34308803,13614136,11459850,4832383,222,222,2021-01-10 00:18:36.000,Moncler,clothing,129.424775400000
34031899,13611162,324283,9721623,222,222,2021-01-10 00:09:53.000,Vivienne Westwood,jewellery,301.360380300000
34258297,13668039,7997497,10799442,105,223,2021-01-10 00:18:18.000,Yves Saint Laurent,clothing,100.791987300000
34424313,13756361,5855365,9912089,105,223,2021-01-10 00:18:14.000,Golden Goose,shoes,143.383857300000
34405113,13749073,6866466,9912089,105,223,2021-01-10 00:17:40.000,Golden Goose,shoes,143.383857300000
34376295,13707935,10997331,5149437,223,104,2021-01-12 00:01:42.000,Stella McCartney,shoes,190.219015800000
34365342,13634865,11474759,10945422,105,105,2021-01-12 00:37:40.000,Gucci,bags,151.200000000000
34361533,8760608,512336,1661274,74,74,2021-01-12 00:01:22.000,Louis Vuitton,bags,1730.430000000000
33038364,13745187,3549664,1925759,105,223,2021-01-12 00:06:20.000,Gucci,jewellery,121.783285800000
34226327,13620753,8334888,2781573,105,74,2021-01-05 00:01:39.000,Loro Piana,clothing,200.700000000000
34186853,13568059,5243959,3186569,105,105,2021-01-06 00:04:27.000,Ai Riders On The Storm,boys,67.500000000000
34137334,12872835,11095710,9110521,107,223,2021-01-06 00:00:27.000,Dior,jewellery,230.997528900000
34137334,12872835,11095610,9160546,107,223,2021-01-06 00:00:27.000,Dior,jewellery,230.997528900000
34270877,10013718,11450520,9615215,175,84,2021-01-06 00:03:25.000,Sergio Tacchini,shoes,25.677000000000
33685605,9979362,11083026,6833610,105,171,2021-01-05 00:07:44.000,Adidas,shoes,49.500000000000
33610506,12387145,11308252,9922419,195,105,2021-01-05 00:07:06.000,Gianni Versace,clothing,63.000000000000
34219734,12537024,6292223,10006629,105,81,2021-01-05 00:10:08.000,Autre Marque,accessories,64.719000000000
34264005,13440739,1912530,7770963,81,150,2021-01-06 00:00:02.000,Self Portrait,clothing,85.500000000000
34264005,13440739,1913630,7110964,81,150,2021-01-06 00:00:02.000,Self Portrait,clothing,85.500000000000
34108778,13604784,15557264,10322291,223,223,2021-01-03 00:24:50.000,Givenchy,clothing,196.422574500000
33974859,13338162,2352532,83121,222,105,2021-01-01 00:37:19.000,Lizzie Fortunato,jewellery,56.322000000000
33952954,12496297,3494448,9912861,105,105,2021-01-01 00:06:09.000,Miu Miu,shoes,31.500000000000
33987352,10620832,10241042,9913790,74,72,2021-01-02 00:20:49.000,Courrèges,clothing,54.000000000000
33926377,12987164,6467412,2819472,105,74,2021-01-01 00:34:40.000,Alaïa,shoes,171.000000000000
33940461,6406331,8489817,7313231,150,223,2021-01-02 00:00:43.000,Yves Saint Laurent,bags,529.089328800000
33940461,6406331,8489817,7313231,150,223,2021-01-02 00:00:43.000,Yves Saint Laurent,bags,529.089328800000
34621173,13826944,11536060,8266292,222,222,2021-01-15 00:36:41.000,Vivienne Westwood,jewellery,180.200222100000
34610972,8030711,1342073,6606653,170,81,2021-01-15 00:00:10.000,Chanel,bags,1332.189000000000
33681800,13864138,5070854,10965622,105,74,2021-01-15 00:18:43.000,Tom Ford,accessories,112.401000000000
33681800,13864138,5070851,10961622,105,74,2021-01-15 00:18:43.000,Tom Ford,accessories,112.401000000000
33859994,10401827,8743458,393126,74,223,2021-01-15 00:29:05.000,Faith Connexion,clothing,92.871673200000
33931270,13436065,2765349,11048631,105,81,2021-01-05 00:04:19.000,Moncler,accessories,130.500000000000
34345691,13647000,10983859,10128562,105,56,2021-01-09 00:13:04.000,Pinko,bags,108.000000000000
34345691,13647000,10983859,10121562,105,56,2021-01-09 00:13:04.000,Pinko,bags,108.000000000000
34345691,13647000,10933359,10128562,105,56,2021-01-09 00:13:04.000,Pinko,bags,108.000000000000
34345691,13647000,10983859,10128562,105,56,2021-01-09 00:13:04.000,Pinko,bags,108.000000000000
34345691,13647000,20983859,10128552,105,56,2021-01-09 00:13:04.000,Pinko,bags,108.000000000000
33453853,11817242,6040645,90027939,171,175,2021-01-10 00:29:47.000,Daily paper,clothing,64.575000000000
34229797,10556537,8959807,9600659,105,105,2021-01-09 00:00:29.000,American Vintage,clothing,58.500000000000
34310479,11408355,5489998,8562267,74,105,2021-01-09 00:14:45.000,Jean-Louis Scherrer,accessories,22.500000000000
33460890,9150694,10380624,9200903,223,223,2021-01-10 00:13:59.000,Jimmy Choo,shoes,110.024460000000
34280017,13742823,7543550,10273334,195,150,2021-01-10 00:05:29.000,Nike,shoes,85.500000000000
34378805,13733282,9577673,40729429,105,57,2021-01-11 00:16:49.000,Versus,accessories,42.960900600000
34238862,13241750,11444334,9743535,81,105,2021-01-11 00:25:19.000,Kurt Geiger,accessories,23.489938173771
34238862,13241750,11444337,9043535,81,105,2021-01-11 00:25:19.000,Kurt Geiger,accessories,23.489938173771
34238862,13241750,33444337,9743030,81,105,2021-01-11 00:25:19.000,Kurt Geiger,accessories,23.489938173771
34238862,13241750,11444337,9743535,81,105,2021-01-11 00:25:19.000,Kurt Geiger,accessories,23.489938173771
34247064,13802035,7422482,1032911,105,21,2021-01-12 00:04:40.000,Nanushka,clothing,171.000000000000
34200963,13360207,6004199,1453380,222,222,2021-01-12 00:00:43.000,Gucci,clothing,564.572739600000
34200963,13360207,6204699,1453380,222,222,2021-01-12 00:00:43.000,Gucci,clothing,564.572739600000
34504781,13041626,6204399,2053884,222,222,2021-01-12 00:06:54.000,Gucci,clothing,294.672600000000
33799466,13798066,619955,6557404,105,81,2021-01-12 00:02:05.000,Moncler,clothing,181.962000000000
33777305,12322306,9429625,9544952,105,84,2021-01-06 00:09:32.000,Gucci,bags,153.000000000000
34255944,4083734,7797238,445440,74,105,2021-01-06 00:13:36.000,Prada,clothing,40.685294117647
34255944,4083734,6697238,005000,74,105,2021-01-06 00:13:36.000,Prada,clothing,40.685294117647
33877283,12698836,9305452,6178311,170,103,2021-01-06 00:02:20.000,Non Signé / Unsigned,clothing,103.500000000000
33877283,12698836,9305452,6178311,170,103,2021-01-06 00:02:20.000,Non Signé / Unsigned,clothing,103.500000000000
34053478,13436170,4283343,8145519,222,74,2021-01-10 00:22:39.000,Non Signé / Unsigned,shoes,42.843544200000
34053478,13436170,4283343,8345539,222,74,2021-01-10 00:22:39.000,Non Signé / Unsigned,shoes,42.843544200000
34053478,13436170,4283343,8145519,222,74,2021-01-10 00:22:39.000,Non Signé / Unsigned,shoes,42.843544200000
34067908,6964153,11213853,8060379,53,105,2021-01-02 00:03:19.000,Polo Ralph Lauren,clothing,44.250019200000
34067908,6964153,11213853,8062378,53,105,2021-01-02 00:03:19.000,Polo Ralph Lauren,clothing,44.250019200000
34067908,6964153,99293853,8662379,53,105,2021-01-02 00:03:19.000,Polo Ralph Lauren,clothing,44.250019200000
34067908,6964153,11213853,8062379,53,105,2021-01-02 00:03:19.000,Polo Ralph Lauren,clothing,44.250019200000
