campaign_id,campaign_name,account_id,date,spend,impressions,inline_link_clicks
1004,Product Launch 2024,101,2024-09-03,484.12,2771,346
1004,Product Launch 2024,101,2024-09-04,190.38,7149,253
1004,Product Launch 2024,101,2024-09-06,316.44,4978,102
1004,Product Launch 2024,101,2024-09-07,185.71,2983,457
1004,Product Launch 2024,101,2024-09-09,206.24,8018,388
1004,Product Launch 2024,101,2024-09-10,277.68,6590,56
1004,Product Launch 2024,101,2024-09-11,420.05,2729,271
1004,Product Launch 2024,101,2024-09-13,422.92,3506,272
1004,Product Launch 2024,101,2024-09-14,284.79,5425,365
1004,Product Launch 2024,101,2024-09-15,292.18,8921,288
1004,Product Launch 2024,101,2024-09-16,378.96,5397,215
1004,Product Launch 2024,101,2024-09-18,89.0,8385,174
1004,Product Launch 2024,101,2024-09-19,306.43,7209,222
1004,Product Launch 2024,101,2024-09-20,432.93,3979,299
1004,Product Launch 2024,101,2024-09-21,409.02,6576,193
1004,Product Launch 2024,101,2024-09-23,174.32,1166,314
1004,Product Launch 2024,101,2024-09-25,374.03,9004,334
1004,Product Launch 2024,101,2024-09-26,360.77,9041,279
1004,Product Launch 2024,101,2024-09-27,91.87,4630,257
1004,Product Launch 2024,101,2024-09-28,187.79,7046,292
1004,Product Launch 2024,101,2024-09-29,204.69,6419,230
1004,Product Launch 2024,101,2024-09-30,171.91,5118,168
1004,Product Launch 2024,101,2024-10-01,136.66,2958,430
1004,Product Launch 2024,101,2024-10-02,392.99,4033,148
1004,Product Launch 2024,101,2024-10-03,267.89,9595,355
1004,Product Launch 2024,101,2024-10-04,95.24,4180,201
1004,Product Launch 2024,101,2024-10-05,130.75,1231,412
1004,Product Launch 2024,101,2024-10-06,173.44,1893,333
1004,Product Launch 2024,101,2024-10-07,474.84,9042,102
1004,Product Launch 2024,101,2024-10-09,261.23,8216,224
1004,Product Launch 2024,101,2024-10-10,73.12,8827,108
1004,Product Launch 2024,101,2024-10-11,230.32,2213,345
1004,Product Launch 2024,101,2024-10-12,74.12,3444,465
1004,Product Launch 2024,101,2024-10-13,186.73,5066,110
1004,Product Launch 2024,101,2024-10-14,237.28,4697,447
1004,Product Launch 2024,101,2024-10-15,252.73,8253,202
1004,Product Launch 2024,101,2024-10-18,329.46,2625,440
1004,Product Launch 2024,101,2024-10-19,144.96,2330,130
1004,Product Launch 2024,101,2024-10-20,298.4,3564,51
1004,Product Launch 2024,101,2024-10-21,360.22,8699,199
1004,Product Launch 2024,101,2024-10-22,179.65,5632,409
1004,Product Launch 2024,101,2024-10-24,155.04,5334,453
1004,Product Launch 2024,101,2024-10-25,315.41,4241,267
1004,Product Launch 2024,101,2024-10-26,151.16,3441,186
1004,Product Launch 2024,101,2024-10-27,82.13,3718,455
1004,Product Launch 2024,101,2024-10-28,387.03,5728,274
1004,Product Launch 2024,101,2024-10-29,359.91,7594,189
1004,Product Launch 2024,101,2024-10-30,272.21,2317,356
1005,Brand Awareness Q4,102,2024-09-01,244.41,6280,359
1005,Brand Awareness Q4,102,2024-09-02,91.1,1339,441
1005,Brand Awareness Q4,102,2024-09-03,171.28,1659,440
1005,Brand Awareness Q4,102,2024-09-04,261.73,8245,192
1005,Brand Awareness Q4,102,2024-09-05,313.4,9056,96
1005,Brand Awareness Q4,102,2024-09-06,233.76,6260,393
1005,Brand Awareness Q4,102,2024-09-07,122.37,7744,405
1005,Brand Awareness Q4,102,2024-09-08,348.16,7561,466
1005,Brand Awareness Q4,102,2024-09-09,66.51,2442,211
1005,Brand Awareness Q4,102,2024-09-10,102.16,7622,492
1005,Brand Awareness Q4,102,2024-09-11,494.65,9889,286
1005,Brand Awareness Q4,102,2024-09-12,134.41,6927,368
1005,Brand Awareness Q4,102,2024-09-13,331.43,1845,154
1005,Brand Awareness Q4,102,2024-09-14,108.96,5719,274
1005,Brand Awareness Q4,102,2024-09-16,62.99,4920,413
1005,Brand Awareness Q4,102,2024-09-17,297.88,7684,97
1005,Brand Awareness Q4,102,2024-09-18,428.63,2858,286
1005,Brand Awareness Q4,102,2024-09-20,119.29,5781,310
1005,Brand Awareness Q4,102,2024-09-21,236.97,8905,291
1005,Brand Awareness Q4,102,2024-09-22,298.07,7284,147
1005,Brand Awareness Q4,102,2024-09-24,445.7,2143,191
1005,Brand Awareness Q4,102,2024-09-25,434.49,6568,453
1005,Brand Awareness Q4,102,2024-09-26,419.25,5634,421
1005,Brand Awareness Q4,102,2024-09-27,314.12,9022,493
1005,Brand Awareness Q4,102,2024-09-28,292.36,6654,220
1005,Brand Awareness Q4,102,2024-09-29,294.54,8460,214
1005,Brand Awareness Q4,102,2024-10-02,222.34,7730,72
1005,Brand Awareness Q4,102,2024-10-03,262.84,7246,247
1005,Brand Awareness Q4,102,2024-10-05,343.41,3492,303
1005,Brand Awareness Q4,102,2024-10-07,484.41,6439,495
1005,Brand Awareness Q4,102,2024-10-08,430.27,2633,319
1005,Brand Awareness Q4,102,2024-10-10,114.87,3529,88
1005,Brand Awareness Q4,102,2024-10-11,486.14,6546,369
1005,Brand Awareness Q4,102,2024-10-12,342.43,6383,486
1005,Brand Awareness Q4,102,2024-10-13,290.13,6188,370
1005,Brand Awareness Q4,102,2024-10-14,391.73,9864,68
1005,Brand Awareness Q4,102,2024-10-15,155.65,5708,166
1005,Brand Awareness Q4,102,2024-10-16,245.29,2612,439
1005,Brand Awareness Q4,102,2024-10-17,442.66,8269,135
1005,Brand Awareness Q4,102,2024-10-18,456.54,1753,216
1005,Brand Awareness Q4,102,2024-10-19,182.02,7141,270
1005,Brand Awareness Q4,102,2024-10-20,289.02,3950,137
1005,Brand Awareness Q4,102,2024-10-21,324.27,7267,367
1005,Brand Awareness Q4,102,2024-10-22,273.95,3344,168
1005,Brand Awareness Q4,102,2024-10-23,164.29,5183,391
1005,Brand Awareness Q4,102,2024-10-24,412.08,5712,396
1005,Brand Awareness Q4,102,2024-10-25,83.24,6661,350
1005,Brand Awareness Q4,102,2024-10-26,482.91,5097,283
1005,Brand Awareness Q4,102,2024-10-27,139.65,7302,486
1005,Brand Awareness Q4,102,2024-10-28,156.74,6881,344
1005,Brand Awareness Q4,102,2024-10-29,364.68,1359,474
1005,Brand Awareness Q4,102,2024-10-30,173.52,1803,360
1006,Lead Generation | DE | Form,102,2024-09-01,424.78,5689,447
1006,Lead Generation | DE | Form,102,2024-09-02,323.18,6772,162
1006,Lead Generation | DE | Form,102,2024-09-03,329.4,3240,371
1006,Lead Generation | DE | Form,102,2024-09-04,332.36,1645,208
1006,Lead Generation | DE | Form,102,2024-09-05,65.01,6977,424
1006,Lead Generation | DE | Form,102,2024-09-06,459.33,6352,432
1006,Lead Generation | DE | Form,102,2024-09-07,140.36,9837,498
1006,Lead Generation | DE | Form,102,2024-09-09,461.07,3695,181
1006,Lead Generation | DE | Form,102,2024-09-13,441.68,2886,289
1006,Lead Generation | DE | Form,102,2024-09-15,484.93,7511,483
1006,Lead Generation | DE | Form,102,2024-09-16,214.6,7464,57
1006,Lead Generation | DE | Form,102,2024-09-17,105.61,7038,394
1006,Lead Generation | DE | Form,102,2024-09-18,167.97,7242,471
1006,Lead Generation | DE | Form,102,2024-09-19,217.16,4830,291
1006,Lead Generation | DE | Form,102,2024-09-20,447.91,6374,362
1006,Lead Generation | DE | Form,102,2024-09-21,78.45,8606,408
1006,Lead Generation | DE | Form,102,2024-09-22,233.73,3290,73
1006,Lead Generation | DE | Form,102,2024-09-24,271.68,2592,170
1006,Lead Generation | DE | Form,102,2024-09-26,254.14,9850,264
1006,Lead Generation | DE | Form,102,2024-09-27,376.97,7797,385
1006,Lead Generation | DE | Form,102,2024-09-28,270.21,7686,193
1006,Lead Generation | DE | Form,102,2024-09-29,216.74,8264,277
1006,Lead Generation | DE | Form,102,2024-10-02,358.56,9920,380
1006,Lead Generation | DE | Form,102,2024-10-03,229.16,4109,112
1006,Lead Generation | DE | Form,102,2024-10-05,91.25,4475,378
1006,Lead Generation | DE | Form,102,2024-10-06,486.99,1828,452
1006,Lead Generation | DE | Form,102,2024-10-07,494.97,4362,85
1006,Lead Generation | DE | Form,102,2024-10-08,299.39,4538,466
1006,Lead Generation | DE | Form,102,2024-10-10,116.4,1046,191
1006,Lead Generation | DE | Form,102,2024-10-12,108.5,5106,458
1006,Lead Generation | DE | Form,102,2024-10-13,347.48,1422,117
1006,Lead Generation | DE | Form,102,2024-10-14,405.49,4898,351
1006,Lead Generation | DE | Form,102,2024-10-15,128.41,1858,114
1006,Lead Generation | DE | Form,102,2024-10-16,286.74,2041,293
1006,Lead Generation | DE | Form,102,2024-10-17,212.92,2786,281
1006,Lead Generation | DE | Form,102,2024-10-18,475.44,1710,422
1006,Lead Generation | DE | Form,102,2024-10-19,440.14,9543,204
1006,Lead Generation | DE | Form,102,2024-10-20,483.81,1996,295
1006,Lead Generation | DE | Form,102,2024-10-21,241.82,2768,301
1006,Lead Generation | DE | Form,102,2024-10-22,249.6,2323,214
1006,Lead Generation | DE | Form,102,2024-10-23,79.56,5505,369
1006,Lead Generation | DE | Form,102,2024-10-24,296.76,6327,245
1006,Lead Generation | DE | Form,102,2024-10-26,254.17,8048,100
1006,Lead Generation | DE | Form,102,2024-10-27,101.49,4522,270
1006,Lead Generation | DE | Form,102,2024-10-28,152.82,6553,473
1006,Lead Generation | DE | Form,102,2024-10-29,237.2,2557,210
1006,Lead Generation | DE | Form,102,2024-10-30,349.3,7132,128
1007,Retargeting Campaign,102,2024-09-01,263.42,2494,475
1007,Retargeting Campaign,102,2024-09-02,244.34,7105,465
1007,Retargeting Campaign,102,2024-09-03,76.99,6400,393
1007,Retargeting Campaign,102,2024-09-04,209.12,7929,494
1007,Retargeting Campaign,102,2024-09-06,179.43,6119,230
1007,Retargeting Campaign,102,2024-09-07,278.34,3535,386
1007,Retargeting Campaign,102,2024-09-08,431.27,6736,482
1007,Retargeting Campaign,102,2024-09-09,101.7,5564,343
1007,Retargeting Campaign,102,2024-09-10,243.1,1430,361
1007,Retargeting Campaign,102,2024-09-12,170.35,3955,189
1007,Retargeting Campaign,102,2024-09-13,189.04,6567,229
1007,Retargeting Campaign,102,2024-09-14,441.44,7566,85
1007,Retargeting Campaign,102,2024-09-15,334.93,1502,96
1007,Retargeting Campaign,102,2024-09-16,146.81,7878,282
1007,Retargeting Campaign,102,2024-09-17,216.52,6314,447
1007,Retargeting Campaign,102,2024-09-19,447.5,3549,130
1007,Retargeting Campaign,102,2024-09-20,72.39,2336,189
1007,Retargeting Campaign,102,2024-09-21,240.81,8242,262
1007,Retargeting Campaign,102,2024-09-22,389.72,2864,226
1007,Retargeting Campaign,102,2024-09-23,177.46,8972,319
1007,Retargeting Campaign,102,2024-09-24,70.44,7475,356
1007,Retargeting Campaign,102,2024-09-25,141.99,4460,442
1007,Retargeting Campaign,102,2024-09-26,164.98,6375,111
1007,Retargeting Campaign,102,2024-09-27,386.16,3878,116
1007,Retargeting Campaign,102,2024-09-28,366.65,9196,336
1007,Retargeting Campaign,102,2024-09-29,412.79,2180,253
1007,Retargeting Campaign,102,2024-10-01,58.43,2275,491
1007,Retargeting Campaign,102,2024-10-02,243.18,7626,413
1007,Retargeting Campaign,102,2024-10-03,180.28,7636,60
1007,Retargeting Campaign,102,2024-10-05,476.43,8538,475
1007,Retargeting Campaign,102,2024-10-06,212.83,8155,482
1007,Retargeting Campaign,102,2024-10-07,246.05,7560,318
1007,Retargeting Campaign,102,2024-10-08,441.74,6562,163
1007,Retargeting Campaign,102,2024-10-09,125.66,9363,374
1007,Retargeting Campaign,102,2024-10-10,279.48,6724,229
1007,Retargeting Campaign,102,2024-10-11,418.53,3419,170
1007,Retargeting Campaign,102,2024-10-12,165.19,3842,358
1007,Retargeting Campaign,102,2024-10-13,391.62,2234,140
1007,Retargeting Campaign,102,2024-10-15,258.78,8354,398
1007,Retargeting Campaign,102,2024-10-17,335.88,6295,492
1007,Retargeting Campaign,102,2024-10-19,247.89,8682,276
1007,Retargeting Campaign,102,2024-10-20,408.35,1920,230
1007,Retargeting Campaign,102,2024-10-21,189.68,8404,69
1007,Retargeting Campaign,102,2024-10-22,424.26,2257,380
1007,Retargeting Campaign,102,2024-10-25,278.18,8581,347
1007,Retargeting Campaign,102,2024-10-26,406.32,1672,280
1007,Retargeting Campaign,102,2024-10-28,134.71,8792,306
1007,Retargeting Campaign,102,2024-10-29,77.84,2695,465
1008,Product Launch 2024,102,2024-09-01,371.44,9266,380
1008,Product Launch 2024,102,2024-09-02,161.48,8172,274
1008,Product Launch 2024,102,2024-09-03,324.41,6962,240
1008,Product Launch 2024,102,2024-09-05,398.51,1857,454
1008,Product Launch 2024,102,2024-09-06,200.59,6401,98
1008,Product Launch 2024,102,2024-09-07,223.95,5128,420
1008,Product Launch 2024,102,2024-09-10,117.67,2335,348
1008,Product Launch 2024,102,2024-09-11,462.54,6082,385
1008,Product Launch 2024,102,2024-09-12,226.38,2388,208
1008,Product Launch 2024,102,2024-09-13,339.57,6381,466
1008,Product Launch 2024,102,2024-09-14,366.27,9624,97
1008,Product Launch 2024,102,2024-09-15,240.53,6928,59
1008,Product Launch 2024,102,2024-09-16,131.12,4509,224
1008,Product Launch 2024,102,2024-09-18,151.94,3253,129
1008,Product Launch 2024,102,2024-09-19,429.99,2657,309
1008,Product Launch 2024,102,2024-09-20,425.8,9626,69
1008,Product Launch 2024,102,2024-09-21,444.38,3147,355
1008,Product Launch 2024,102,2024-09-22,123.01,3712,419
1008,Product Launch 2024,102,2024-09-23,234.89,4891,277
1008,Product Launch 2024,102,2024-09-24,388.58,8355,169
1008,Product Launch 2024,102,2024-09-25,189.26,8684,477
1008,Product Launch 2024,102,2024-09-26,355.24,8218,286
1008,Product Launch 2024,102,2024-09-27,400.16,9239,320
1008,Product Launch 2024,102,2024-09-28,122.93,4271,460
1008,Product Launch 2024,102,2024-09-29,442.85,1854,378
1008,Product Launch 2024,102,2024-09-30,217.05,2680,414
1008,Product Launch 2024,102,2024-10-01,433.02,5670,92
1008,Product Launch 2024,102,2024-10-02,172.76,9410,125
1008,Product Launch 2024,102,2024-10-03,91.27,4637,468
1008,Product Launch 2024,102,2024-10-04,207.31,1436,262
1008,Product Launch 2024,102,2024-10-05,275.9,4862,247
1008,Product Launch 2024,102,2024-10-07,62.68,2623,479
1008,Product Launch 2024,102,2024-10-08,200.88,3392,120
1008,Product Launch 2024,102,2024-10-09,462.83,8740,406
1008,Product Launch 2024,102,2024-10-10,391.48,8685,279
1008,Product Launch 2024,102,2024-10-11,457.64,1311,181
1008,Product Launch 2024,102,2024-10-12,117.28,9647,266
1008,Product Launch 2024,102,2024-10-13,179.65,5934,112
1008,Product Launch 2024,102,2024-10-14,238.92,8489,82
1008,Product Launch 2024,102,2024-10-15,457.32,9782,58
1008,Product Launch 2024,102,2024-10-16,308.77,3352,199
1008,Product Launch 2024,102,2024-10-17,326.66,4941,342
1008,Product Launch 2024,102,2024-10-18,348.97,2402,318
1008,Product Launch 2024,102,2024-10-20,286.73,9312,452
1008,Product Launch 2024,102,2024-10-22,225.7,8702,72
1008,Product Launch 2024,102,2024-10-23,491.47,5155,432
1008,Product Launch 2024,102,2024-10-24,404.83,6649,173
1008,Product Launch 2024,102,2024-10-25,332.72,6447,118
1008,Product Launch 2024,102,2024-10-26,295.71,3868,475
1008,Product Launch 2024,102,2024-10-27,259.08,8840,373
1008,Product Launch 2024,102,2024-10-28,110.68,8498,68
1008,Product Launch 2024,102,2024-10-29,69.71,4268,71
1008,Product Launch 2024,102,2024-10-30,189.53,7524,467
1009,Brand Awareness Q4,103,2024-09-01,163.99,4131,196
1009,Brand Awareness Q4,103,2024-09-02,401.38,6438,189
1009,Brand Awareness Q4,103,2024-09-03,215.61,7553,430
1009,Brand Awareness Q4,103,2024-09-04,480.42,6554,145
1009,Brand Awareness Q4,103,2024-09-05,273.89,9507,186
1009,Brand Awareness Q4,103,2024-09-06,377.19,2293,270
1009,Brand Awareness Q4,103,2024-09-07,420.05,9937,200
1009,Brand Awareness Q4,103,2024-09-08,86.03,5843,206
1009,Brand Awareness Q4,103,2024-09-09,372.95,3730,403
1009,Brand Awareness Q4,103,2024-09-10,251.21,6776,364
1009,Brand Awareness Q4,103,2024-09-12,491.01,1939,88
1009,Brand Awareness Q4,103,2024-09-13,232.79,9406,460
1009,Brand Awareness Q4,103,2024-09-14,121.99,1510,123
1009,Brand Awareness Q4,103,2024-09-15,355.14,8179,67
1009,Brand Awareness Q4,103,2024-09-16,156.2,7001,235
1009,Brand Awareness Q4,103,2024-09-17,305.26,3513,397
1009,Brand Awareness Q4,103,2024-09-18,216.93,8273,440
1009,Brand Awareness Q4,103,2024-09-19,111.96,7012,253
1009,Brand Awareness Q4,103,2024-09-20,175.41,2858,63
1009,Brand Awareness Q4,103,2024-09-21,274.57,7340,337
1009,Brand Awareness Q4,103,2024-09-22,398.73,8311,159
1009,Brand Awareness Q4,103,2024-09-24,462.42,9047,152
1009,Brand Awareness Q4,103,2024-09-25,433.77,8406,138
1009,Brand Awareness Q4,103,2024-09-27,89.51,6236,391
1009,Brand Awareness Q4,103,2024-09-28,79.22,9882,198
1009,Brand Awareness Q4,103,2024-10-01,467.3,3852,456
1009,Brand Awareness Q4,103,2024-10-02,150.91,4292,455
1009,Brand Awareness Q4,103,2024-10-03,405.67,1430,234
1009,Brand Awareness Q4,103,2024-10-04,216.01,3126,363
1009,Brand Awareness Q4,103,2024-10-06,229.17,8842,319
1009,Brand Awareness Q4,103,2024-10-07,234.25,2208,114
1009,Brand Awareness Q4,103,2024-10-09,252.49,9476,226
1009,Brand Awareness Q4,103,2024-10-10,423.07,3981,443
1009,Brand Awareness Q4,103,2024-10-12,459.82,1907,475
1009,Brand Awareness Q4,103,2024-10-13,118.86,3697,132
1009,Brand Awareness Q4,103,2024-10-14,369.2,6669,315
1009,Brand Awareness Q4,103,2024-10-16,162.77,5496,114
1009,Brand Awareness Q4,103,2024-10-17,326.49,2530,307
1009,Brand Awareness Q4,103,2024-10-18,316.31,3526,137
1009,Brand Awareness Q4,103,2024-10-19,374.28,6531,481
1009,Brand Awareness Q4,103,2024-10-21,438.7,2330,73
1009,Brand Awareness Q4,103,2024-10-23,169.1,4453,442
1009,Brand Awareness Q4,103,2024-10-24,328.15,1496,304
