ad_set_id,ad_set_name,campaign_id,date,spend
2001,Interest Targeting,1001,2024-10-17,158.17
2001,Interest Targeting,1001,2024-10-18,150.9
2001,Interest Targeting,1001,2024-10-20,163.58
2001,Interest Targeting,1001,2024-10-22,172.6
2001,Interest Targeting,1001,2024-10-23,141.14
2001,Interest Targeting,1001,2024-10-24,74.51
2001,Interest Targeting,1001,2024-10-25,47.75
2001,Interest Targeting,1001,2024-10-26,87.86
2001,Interest Targeting,1001,2024-10-27,127.63
2001,Interest Targeting,1001,2024-10-28,116.19
2002,Lookalike Audience,1001,2024-09-01,26.62
2002,Lookalike Audience,1001,2024-09-03,166.21
2002,Lookalike Audience,1001,2024-09-04,184.59
2002,Lookalike Audience,1001,2024-09-05,64.68
2002,Lookalike Audience,1001,2024-09-06,49.94
2002,Lookalike Audience,1001,2024-09-07,121.38
2002,Lookalike Audience,1001,2024-09-08,136.41
2002,Lookalike Audience,1001,2024-09-10,163.32
2002,Lookalike Audience,1001,2024-09-11,37.75
2002,Lookalike Audience,1001,2024-09-12,154.43
2002,Lookalike Audience,1001,2024-09-13,143.78
2002,Lookalike Audience,1001,2024-09-14,87.34
2002,Lookalike Audience,1001,2024-09-15,142.32
2002,Lookalike Audience,1001,2024-09-16,47.13
2002,Lookalike Audience,1001,2024-09-18,73.18
2002,Lookalike Audience,1001,2024-09-20,169.64
2002,Lookalike Audience,1001,2024-09-21,82.7
2002,Lookalike Audience,1001,2024-09-22,161.17
2002,Lookalike Audience,1001,2024-09-23,82.69
2002,Lookalike Audience,1001,2024-09-24,149.96
2002,Lookalike Audience,1001,2024-09-25,32.09
2002,Lookalike Audience,1001,2024-09-26,147.94
2002,Lookalike Audience,1001,2024-09-27,81.75
2002,Lookalike Audience,1001,2024-09-28,164.01
2002,Lookalike Audience,1001,2024-09-30,112.88
2002,Lookalike Audience,1001,2024-10-01,79.58
2002,Lookalike Audience,1001,2024-10-02,103.17
2002,Lookalike Audience,1001,2024-10-03,133.36
2002,Lookalike Audience,1001,2024-10-04,138.32
2002,Lookalike Audience,1001,2024-10-05,152.73
2002,Lookalike Audience,1001,2024-10-07,97.32
2002,Lookalike Audience,1001,2024-10-08,58.66
2002,Lookalike Audience,1001,2024-10-09,146.68
2002,Lookalike Audience,1001,2024-10-10,123.92
2002,Lookalike Audience,1001,2024-10-11,116.64
2002,Lookalike Audience,1001,2024-10-12,55.47
2002,Lookalike Audience,1001,2024-10-13,140.73
2002,Lookalike Audience,1001,2024-10-14,193.86
2002,Lookalike Audience,1001,2024-10-15,89.96
2002,Lookalike Audience,1001,2024-10-16,40.56
2002,Lookalike Audience,1001,2024-10-17,102.41
2002,Lookalike Audience,1001,2024-10-18,141.25
2002,Lookalike Audience,1001,2024-10-21,140.98
2002,Lookalike Audience,1001,2024-10-22,62.94
2002,Lookalike Audience,1001,2024-10-23,87.2
2002,Lookalike Audience,1001,2024-10-24,89.92
2002,Lookalike Audience,1001,2024-10-25,123.47
2002,Lookalike Audience,1001,2024-10-26,107.6
2002,Lookalike Audience,1001,2024-10-27,185.45
2002,Lookalike Audience,1001,2024-10-29,50.04
2002,Lookalike Audience,1001,2024-10-30,53.68
2003,Retargeting,1001,2024-09-02,175.79
2003,Retargeting,1001,2024-09-04,55.12
2003,Retargeting,1001,2024-09-05,121.08
2003,Retargeting,1001,2024-09-06,93.64
2003,Retargeting,1001,2024-09-07,147.83
2003,Retargeting,1001,2024-09-08,50.11
2003,Retargeting,1001,2024-09-09,163.26
2003,Retargeting,1001,2024-09-10,25.89
2003,Retargeting,1001,2024-09-11,71.96
2003,Retargeting,1001,2024-09-12,121.82
2003,Retargeting,1001,2024-09-13,109.16
2003,Retargeting,1001,2024-09-14,123.09
2003,Retargeting,1001,2024-09-15,117.76
2003,Retargeting,1001,2024-09-17,156.22
2003,Retargeting,1001,2024-09-18,99.45
2003,Retargeting,1001,2024-09-19,96.53
2003,Retargeting,1001,2024-09-20,137.66
2003,Retargeting,1001,2024-09-21,177.47
2003,Retargeting,1001,2024-09-22,67.31
2003,Retargeting,1001,2024-09-24,175.75
2003,Retargeting,1001,2024-09-25,166.14
2003,Retargeting,1001,2024-09-26,152.77
2003,Retargeting,1001,2024-09-27,174.99
2003,Retargeting,1001,2024-09-28,97.07
2003,Retargeting,1001,2024-09-29,161.27
2003,Retargeting,1001,2024-10-02,115.81
2003,Retargeting,1001,2024-10-03,50.31
2003,Retargeting,1001,2024-10-05,123.09
2003,Retargeting,1001,2024-10-07,182.03
2003,Retargeting,1001,2024-10-09,155.02
2003,Retargeting,1001,2024-10-10,30.67
2003,Retargeting,1001,2024-10-11,138.06
2003,Retargeting,1001,2024-10-12,43.88
2003,Retargeting,1001,2024-10-13,77.98
2003,Retargeting,1001,2024-10-14,171.84
2003,Retargeting,1001,2024-10-15,45.59
2003,Retargeting,1001,2024-10-16,133.01
2003,Retargeting,1001,2024-10-17,33.59
2003,Retargeting,1001,2024-10-18,158.4
2003,Retargeting,1001,2024-10-19,154.96
2003,Retargeting,1001,2024-10-20,177.92
2003,Retargeting,1001,2024-10-21,107.85
2003,Retargeting,1001,2024-10-22,176.4
2003,Retargeting,1001,2024-10-24,194.99
2003,Retargeting,1001,2024-10-25,145.51
2003,Retargeting,1001,2024-10-27,91.59
2003,Retargeting,1001,2024-10-30,78.12
2004,Interest Targeting,1002,2024-09-01,124.03
2004,Interest Targeting,1002,2024-09-02,107.36
2004,Interest Targeting,1002,2024-09-03,142.86
2004,Interest Targeting,1002,2024-09-04,37.92
2004,Interest Targeting,1002,2024-09-05,102.72
2004,Interest Targeting,1002,2024-09-06,174.38
2004,Interest Targeting,1002,2024-09-07,20.12
2004,Interest Targeting,1002,2024-09-09,143.95
2004,Interest Targeting,1002,2024-09-10,137.0
2004,Interest Targeting,1002,2024-09-11,187.89
2004,Interest Targeting,1002,2024-09-12,137.83
2004,Interest Targeting,1002,2024-09-13,86.93
2004,Interest Targeting,1002,2024-09-15,91.34
2004,Interest Targeting,1002,2024-09-16,145.9
2004,Interest Targeting,1002,2024-09-17,137.99
2004,Interest Targeting,1002,2024-09-18,20.2
2004,Interest Targeting,1002,2024-09-19,43.89
2004,Interest Targeting,1002,2024-09-20,142.4
2004,Interest Targeting,1002,2024-09-21,145.21
2004,Interest Targeting,1002,2024-09-24,43.79
2004,Interest Targeting,1002,2024-09-25,88.95
2004,Interest Targeting,1002,2024-09-26,38.44
2004,Interest Targeting,1002,2024-09-27,178.58
2004,Interest Targeting,1002,2024-09-28,159.22
2004,Interest Targeting,1002,2024-09-29,43.97
2004,Interest Targeting,1002,2024-10-01,115.49
2004,Interest Targeting,1002,2024-10-02,137.0
2004,Interest Targeting,1002,2024-10-03,150.04
2004,Interest Targeting,1002,2024-10-04,47.25
2004,Interest Targeting,1002,2024-10-05,143.58
2004,Interest Targeting,1002,2024-10-07,38.08
2004,Interest Targeting,1002,2024-10-08,126.12
2004,Interest Targeting,1002,2024-10-09,193.38
2004,Interest Targeting,1002,2024-10-10,45.17
2004,Interest Targeting,1002,2024-10-11,35.16
2004,Interest Targeting,1002,2024-10-12,128.0
2004,Interest Targeting,1002,2024-10-13,160.21
2004,Interest Targeting,1002,2024-10-14,172.62
2004,Interest Targeting,1002,2024-10-15,74.3
2004,Interest Targeting,1002,2024-10-16,111.71
2004,Interest Targeting,1002,2024-10-17,73.2
2004,Interest Targeting,1002,2024-10-18,181.62
2004,Interest Targeting,1002,2024-10-20,40.29
2004,Interest Targeting,1002,2024-10-21,126.91
2004,Interest Targeting,1002,2024-10-22,195.99
2004,Interest Targeting,1002,2024-10-25,174.95
2004,Interest Targeting,1002,2024-10-26,85.77
2004,Interest Targeting,1002,2024-10-27,157.29
2004,Interest Targeting,1002,2024-10-29,23.0
2004,Interest Targeting,1002,2024-10-30,67.19
2005,Lookalike Audience,1002,2024-09-01,30.88
2005,Lookalike Audience,1002,2024-09-02,111.19
2005,Lookalike Audience,1002,2024-09-03,110.19
2005,Lookalike Audience,1002,2024-09-04,146.33
2005,Lookalike Audience,1002,2024-09-05,116.58
2005,Lookalike Audience,1002,2024-09-06,69.94
2005,Lookalike Audience,1002,2024-09-07,112.03
2005,Lookalike Audience,1002,2024-09-08,165.45
2005,Lookalike Audience,1002,2024-09-09,90.33
2005,Lookalike Audience,1002,2024-09-10,170.21
2005,Lookalike Audience,1002,2024-09-11,31.9
2005,Lookalike Audience,1002,2024-09-12,151.39
2005,Lookalike Audience,1002,2024-09-14,35.52
2005,Lookalike Audience,1002,2024-09-15,101.61
2005,Lookalike Audience,1002,2024-09-16,75.67
2005,Lookalike Audience,1002,2024-09-17,153.32
2005,Lookalike Audience,1002,2024-09-18,147.42
2005,Lookalike Audience,1002,2024-09-19,49.49
2005,Lookalike Audience,1002,2024-09-21,160.94
2005,Lookalike Audience,1002,2024-09-22,50.05
2005,Lookalike Audience,1002,2024-09-23,160.6
2005,Lookalike Audience,1002,2024-09-24,179.55
2005,Lookalike Audience,1002,2024-09-25,25.28
2005,Lookalike Audience,1002,2024-09-27,31.5
2005,Lookalike Audience,1002,2024-09-28,123.8
2005,Lookalike Audience,1002,2024-09-29,101.94
2005,Lookalike Audience,1002,2024-09-30,109.93
2005,Lookalike Audience,1002,2024-10-01,86.18
2005,Lookalike Audience,1002,2024-10-02,38.52
2005,Lookalike Audience,1002,2024-10-03,150.1
2005,Lookalike Audience,1002,2024-10-04,111.59
2005,Lookalike Audience,1002,2024-10-05,175.33
2005,Lookalike Audience,1002,2024-10-06,104.92
2005,Lookalike Audience,1002,2024-10-07,47.02
2005,Lookalike Audience,1002,2024-10-10,184.51
2005,Lookalike Audience,1002,2024-10-11,95.49
2005,Lookalike Audience,1002,2024-10-12,94.93
2005,Lookalike Audience,1002,2024-10-13,68.83
2005,Lookalike Audience,1002,2024-10-14,87.11
2005,Lookalike Audience,1002,2024-10-15,182.35
2005,Lookalike Audience,1002,2024-10-16,164.78
2005,Lookalike Audience,1002,2024-10-19,103.72
2005,Lookalike Audience,1002,2024-10-20,172.07
2005,Lookalike Audience,1002,2024-10-21,119.56
2005,Lookalike Audience,1002,2024-10-22,56.12
2005,Lookalike Audience,1002,2024-10-23,74.7
2005,Lookalike Audience,1002,2024-10-24,103.51
2005,Lookalike Audience,1002,2024-10-25,108.8
2005,Lookalike Audience,1002,2024-10-26,55.18
2005,Lookalike Audience,1002,2024-10-28,64.12
2005,Lookalike Audience,1002,2024-10-29,93.81
2005,Lookalike Audience,1002,2024-10-30,82.36
2006,Retargeting,1002,2024-09-04,138.31
2006,Retargeting,1002,2024-09-06,38.71
2006,Retargeting,1002,2024-09-07,62.87
2006,Retargeting,1002,2024-09-08,30.78
2006,Retargeting,1002,2024-09-10,36.74
2006,Retargeting,1002,2024-09-13,146.15
2006,Retargeting,1002,2024-09-14,195.42
2006,Retargeting,1002,2024-09-15,37.2
2006,Retargeting,1002,2024-09-16,167.59
2006,Retargeting,1002,2024-09-17,122.21
2006,Retargeting,1002,2024-09-18,193.56
2006,Retargeting,1002,2024-09-19,66.98
2006,Retargeting,1002,2024-09-20,164.15
2006,Retargeting,1002,2024-09-21,152.36
2006,Retargeting,1002,2024-09-22,68.95
2006,Retargeting,1002,2024-09-23,56.49
2006,Retargeting,1002,2024-09-24,125.25
2006,Retargeting,1002,2024-09-25,49.59
2006,Retargeting,1002,2024-09-26,93.17
2006,Retargeting,1002,2024-09-27,193.63
2006,Retargeting,1002,2024-09-28,75.5
2006,Retargeting,1002,2024-09-29,41.58
2006,Retargeting,1002,2024-09-30,143.49
2006,Retargeting,1002,2024-10-02,27.26
2006,Retargeting,1002,2024-10-04,36.42
2006,Retargeting,1002,2024-10-05,84.03
2006,Retargeting,1002,2024-10-06,141.89
2006,Retargeting,1002,2024-10-07,198.32
2006,Retargeting,1002,2024-10-08,92.79
2006,Retargeting,1002,2024-10-09,154.65
2006,Retargeting,1002,2024-10-10,103.17
2006,Retargeting,1002,2024-10-12,22.15
2006,Retargeting,1002,2024-10-15,168.26
2006,Retargeting,1002,2024-10-16,133.45
2006,Retargeting,1002,2024-10-17,124.82
2006,Retargeting,1002,2024-10-18,166.29
2006,Retargeting,1002,2024-10-19,31.6
2006,Retargeting,1002,2024-10-21,43.18
2006,Retargeting,1002,2024-10-24,27.69
2006,Retargeting,1002,2024-10-25,50.24
2006,Retargeting,1002,2024-10-26,167.9
2006,Retargeting,1002,2024-10-27,25.31
2006,Retargeting,1002,2024-10-28,51.11
2006,Retargeting,1002,2024-10-29,53.69
2006,Retargeting,1002,2024-10-30,179.02
2007,Interest Targeting,1003,2024-09-01,131.06
2007,Interest Targeting,1003,2024-09-02,109.8
2007,Interest Targeting,1003,2024-09-04,35.79
2007,Interest Targeting,1003,2024-09-05,95.46
2007,Interest Targeting,1003,2024-09-06,163.5
2007,Interest Targeting,1003,2024-09-07,198.94
2007,Interest Targeting,1003,2024-09-08,23.52
2007,Interest Targeting,1003,2024-09-09,148.41
2007,Interest Targeting,1003,2024-09-10,160.66
2007,Interest Targeting,1003,2024-09-11,121.82
2007,Interest Targeting,1003,2024-09-12,68.68
2007,Interest Targeting,1003,2024-09-13,127.48
2007,Interest Targeting,1003,2024-09-14,165.92
2007,Interest Targeting,1003,2024-09-15,165.56
2007,Interest Targeting,1003,2024-09-16,84.34
2007,Interest Targeting,1003,2024-09-17,61.9
2007,Interest Targeting,1003,2024-09-18,64.61
2007,Interest Targeting,1003,2024-09-19,116.06
2007,Interest Targeting,1003,2024-09-20,152.67
2007,Interest Targeting,1003,2024-09-21,190.6
2007,Interest Targeting,1003,2024-09-22,196.88
2007,Interest Targeting,1003,2024-09-23,188.34
2007,Interest Targeting,1003,2024-09-25,62.58
2007,Interest Targeting,1003,2024-09-26,152.86
2007,Interest Targeting,1003,2024-09-27,126.48
2007,Interest Targeting,1003,2024-09-28,83.3
2007,Interest Targeting,1003,2024-09-29,45.58
2007,Interest Targeting,1003,2024-10-04,51.6
2007,Interest Targeting,1003,2024-10-05,30.11
2007,Interest Targeting,1003,2024-10-06,23.59
2007,Interest Targeting,1003,2024-10-07,79.71
2007,Interest Targeting,1003,2024-10-08,165.16
2007,Interest Targeting,1003,2024-10-09,51.94
2007,Interest Targeting,1003,2024-10-12,46.59
2007,Interest Targeting,1003,2024-10-13,45.5
2007,Interest Targeting,1003,2024-10-14,114.73
2007,Interest Targeting,1003,2024-10-15,33.06
2007,Interest Targeting,1003,2024-10-16,139.19
2007,Interest Targeting,1003,2024-10-17,80.58
2007,Interest Targeting,1003,2024-10-18,195.65
2007,Interest Targeting,1003,2024-10-19,98.64
2007,Interest Targeting,1003,2024-10-20,107.7
2007,Interest Targeting,1003,2024-10-21,147.29
2007,Interest Targeting,1003,2024-10-22,180.13
2007,Interest Targeting,1003,2024-10-23,84.23
2007,Interest Targeting,1003,2024-10-24,166.6
2007,Interest Targeting,1003,2024-10-25,152.12
2007,Interest Targeting,1003,2024-10-26,51.99
2007,Interest Targeting,1003,2024-10-27,146.36
2007,Interest Targeting,1003,2024-10-28,173.14
2007,Interest Targeting,1003,2024-10-29,122.15
2007,Interest Targeting,1003,2024-10-30,77.28
2008,Lookalike Audience,1003,2024-09-02,135.14
2008,Lookalike Audience,1003,2024-09-03,109.31
2008,Lookalike Audience,1003,2024-09-04,34.01
2008,Lookalike Audience,1003,2024-09-05,77.51
2008,Lookalike Audience,1003,2024-09-06,193.35
2008,Lookalike Audience,1003,2024-09-08,151.27
2008,Lookalike Audience,1003,2024-09-09,22.05
2008,Lookalike Audience,1003,2024-09-10,144.77
2008,Lookalike Audience,1003,2024-09-11,161.66
2008,Lookalike Audience,1003,2024-09-12,28.67
2008,Lookalike Audience,1003,2024-09-13,95.54
2008,Lookalike Audience,1003,2024-09-14,94.52
2008,Lookalike Audience,1003,2024-09-16,87.56
2008,Lookalike Audience,1003,2024-09-18,124.05
2008,Lookalike Audience,1003,2024-09-19,60.6
2008,Lookalike Audience,1003,2024-09-20,163.86
2008,Lookalike Audience,1003,2024-09-21,23.61
2008,Lookalike Audience,1003,2024-09-22,38.85
2008,Lookalike Audience,1003,2024-09-23,179.83
2008,Lookalike Audience,1003,2024-09-24,33.5
2008,Lookalike Audience,1003,2024-09-27,197.35
2008,Lookalike Audience,1003,2024-09-29,97.64
2008,Lookalike Audience,1003,2024-09-30,129.32
2008,Lookalike Audience,1003,2024-10-01,29.64
2008,Lookalike Audience,1003,2024-10-02,195.39
2008,Lookalike Audience,1003,2024-10-03,119.74
2008,Lookalike Audience,1003,2024-10-05,138.91
2008,Lookalike Audience,1003,2024-10-06,37.26
2008,Lookalike Audience,1003,2024-10-07,118.94
2008,Lookalike Audience,1003,2024-10-08,29.81
2008,Lookalike Audience,1003,2024-10-09,35.77
2008,Lookalike Audience,1003,2024-10-11,106.46
2008,Lookalike Audience,1003,2024-10-12,57.25
2008,Lookalike Audience,1003,2024-10-13,195.87
2008,Lookalike Audience,1003,2024-10-14,40.79
2008,Lookalike Audience,1003,2024-10-15,104.77
2008,Lookalike Audience,1003,2024-10-17,135.54
2008,Lookalike Audience,1003,2024-10-18,86.78
2008,Lookalike Audience,1003,2024-10-19,53.58
2008,Lookalike Audience,1003,2024-10-20,99.15
2008,Lookalike Audience,1003,2024-10-21,170.67
2008,Lookalike Audience,1003,2024-10-22,47.2
2008,Lookalike Audience,1003,2024-10-23,37.41
2008,Lookalike Audience,1003,2024-10-24,165.47
2008,Lookalike Audience,1003,2024-10-25,156.16
2008,Lookalike Audience,1003,2024-10-26,30.98
2008,Lookalike Audience,1003,2024-10-27,114.06
2008,Lookalike Audience,1003,2024-10-29,188.55
2008,Lookalike Audience,1003,2024-10-30,62.42
2009,Interest Targeting,1004,2024-09-01,182.5
2009,Interest Targeting,1004,2024-09-02,110.38
2009,Interest Targeting,1004,2024-09-05,131.65
2009,Interest Targeting,1004,2024-09-06,156.29
2009,Interest Targeting,1004,2024-09-07,197.19
2009,Interest Targeting,1004,2024-09-10,96.21
2009,Interest Targeting,1004,2024-09-12,199.51
2009,Interest Targeting,1004,2024-09-13,170.14
2009,Interest Targeting,1004,2024-09-14,183.94
2009,Interest Targeting,1004,2024-09-16,89.86
2009,Interest Targeting,1004,2024-09-17,78.7
2009,Interest Targeting,1004,2024-09-18,102.47
2009,Interest Targeting,1004,2024-09-20,132.15
2009,Interest Targeting,1004,2024-09-21,95.53
2009,Interest Targeting,1004,2024-09-22,46.68
2009,Interest Targeting,1004,2024-09-23,156.51
2009,Interest Targeting,1004,2024-09-26,38.18
2009,Interest Targeting,1004,2024-09-27,116.41
2009,Interest Targeting,1004,2024-09-28,93.96
2009,Interest Targeting,1004,2024-09-29,107.41
2009,Interest Targeting,1004,2024-09-30,26.74
2009,Interest Targeting,1004,2024-10-01,45.89
2009,Interest Targeting,1004,2024-10-02,144.86
2009,Interest Targeting,1004,2024-10-03,180.12
2009,Interest Targeting,1004,2024-10-04,62.76
2009,Interest Targeting,1004,2024-10-05,185.75
2009,Interest Targeting,1004,2024-10-07,167.13
2009,Interest Targeting,1004,2024-10-08,70.46
2009,Interest Targeting,1004,2024-10-09,145.31
2009,Interest Targeting,1004,2024-10-10,176.4
2009,Interest Targeting,1004,2024-10-11,195.36
2009,Interest Targeting,1004,2024-10-12,168.65
2009,Interest Targeting,1004,2024-10-13,95.02
2009,Interest Targeting,1004,2024-10-14,53.83
2009,Interest Targeting,1004,2024-10-15,168.31
2009,Interest Targeting,1004,2024-10-16,156.71
2009,Interest Targeting,1004,2024-10-19,48.62
2009,Interest Targeting,1004,2024-10-20,111.22
2009,Interest Targeting,1004,2024-10-21,173.23
2009,Interest Targeting,1004,2024-10-23,54.7
2009,Interest Targeting,1004,2024-10-26,102.16
2009,Interest Targeting,1004,2024-10-28,69.32
2009,Interest Targeting,1004,2024-10-30,134.37
2010,Lookalike Audience,1004,2024-09-01,25.5
2010,Lookalike Audience,1004,2024-09-02,126.93
2010,Lookalike Audience,1004,2024-09-03,176.69
2010,Lookalike Audience,1004,2024-09-04,82.96
2010,Lookalike Audience,1004,2024-09-05,181.01
2010,Lookalike Audience,1004,2024-09-06,143.99
2010,Lookalike Audience,1004,2024-09-07,89.58
2010,Lookalike Audience,1004,2024-09-08,123.01
2010,Lookalike Audience,1004,2024-09-11,141.99
2010,Lookalike Audience,1004,2024-09-12,93.71
2010,Lookalike Audience,1004,2024-09-13,160.45
2010,Lookalike Audience,1004,2024-09-14,21.6
2010,Lookalike Audience,1004,2024-09-16,128.21
2010,Lookalike Audience,1004,2024-09-17,65.43
2010,Lookalike Audience,1004,2024-09-19,194.06
2010,Lookalike Audience,1004,2024-09-20,96.29
2010,Lookalike Audience,1004,2024-09-21,82.77
2010,Lookalike Audience,1004,2024-09-22,104.01
2010,Lookalike Audience,1004,2024-09-23,168.38
2010,Lookalike Audience,1004,2024-09-24,38.42
2010,Lookalike Audience,1004,2024-09-25,139.22
2010,Lookalike Audience,1004,2024-09-27,136.52
2010,Lookalike Audience,1004,2024-09-28,73.73
2010,Lookalike Audience,1004,2024-09-29,31.49
2010,Lookalike Audience,1004,2024-10-01,175.07
2010,Lookalike Audience,1004,2024-10-02,148.0
2010,Lookalike Audience,1004,2024-10-04,46.99
2010,Lookalike Audience,1004,2024-10-05,181.94
2010,Lookalike Audience,1004,2024-10-08,138.9
2010,Lookalike Audience,1004,2024-10-09,149.83
2010,Lookalike Audience,1004,2024-10-10,199.54
2010,Lookalike Audience,1004,2024-10-11,95.34
2010,Lookalike Audience,1004,2024-10-12,26.36
2010,Lookalike Audience,1004,2024-10-13,122.97
2010,Lookalike Audience,1004,2024-10-14,150.78
2010,Lookalike Audience,1004,2024-10-15,116.23
2010,Lookalike Audience,1004,2024-10-16,183.17
2010,Lookalike Audience,1004,2024-10-17,111.32
2010,Lookalike Audience,1004,2024-10-21,37.57
2010,Lookalike Audience,1004,2024-10-22,66.56
2010,Lookalike Audience,1004,2024-10-24,52.95
2010,Lookalike Audience,1004,2024-10-25,80.41
2010,Lookalike Audience,1004,2024-10-26,83.95
2010,Lookalike Audience,1004,2024-10-27,75.28
2010,Lookalike Audience,1004,2024-10-28,79.64
2010,Lookalike Audience,1004,2024-10-29,72.93
2011,Retargeting,1004,2024-09-01,175.95
2011,Retargeting,1004,2024-09-02,189.97
2011,Retargeting,1004,2024-09-03,180.1
2011,Retargeting,1004,2024-09-04,176.15
2011,Retargeting,1004,2024-09-05,73.7
2011,Retargeting,1004,2024-09-06,173.76
2011,Retargeting,1004,2024-09-07,56.05
2011,Retargeting,1004,2024-09-08,122.49
2011,Retargeting,1004,2024-09-10,76.95
2011,Retargeting,1004,2024-09-11,160.21
2011,Retargeting,1004,2024-09-12,133.59
2011,Retargeting,1004,2024-09-13,134.21
2011,Retargeting,1004,2024-09-14,69.24
2011,Retargeting,1004,2024-09-15,50.35
2011,Retargeting,1004,2024-09-16,108.12
2011,Retargeting,1004,2024-09-17,35.85
2011,Retargeting,1004,2024-09-18,134.03
2011,Retargeting,1004,2024-09-19,193.76
2011,Retargeting,1004,2024-09-20,26.79
2011,Retargeting,1004,2024-09-21,87.16
2011,Retargeting,1004,2024-09-22,78.0
2011,Retargeting,1004,2024-09-24,141.81
2011,Retargeting,1004,2024-09-25,64.79
2011,Retargeting,1004,2024-09-26,81.98
2011,Retargeting,1004,2024-09-27,89.04
2011,Retargeting,1004,2024-09-28,50.06
2011,Retargeting,1004,2024-09-30,72.35
2011,Retargeting,1004,2024-10-01,127.35
2011,Retargeting,1004,2024-10-02,179.84
2011,Retargeting,1004,2024-10-04,182.25
2011,Retargeting,1004,2024-10-05,53.92
2011,Retargeting,1004,2024-10-08,61.12
2011,Retargeting,1004,2024-10-09,43.62
2011,Retargeting,1004,2024-10-10,126.14
2011,Retargeting,1004,2024-10-11,85.99
2011,Retargeting,1004,2024-10-12,26.73
2011,Retargeting,1004,2024-10-14,116.25
2011,Retargeting,1004,2024-10-15,199.04
2011,Retargeting,1004,2024-10-16,137.64
2011,Retargeting,1004,2024-10-17,144.15
2011,Retargeting,1004,2024-10-18,88.45
2011,Retargeting,1004,2024-10-19,105.39
2011,Retargeting,1004,2024-10-20,145.13
2011,Retargeting,1004,2024-10-21,74.2
2011,Retargeting,1004,2024-10-22,139.25
2011,Retargeting,1004,2024-10-23,129.01
2011,Retargeting,1004,2024-10-24,169.52
2011,Retargeting,1004,2024-10-25,149.38
2011,Retargeting,1004,2024-10-26,40.52
2011,Retargeting,1004,2024-10-27,55.76
2011,Retargeting,1004,2024-10-28,67.34
2011,Retargeting,1004,2024-10-29,56.3
2011,Retargeting,1004,2024-10-30,73.16
2012,Interest Targeting,1005,2024-09-01,183.86
2012,Interest Targeting,1005,2024-09-02,106.52
2012,Interest Targeting,1005,2024-09-03,22.29
2012,Interest Targeting,1005,2024-09-04,39.88
2012,Interest Targeting,1005,2024-09-05,108.94
2012,Interest Targeting,1005,2024-09-07,33.51
2012,Interest Targeting,1005,2024-09-08,182.86
2012,Interest Targeting,1005,2024-09-09,102.22
2012,Interest Targeting,1005,2024-09-11,29.01
2012,Interest Targeting,1005,2024-09-15,141.82
2012,Interest Targeting,1005,2024-09-16,40.86
2012,Interest Targeting,1005,2024-09-19,44.91
2012,Interest Targeting,1005,2024-09-20,79.16
2012,Interest Targeting,1005,2024-09-23,151.95
2012,Interest Targeting,1005,2024-09-24,81.69
2012,Interest Targeting,1005,2024-09-25,92.05
2012,Interest Targeting,1005,2024-09-26,170.43
2012,Interest Targeting,1005,2024-09-27,106.08
2012,Interest Targeting,1005,2024-09-28,179.5
2012,Interest Targeting,1005,2024-09-29,43.85
2012,Interest Targeting,1005,2024-09-30,196.68
