Ad ID Request/Update Date,App Latest Version,App Live Date,Studio Name,Project code,App Name,Platform,Ad Network,Device,Ad Unit Type,Ad Size,Ad Unit ID,Secondary Ad Unit ID,Store/Bundle ID,App Orientation,"Week 0
Impressions","Week 1
Impressions","Week 0
eCPM","Week 1
eCPM","Week 0
Revenue","Week 1
Revenue","Week 0
Sessions","Week 1
Sessions",Week 0 Impressions per Sessions,Week 1 Impressions per Sessions,Week 1 Revenue per Sessions,Comment,Ad Network Dashboard Traffic Check,Ad unit ID copied correctly to Mediator,Mediator Waterfall Traffic Check,Charles Proxy Check
12/22/2016,,,iPrincess Entertainment Limited,IPE234,Princess Jewelry Maker Salon - Girls Accessory Design Games,iOS,DFP,Tablet,Interstitial,768x1024,/202162408/IPE234iOS-Tablet-Interstitial,,961903776,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iPrincess Entertainment Limited,IPE239,Crazy Camping Messy Trip: Sibling Road Trip Mania,iOS,DFP,Phone,Banner,320x50,/202162408/IPE239iOS-Phone-Banner,,977869237,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iPrincess Entertainment Limited,IPE239,Crazy Camping Messy Trip: Sibling Road Trip Mania,iOS,DFP,Phone,Interstitial,320x480,/202162408/IPE239iOS-Phone-Interstitial,,977869237,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iPrincess Entertainment Limited,IPE239,Crazy Camping Messy Trip: Sibling Road Trip Mania,iOS,DFP,Tablet,Banner,728x90,/202162408/IPE239iOS-Tablet-Banner,,977869237,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iPrincess Entertainment Limited,IPE239,Crazy Camping Messy Trip: Sibling Road Trip Mania,iOS,DFP,Tablet,Interstitial,768x1024,/202162408/IPE239iOS-Tablet-Interstitial,,977869237,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iPrincess Entertainment Limited,IPE264,Fashion Boutique - Bag Designer,iOS,DFP,Phone,Banner,320x50,/202162408/IPE264iOS-Phone-Banner,,1091900112,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iPrincess Entertainment Limited,IPE264,Fashion Boutique - Bag Designer,iOS,DFP,Phone,Interstitial,320x480,/202162408/IPE264iOS-Phone-Interstitial,,1091900112,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iPrincess Entertainment Limited,IPE264,Fashion Boutique - Bag Designer,iOS,DFP,Tablet,Banner,728x90,/202162408/IPE264iOS-Tablet-Banner,,1091900112,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iPrincess Entertainment Limited,IPE264,Fashion Boutique - Bag Designer,iOS,DFP,Tablet,Interstitial,768x1024,/202162408/IPE264iOS-Tablet-Interstitial,,1091900112,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iPrincess Entertainment Limited,IPE267,Fashion Boutique - Wedding Dress Designer,iOS,DFP,Phone,Banner,320x50,/202162408/IPE267iOS-Phone-Banner,,1102276922,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iPrincess Entertainment Limited,IPE267,Fashion Boutique - Wedding Dress Designer,iOS,DFP,Phone,Interstitial,320x480,/202162408/IPE267iOS-Phone-Interstitial,,1102276922,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iPrincess Entertainment Limited,IPE267,Fashion Boutique - Wedding Dress Designer,iOS,DFP,Tablet,Banner,728x90,/202162408/IPE267iOS-Tablet-Banner,,1102276922,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iPrincess Entertainment Limited,IPE267,Fashion Boutique - Wedding Dress Designer,iOS,DFP,Tablet,Interstitial,768x1024,/202162408/IPE267iOS-Tablet-Interstitial,,1102276922,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iPrincess Entertainment Limited,IPE820,Princess Cruise Trip - Summer Vacation Girls Makeover,iOS,DFP,Phone,Banner,320x50,/202162408/IPE820iOS-Phone-Banner,,1120019842,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iPrincess Entertainment Limited,IPE820,Princess Cruise Trip - Summer Vacation Girls Makeover,iOS,DFP,Phone,Interstitial,320x480,/202162408/IPE820iOS-Phone-Interstitial,,1120019842,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iPrincess Entertainment Limited,IPE820,Princess Cruise Trip - Summer Vacation Girls Makeover,iOS,DFP,Tablet,Banner,728x90,/202162408/IPE820iOS-Tablet-Banner,,1120019842,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iPrincess Entertainment Limited,IPE820,Princess Cruise Trip - Summer Vacation Girls Makeover,iOS,DFP,Tablet,Interstitial,768x1024,/202162408/IPE820iOS-Tablet-Interstitial,,1120019842,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iPrincess Entertainment Limited,IPE833,Princess Workout - Beauty Fitness SPA Salon,iOS,DFP,Phone,Banner,320x50,/202162408/IPE833iOS-Phone-Banner,,1128291938,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iPrincess Entertainment Limited,IPE833,Princess Workout - Beauty Fitness SPA Salon,iOS,DFP,Phone,Interstitial,320x480,/202162408/IPE833iOS-Phone-Interstitial,,1128291938,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iPrincess Entertainment Limited,IPE833,Princess Workout - Beauty Fitness SPA Salon,iOS,DFP,Tablet,Banner,728x90,/202162408/IPE833iOS-Tablet-Banner,,1128291938,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iPrincess Entertainment Limited,IPE833,Princess Workout - Beauty Fitness SPA Salon,iOS,DFP,Tablet,Interstitial,768x1024,/202162408/IPE833iOS-Tablet-Interstitial,,1128291938,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iPrincess Entertainment Limited,IPE904,Magic Castle - Princess Beauty Miracle Spell,iOS,DFP,Phone,Banner,320x50,/202162408/IPE904iOS-Phone-Banner,,1019045048,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iPrincess Entertainment Limited,IPE904,Magic Castle - Princess Beauty Miracle Spell,iOS,DFP,Phone,Interstitial,320x480,/202162408/IPE904iOS-Phone-Interstitial,,1019045048,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iPrincess Entertainment Limited,IPE904,Magic Castle - Princess Beauty Miracle Spell,iOS,DFP,Tablet,Banner,728x90,/202162408/IPE904iOS-Tablet-Banner,,1019045048,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iPrincess Entertainment Limited,IPE904,Magic Castle - Princess Beauty Miracle Spell,iOS,DFP,Tablet,Interstitial,768x1024,/202162408/IPE904iOS-Tablet-Interstitial,,1019045048,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iPrincess Entertainment Limited,IPE917,Pop Star Night Out: Selfie Time,iOS,DFP,Phone,Banner,320x50,/202162408/IPE917iOS-Phone-Banner,,1030207158,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iPrincess Entertainment Limited,IPE917,Pop Star Night Out: Selfie Time,iOS,DFP,Phone,Interstitial,320x480,/202162408/IPE917iOS-Phone-Interstitial,,1030207158,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iPrincess Entertainment Limited,IPE917,Pop Star Night Out: Selfie Time,iOS,DFP,Tablet,Banner,728x90,/202162408/IPE917iOS-Tablet-Banner,,1030207158,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iPrincess Entertainment Limited,IPE917,Pop Star Night Out: Selfie Time,iOS,DFP,Tablet,Interstitial,768x1024,/202162408/IPE917iOS-Tablet-Interstitial,,1030207158,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iPrincess Entertainment Limited,IPE948,Princess Vacation - Winter Ski Resort,iOS,DFP,Phone,Banner,320x50,/202162408/IPE948iOS-Phone-Banner,,1054871541,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iPrincess Entertainment Limited,IPE948,Princess Vacation - Winter Ski Resort,iOS,DFP,Phone,Interstitial,320x480,/202162408/IPE948iOS-Phone-Interstitial,,1054871541,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iPrincess Entertainment Limited,IPE948,Princess Vacation - Winter Ski Resort,iOS,DFP,Tablet,Banner,728x90,/202162408/IPE948iOS-Tablet-Banner,,1054871541,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iPrincess Entertainment Limited,IPE948,Princess Vacation - Winter Ski Resort,iOS,DFP,Tablet,Interstitial,768x1024,/202162408/IPE948iOS-Tablet-Interstitial,,1054871541,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iPrincess Entertainment Limited,IPE979,Magic Princess - Star Girls Makeup and Dress Up,iOS,DFP,Phone,Banner,320x50,/202162408/IPE979iOS-Phone-Banner,,1077143416,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iPrincess Entertainment Limited,IPE979,Magic Princess - Star Girls Makeup and Dress Up,iOS,DFP,Phone,Interstitial,320x480,/202162408/IPE979iOS-Phone-Interstitial,,1077143416,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iPrincess Entertainment Limited,IPE979,Magic Princess - Star Girls Makeup and Dress Up,iOS,DFP,Tablet,Banner,728x90,/202162408/IPE979iOS-Tablet-Banner,,1077143416,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iPrincess Entertainment Limited,IPE979,Magic Princess - Star Girls Makeup and Dress Up,iOS,DFP,Tablet,Interstitial,768x1024,/202162408/IPE979iOS-Tablet-Interstitial,,1077143416,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iProm Inc,IPI068,Seaside Wedding Salon - Beautiful Bride Summer Makeover,iOS,DFP,Phone,Banner,320x50,/202162408/IPI068iOS-Phone-Banner,,985862280,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iProm Inc,IPI068,Seaside Wedding Salon - Beautiful Bride Summer Makeover,iOS,DFP,Phone,Interstitial,320x480,/202162408/IPI068iOS-Phone-Interstitial,,985862280,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iProm Inc,IPI068,Seaside Wedding Salon - Beautiful Bride Summer Makeover,iOS,DFP,Tablet,Banner,728x90,/202162408/IPI068iOS-Tablet-Banner,,985862280,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iProm Inc,IPI068,Seaside Wedding Salon - Beautiful Bride Summer Makeover,iOS,DFP,Tablet,Interstitial,768x1024,/202162408/IPI068iOS-Tablet-Interstitial,,985862280,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iProm Inc,IPI095,Charity Ball - Dance Party Beauty Salon,iOS,DFP,Phone,Banner,320x50,/202162408/IPI095iOS-Phone-Banner,,1013677787,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iProm Inc,IPI095,Charity Ball - Dance Party Beauty Salon,iOS,DFP,Phone,Interstitial,320x480,/202162408/IPI095iOS-Phone-Interstitial,,1013677787,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iProm Inc,IPI095,Charity Ball - Dance Party Beauty Salon,iOS,DFP,Tablet,Banner,728x90,/202162408/IPI095iOS-Tablet-Banner,,1013677787,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iProm Inc,IPI095,Charity Ball - Dance Party Beauty Salon,iOS,DFP,Tablet,Interstitial,768x1024,/202162408/IPI095iOS-Tablet-Interstitial,,1013677787,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iProm Inc,IPI096,Cooking Beauty's Bakery - Pancakes Cakery,iOS,DFP,Phone,Banner,320x50,/202162408/IPI096iOS-Phone-Banner,,1008001114,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iProm Inc,IPI096,Cooking Beauty's Bakery - Pancakes Cakery,iOS,DFP,Phone,Interstitial,320x480,/202162408/IPI096iOS-Phone-Interstitial,,1008001114,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iProm Inc,IPI096,Cooking Beauty's Bakery - Pancakes Cakery,iOS,DFP,Tablet,Banner,728x90,/202162408/IPI096iOS-Tablet-Banner,,1008001114,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iProm Inc,IPI096,Cooking Beauty's Bakery - Pancakes Cakery,iOS,DFP,Tablet,Interstitial,768x1024,/202162408/IPI096iOS-Tablet-Interstitial,,1008001114,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iProm Inc,IPI136,Star Stylist - Celebrity Street Fashion Makeover,iOS,DFP,Phone,Banner,320x50,/202162408/IPI136iOS-Phone-Banner,,987325339,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iProm Inc,IPI136,Star Stylist - Celebrity Street Fashion Makeover,iOS,DFP,Phone,Interstitial,320x480,/202162408/IPI136iOS-Phone-Interstitial,,987325339,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iProm Inc,IPI136,Star Stylist - Celebrity Street Fashion Makeover,iOS,DFP,Tablet,Banner,728x90,/202162408/IPI136iOS-Tablet-Banner,,987325339,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iProm Inc,IPI136,Star Stylist - Celebrity Street Fashion Makeover,iOS,DFP,Tablet,Interstitial,768x1024,/202162408/IPI136iOS-Tablet-Interstitial,,987325339,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iProm Inc,IPI261,Perfect Pitch - Music Festival,iOS,DFP,Phone,Banner,320x50,/202162408/IPI261iOS-Phone-Banner,,1072603685,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iProm Inc,IPI261,Perfect Pitch - Music Festival,iOS,DFP,Phone,Interstitial,320x480,/202162408/IPI261iOS-Phone-Interstitial,,1072603685,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iProm Inc,IPI261,Perfect Pitch - Music Festival,iOS,DFP,Tablet,Banner,728x90,/202162408/IPI261iOS-Tablet-Banner,,1072603685,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iProm Inc,IPI261,Perfect Pitch - Music Festival,iOS,DFP,Tablet,Interstitial,768x1024,/202162408/IPI261iOS-Tablet-Interstitial,,1072603685,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iProm Inc,IPI805,Beauty Pageant Queen - Miss Beauty Star Salon,iOS,DFP,Phone,Banner,320x50,/202162408/IPI805iOS-Phone-Banner,,1102276703,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iProm Inc,IPI805,Beauty Pageant Queen - Miss Beauty Star Salon,iOS,DFP,Phone,Interstitial,320x480,/202162408/IPI805iOS-Phone-Interstitial,,1102276703,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iProm Inc,IPI805,Beauty Pageant Queen - Miss Beauty Star Salon,iOS,DFP,Tablet,Banner,728x90,/202162408/IPI805iOS-Tablet-Banner,,1102276703,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iProm Inc,IPI805,Beauty Pageant Queen - Miss Beauty Star Salon,iOS,DFP,Tablet,Interstitial,768x1024,/202162408/IPI805iOS-Tablet-Interstitial,,1102276703,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iProm Inc,IPI846,Celebrity Love Story - Hollywood Crush,iOS,DFP,Phone,Banner,320x50,/202162408/IPI846iOS-Phone-Banner,,1133868627,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iProm Inc,IPI846,Celebrity Love Story - Hollywood Crush,iOS,DFP,Phone,Interstitial,320x480,/202162408/IPI846iOS-Phone-Interstitial,,1133868627,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iProm Inc,IPI846,Celebrity Love Story - Hollywood Crush,iOS,DFP,Tablet,Banner,728x90,/202162408/IPI846iOS-Tablet-Banner,,1133868627,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iProm Inc,IPI846,Celebrity Love Story - Hollywood Crush,iOS,DFP,Tablet,Interstitial,768x1024,/202162408/IPI846iOS-Tablet-Interstitial,,1133868627,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iProm Inc,IPI903,Back to School - Elite Swimming Team,iOS,DFP,Phone,Banner,320x50,/202162408/IPI903iOS-Phone-Banner,,1019044615,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iProm Inc,IPI903,Back to School - Elite Swimming Team,iOS,DFP,Phone,Interstitial,320x480,/202162408/IPI903iOS-Phone-Interstitial,,1019044615,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iProm Inc,IPI903,Back to School - Elite Swimming Team,iOS,DFP,Tablet,Banner,728x90,/202162408/IPI903iOS-Tablet-Banner,,1019044615,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iProm Inc,IPI903,Back to School - Elite Swimming Team,iOS,DFP,Tablet,Interstitial,768x1024,/202162408/IPI903iOS-Tablet-Interstitial,,1019044615,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iProm Inc,IPI907,Back to School - Ace Tennis Team,iOS,DFP,Phone,Banner,320x50,/202162408/IPI907iOS-Phone-Banner,,1023289368,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iProm Inc,IPI907,Back to School - Ace Tennis Team,iOS,DFP,Phone,Interstitial,320x480,/202162408/IPI907iOS-Phone-Interstitial,,1023289368,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iProm Inc,IPI907,Back to School - Ace Tennis Team,iOS,DFP,Tablet,Banner,728x90,/202162408/IPI907iOS-Tablet-Banner,,1023289368,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iProm Inc,IPI907,Back to School - Ace Tennis Team,iOS,DFP,Tablet,Interstitial,768x1024,/202162408/IPI907iOS-Tablet-Interstitial,,1023289368,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iProm Inc,IPI909,Back to School - Soccer Team,iOS,DFP,Phone,Banner,320x50,/202162408/IPI909iOS-Phone-Banner,,1025688577,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iProm Inc,IPI909,Back to School - Soccer Team,iOS,DFP,Phone,Interstitial,320x480,/202162408/IPI909iOS-Phone-Interstitial,,1025688577,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iProm Inc,IPI909,Back to School - Soccer Team,iOS,DFP,Tablet,Banner,728x90,/202162408/IPI909iOS-Tablet-Banner,,1025688577,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iProm Inc,IPI909,Back to School - Soccer Team,iOS,DFP,Tablet,Interstitial,768x1024,/202162408/IPI909iOS-Tablet-Interstitial,,1025688577,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iProm Inc,IPI922,My Pet Buddy - Puppy's New Home,iOS,DFP,Phone,Banner,320x50,/202162408/IPI922iOS-Phone-Banner,,1028927924,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iProm Inc,IPI922,My Pet Buddy - Puppy's New Home,iOS,DFP,Phone,Interstitial,320x480,/202162408/IPI922iOS-Phone-Interstitial,,1028927924,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iProm Inc,IPI922,My Pet Buddy - Puppy's New Home,iOS,DFP,Tablet,Banner,728x90,/202162408/IPI922iOS-Tablet-Banner,,1028927924,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iProm Inc,IPI922,My Pet Buddy - Puppy's New Home,iOS,DFP,Tablet,Interstitial,768x1024,/202162408/IPI922iOS-Tablet-Interstitial,,1028927924,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iProm Inc,IPI937,Monster Girls - Crazy Wicked Party!,iOS,DFP,Phone,Banner,320x50,/202162408/IPI937iOS-Phone-Banner,,1042167716,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iProm Inc,IPI937,Monster Girls - Crazy Wicked Party!,iOS,DFP,Phone,Interstitial,320x480,/202162408/IPI937iOS-Phone-Interstitial,,1042167716,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iProm Inc,IPI937,Monster Girls - Crazy Wicked Party!,iOS,DFP,Tablet,Banner,728x90,/202162408/IPI937iOS-Tablet-Banner,,1042167716,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iProm Inc,IPI937,Monster Girls - Crazy Wicked Party!,iOS,DFP,Tablet,Interstitial,768x1024,/202162408/IPI937iOS-Tablet-Interstitial,,1042167716,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iProm Inc,IPI939,High School Fashion Girls - Campus Date,iOS,DFP,Phone,Banner,320x50,/202162408/IPI939iOS-Phone-Banner,,1048504813,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iProm Inc,IPI939,High School Fashion Girls - Campus Date,iOS,DFP,Phone,Interstitial,320x480,/202162408/IPI939iOS-Phone-Interstitial,,1048504813,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iProm Inc,IPI939,High School Fashion Girls - Campus Date,iOS,DFP,Tablet,Banner,728x90,/202162408/IPI939iOS-Tablet-Banner,,1048504813,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iProm Inc,IPI939,High School Fashion Girls - Campus Date,iOS,DFP,Tablet,Interstitial,768x1024,/202162408/IPI939iOS-Tablet-Interstitial,,1048504813,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iProm Inc,IPI947,Train Trip - Romantic Vacation,iOS,DFP,Phone,Banner,320x50,/202162408/IPI947iOS-Phone-Banner,,1059941171,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iProm Inc,IPI947,Train Trip - Romantic Vacation,iOS,DFP,Phone,Interstitial,320x480,/202162408/IPI947iOS-Phone-Interstitial,,1059941171,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iProm Inc,IPI947,Train Trip - Romantic Vacation,iOS,DFP,Tablet,Banner,728x90,/202162408/IPI947iOS-Tablet-Banner,,1059941171,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iProm Inc,IPI947,Train Trip - Romantic Vacation,iOS,DFP,Tablet,Interstitial,768x1024,/202162408/IPI947iOS-Tablet-Interstitial,,1059941171,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iProm Inc,IPI964,Prom Salon - High School Dress Up & Makeup,iOS,DFP,Phone,Banner,320x50,/202162408/IPI964iOS-Phone-Banner,,1068042360,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iProm Inc,IPI964,Prom Salon - High School Dress Up & Makeup,iOS,DFP,Phone,Interstitial,320x480,/202162408/IPI964iOS-Phone-Interstitial,,1068042360,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iProm Inc,IPI964,Prom Salon - High School Dress Up & Makeup,iOS,DFP,Tablet,Banner,728x90,/202162408/IPI964iOS-Tablet-Banner,,1068042360,Portrait,,,,,,,,,,,,,,,,
12/22/2016,,,iProm Inc,IPI964,Prom Salon - High School Dress Up & Makeup,iOS,DFP,Tablet,Interstitial,768x1024,/202162408/IPI964iOS-Tablet-Interstitial,,1068042360,Portrait,,,,,,,,,,,,,,,,
