"city","year","ad_id_request_update_date","app_latest_version","app_live_date","studio_name","project_code","app_name","platform","ad_network","device","ad_unit_type","ad_size","ad_unit_id","store_id_bundle_id","app_orientation","impressions_week0","impressions_week1","revenue_week0","revenue_week1","sessions_week0","sessions_week1","comment"
CD,2017,2017-03-06,V1.6,2017-03-09,Bear Hug Media,BHUG1061G,Rapunzel - Magic Hair Salon,Google Play,DFP,Tablet,Banner,"728x90",/50170743/BHUG1061GP-Tablet-Banner,com.bearhugmedia.android_magichairsalonmakeover,Portrait,,,,,,,
CD,2017,2017-03-06,V1.6,2017-03-09,Bear Hug Media,BHUG1061G,Rapunzel - Magic Hair Salon,Google Play,DFP,Tablet,Interstitial,"768x1024",/50170743/BHUG1061GP-Tablet-Interstitial,com.bearhugmedia.android_magichairsalonmakeover,Portrait,,,,,,,
CD,2017,2017-03-06,,,Bear Hug Media,BHUG1071G,Movie Night Snack Maker,Google Play,DFP,Phone,Banner,"320x50",/50170743/BHUG1071GP-Phone-Banner,com.bearhugmedia.android_movienightparty,Portrait,,,,,,,
CD,2017,2017-03-06,,,Bear Hug Media,BHUG1071G,Movie Night Snack Maker,Google Play,DFP,Tablet,Banner,"728x90",/50170743/BHUG1071GP-Tablet-Banner,com.bearhugmedia.android_movienightparty,Portrait,,,,,,,
CD,2017,2017-03-06,V1.5,2017-03-09,Crazy Cats Media,CCATS1054G,Cotton Candy Maker,Google Play,DFP,Phone,Banner,"320x50",/50170743/CCATS1054GP-Phone-Banner,com.crazycatsmedia.android_sweetcottoncandy,Portrait,,,,,,,
CD,2017,2017-03-06,V1.5,2017-03-09,Crazy Cats Media,CCATS1054G,Cotton Candy Maker,Google Play,DFP,Phone,Interstitial,"320x480",/50170743/CCATS1054GP-Phone-Interstitial,com.crazycatsmedia.android_sweetcottoncandy,Portrait,,,,,,,
CD,2017,2017-03-06,V1.5,2017-03-09,Crazy Cats Media,CCATS1054G,Cotton Candy Maker,Google Play,DFP,Tablet,Banner,"728x90",/50170743/CCATS1054GP-Tablet-Banner,com.crazycatsmedia.android_sweetcottoncandy,Portrait,,,,,,,
CD,2017,2017-03-06,V1.5,2017-03-09,Crazy Cats Media,CCATS1054G,Cotton Candy Maker,Google Play,DFP,Tablet,Interstitial,"768x1024",/50170743/CCATS1054GP-Tablet-Interstitial,com.crazycatsmedia.android_sweetcottoncandy,Portrait,,,,,,,
CD,2017,2017-03-06,V1.4,2017-03-10,Hug n Hearts,HUGS0227G,Modern Princess Tea Party,Google Play,DFP,Phone,Banner,"320x50",/50170743/HUGS0227GP-Phone-Banner,com.hugsnhearts.android_modernprincessteaparty,Portrait,,,,,,,
CD,2017,2017-03-06,V1.4,2017-03-10,Hug n Hearts,HUGS0227G,Modern Princess Tea Party,Google Play,DFP,Phone,Interstitial,"320x480",/50170743/HUGS0227GP-Phone-Interstitial,com.hugsnhearts.android_modernprincessteaparty,Portrait,,,,,,,
CD,2017,2017-03-06,V1.4,2017-03-10,Hug n Hearts,HUGS0227G,Modern Princess Tea Party,Google Play,DFP,Tablet,Banner,"728x90",/50170743/HUGS0227GP-Tablet-Banner,com.hugsnhearts.android_modernprincessteaparty,Portrait,,,,,,,
CD,2017,2017-03-06,V1.4,2017-03-10,Hug n Hearts,HUGS0227G,Modern Princess Tea Party,Google Play,DFP,Tablet,Interstitial,"768x1024",/50170743/HUGS0227GP-Tablet-Interstitial,com.hugsnhearts.android_modernprincessteaparty,Portrait,,,,,,,
CD,2017,2017-03-01,,,Bear Hug Media,BHUG1063,Splash! Pranksters Pool Party,iOS,DFP,Phone,Banner,"320x50",/50170743/BHUG1063iOS-Phone-Banner,"1095187684",Portrait,,,,,,,using R&D DFP IDs
CD,2017,2017-03-01,,,Bear Hug Media,BHUG1063,Splash! Pranksters Pool Party,iOS,DFP,Phone,Interstitial,"320x480",/50170743/BHUG1063iOS-Phone-Interstitial,"1095187684",Portrait,,,,,,,using R&D DFP IDs
CD,2017,2017-03-01,,,Bear Hug Media,BHUG1063,Splash! Pranksters Pool Party,iOS,DFP,Tablet,Banner,"728x90",/50170743/BHUG1063iOS-Tablet-Banner,"1095187684",Portrait,,,,,,,using R&D DFP IDs
CD,2017,2017-03-01,,,Bear Hug Media,BHUG1063,Splash! Pranksters Pool Party,iOS,DFP,Tablet,Interstitial,"768x1024",/50170743/BHUG1063iOS-Tablet-Interstitial,"1095187684",Portrait,,,,,,,using R&D DFP IDs
CD,2017,2017-03-01,,,Bear Hug Media,BHUG1069,Fashion Evolution - Hollywood Star Hairstylist,iOS,DFP,Phone,Banner,"320x50",/50170743/BHUG1069iOS-Phone-Banner,"1147067012",Portrait,,,,,,,
CD,2017,2017-03-01,,,Bear Hug Media,BHUG1069,Fashion Evolution - Hollywood Star Hairstylist,iOS,DFP,Phone,Interstitial,"320x480",/50170743/BHUG1069iOS-Phone-Interstitial,"1147067012",Portrait,,,,,,,
CD,2017,2017-03-01,,,Bear Hug Media,BHUG1069,Fashion Evolution - Hollywood Star Hairstylist,iOS,DFP,Tablet,Banner,"728x90",/50170743/BHUG1069iOS-Tablet-Banner,"1147067012",Portrait,,,,,,,
CD,2017,2017-03-01,,,Bear Hug Media,BHUG1069,Fashion Evolution - Hollywood Star Hairstylist,iOS,DFP,Tablet,Interstitial,"768x1024",/50170743/BHUG1069iOS-Tablet-Interstitial,"1147067012",Portrait,,,,,,,
CD,2017,2017-03-01,,,Bravo Kids Media Ltd,BKM0006,Superhero Doctor - Bone Surgery Simulator,iOS,DFP,Phone,Banner,"320x50",/50170743/BKM0006iOS-Phone-Banner,"1100575164",Portrait,,,,,,,
CD,2017,2017-03-01,,,Bravo Kids Media Ltd,BKM0006,Superhero Doctor - Bone Surgery Simulator,iOS,DFP,Phone,Interstitial,"320x480",/50170743/BKM0006iOS-Phone-Interstitial,"1100575164",Portrait,,,,,,,
CD,2017,2017-03-01,,,Bravo Kids Media Ltd,BKM0006,Superhero Doctor - Bone Surgery Simulator,iOS,DFP,Tablet,Banner,"728x90",/50170743/BKM0006iOS-Tablet-Banner,"1100575164",Portrait,,,,,,,
CD,2017,2017-03-01,,,Bravo Kids Media Ltd,BKM0006,Superhero Doctor - Bone Surgery Simulator,iOS,DFP,Tablet,Interstitial,"768x1024",/50170743/BKM0006iOS-Tablet-Interstitial,"1100575164",Portrait,,,,,,,
CD,2017,2017-03-01,,,Bravo Kids Media Ltd,BKM0009,Summer Pool Party Doctor - Surgery Simulator ,iOS,DFP,Phone,Banner,"320x50",/50170743/BKM0009iOS-Phone-Banner,"1117219078",Portrait,,,,,,,
CD,2017,2017-03-01,,,Bravo Kids Media Ltd,BKM0009,Summer Pool Party Doctor - Surgery Simulator ,iOS,DFP,Phone,Interstitial,"320x480",/50170743/BKM0009iOS-Phone-Interstitial,"1117219078",Portrait,,,,,,,
CD,2017,2017-03-01,,,Bravo Kids Media Ltd,BKM0009,Summer Pool Party Doctor - Surgery Simulator ,iOS,DFP,Tablet,Banner,"728x90",/50170743/BKM0009iOS-Tablet-Banner,"1117219078",Portrait,,,,,,,
CD,2017,2017-03-01,,,Bravo Kids Media Ltd,BKM0009,Summer Pool Party Doctor - Surgery Simulator ,iOS,DFP,Tablet,Interstitial,"768x1024",/50170743/BKM0009iOS-Tablet-Interstitial,"1117219078",Portrait,,,,,,,
CD,2017,2017-03-01,,,Bravo Kids Media Ltd,BKM0015,Vampire Princess Rescue 2 - Dental Emergency,iOS,DFP,Phone,Banner,"320x50",/50170743/BKM0015iOS-Phone-Banner,"1138243747",Portrait,,,,,,,
CD,2017,2017-03-01,,,Bravo Kids Media Ltd,BKM0015,Vampire Princess Rescue 2 - Dental Emergency,iOS,DFP,Phone,Interstitial,"320x480",/50170743/BKM0015iOS-Phone-Interstitial,"1138243747",Portrait,,,,,,,
CD,2017,2017-03-01,,,Bravo Kids Media Ltd,BKM0015,Vampire Princess Rescue 2 - Dental Emergency,iOS,DFP,Tablet,Banner,"728x90",/50170743/BKM0015iOS-Tablet-Banner,"1138243747",Portrait,,,,,,,
CD,2017,2017-03-01,,,Bravo Kids Media Ltd,BKM0015,Vampire Princess Rescue 2 - Dental Emergency,iOS,DFP,Tablet,Interstitial,"768x1024",/50170743/BKM0015iOS-Tablet-Interstitial,"1138243747",Portrait,,,,,,,
CD,2017,2017-03-01,,,Bravo Kids Media Ltd,BKM0016,Face Surgery Simulator - Hover Board Crash Emergency Dr.,iOS,DFP,Phone,Banner,"320x50",/50170743/BKM0016iOS-Phone-Banner,"1146777727",Portrait,,,,,,,
CD,2017,2017-03-01,,,Bravo Kids Media Ltd,BKM0016,Face Surgery Simulator - Hover Board Crash Emergency Dr.,iOS,DFP,Tablet,Banner,"728x90",/50170743/BKM0016iOS-Tablet-Banner,"1146777727",Portrait,,,,,,,
CD,2017,2017-03-01,,,Bravo Kids Media Ltd,BKM0098,Magic School Clinic,iOS,DFP,Phone,Banner,"320x50",/50170743/BKM0098iOS-Phone-Banner,"1148494572",Portrait,,,,,,,
CD,2017,2017-03-01,,,Bravo Kids Media Ltd,BKM0098,Magic School Clinic,iOS,DFP,Tablet,Banner,"728x90",/50170743/BKM0098iOS-Tablet-Banner,"1148494572",Portrait,,,,,,,
CD,2017,2017-03-01,,,Crazy Cats Media,CCATS1054,Cotton Candy Maker,iOS,DFP,Phone,Banner,"320x50",/50170743/CCATS1054iOS-Phone-Banner,"1089410897",Portrait,,,,,,,
CD,2017,2017-03-01,,,Crazy Cats Media,CCATS1054,Cotton Candy Maker,iOS,DFP,Phone,Interstitial,"320x480",/50170743/CCATS1054iOS-Phone-Interstitial,"1089410897",Portrait,,,,,,,
CD,2017,2017-03-01,,,Crazy Cats Media,CCATS1054,Cotton Candy Maker,iOS,DFP,Tablet,Banner,"728x90",/50170743/CCATS1054iOS-Tablet-Banner,"1089410897",Portrait,,,,,,,
CD,2017,2017-03-01,,,Crazy Cats Media,CCATS1054,Cotton Candy Maker,iOS,DFP,Tablet,Interstitial,"768x1024",/50170743/CCATS1054iOS-Tablet-Interstitial,"1089410897",Portrait,,,,,,,
CD,2017,2017-03-01,,,Hug n Hearts,HUGS0233,Fashion Battle: Darling Vs. Diva -Night Club Runway Show,iOS,DFP,Phone,Banner,"320x50",/50170743/HUGS0233iOS-Phone-Banner,"1132491514",Portrait,,,,,,,
CD,2017,2017-03-01,,,Hug n Hearts,HUGS0233,Fashion Battle: Darling Vs. Diva -Night Club Runway Show,iOS,DFP,Phone,Interstitial,"320x480",/50170743/HUGS0233iOS-Phone-Interstitial,"1132491514",Portrait,,,,,,,
CD,2017,2017-03-01,,,Hug n Hearts,HUGS0233,Fashion Battle: Darling Vs. Diva -Night Club Runway Show,iOS,DFP,Tablet,Banner,"728x90",/50170743/HUGS0233iOS-Tablet-Banner,"1132491514",Portrait,,,,,,,
CD,2017,2017-03-01,,,Hug n Hearts,HUGS0233,Fashion Battle: Darling Vs. Diva -Night Club Runway Show,iOS,DFP,Tablet,Interstitial,"768x1024",/50170743/HUGS0233iOS-Tablet-Interstitial,"1132491514",Portrait,,,,,,,
CD,2017,2017-03-01,,,Prom Dot Com Limited,PROM3099,Lip Surgery Simulator – Free Doctor Games,iOS,DFP,Phone,Banner,"320x50",/50170743/PROM3099iOS-Phone-Banner,"1117257931",Portrait,,,,,,,
CD,2017,2017-03-01,,,Prom Dot Com Limited,PROM3099,Lip Surgery Simulator – Free Doctor Games,iOS,DFP,Phone,Interstitial,"320x480",/50170743/PROM3099iOS-Phone-Interstitial,"1117257931",Portrait,,,,,,,
CD,2017,2017-03-01,,,Prom Dot Com Limited,PROM3099,Lip Surgery Simulator – Free Doctor Games,iOS,DFP,Tablet,Banner,"728x90",/50170743/PROM3099iOS-Tablet-Banner,"1117257931",Portrait,,,,,,,
CD,2017,2017-03-01,,,Prom Dot Com Limited,PROM3099,Lip Surgery Simulator – Free Doctor Games,iOS,DFP,Tablet,Interstitial,"768x1024",/50170743/PROM3099iOS-Tablet-Interstitial,"1117257931",Portrait,,,,,,,
CD,2017,2017-02-28,,,Bear Hug Media,BHUG007,Princess Spa Salon - girls games,iOS,DFP,Phone,Banner,"320x50",/50170743/BHUG007iOS-Phone-Banner,"641856391",Portrait,,,,,,,
CD,2017,2017-02-28,,,Bear Hug Media,BHUG007,Princess Spa Salon - girls games,iOS,DFP,Tablet,Banner,"728x90",/50170743/BHUG007iOS-Tablet-Banner,"641856391",Portrait,,,,,,,
CD,2017,2017-02-28,,,Bear Hug Media,BHUG007G,Princess Make-Up,Google Play,DFP,Phone,Banner,"320x50",/50170743/BHUG007GP-Phone-Banner,com.bearhugmedia.android_princess,Portrait,,,,,,,
CD,2017,2017-02-28,,,Bear Hug Media,BHUG007G,Princess Make-Up,Google Play,DFP,Tablet,Banner,"728x90",/50170743/BHUG007GP-Tablet-Banner,com.bearhugmedia.android_princess,Portrait,,,,,,,
CD,2017,2017-02-28,,,Bear Hug Media,BHUG007A,Princess Spa Salon,Amazon,DFP,Phone,Banner,"320x50",/50170743/BHUG007Amazon-Phone-Banner,com.bearhugmedia.princess_spa_salon,Portrait,,,,,,,
CD,2017,2017-02-28,,,Bear Hug Media,BHUG007A,Princess Spa Salon,Amazon,DFP,Tablet,Banner,"728x90",/50170743/BHUG007Amazon-Tablet-Banner,com.bearhugmedia.princess_spa_salon,Portrait,,,,,,,
CD,2017,2017-02-28,,,Bravo Kids Media Ltd,BKM0027,Blood Injection ER Doctor - Stop Biomutation!,iOS,DFP,Phone,Banner,"320x50",/50170743/BKM0027iOS-Phone-Banner,"1210246384",Portrait,,,,,,,
CD,2017,2017-02-28,,,Bravo Kids Media Ltd,BKM0027,Blood Injection ER Doctor - Stop Biomutation!,iOS,DFP,Tablet,Banner,"728x90",/50170743/BKM0027iOS-Tablet-Banner,"1210246384",Portrait,,,,,,,
CD,2017,2017-02-27,V1.3,2017-03-02,Bear Hug Media,BHUG1060G,Royal Princess Magic Charm School,Google Play,DFP,Phone,Banner,"320x50",/50170743/BHUG1060GP-Phone-Banner,com.bearhugmedia.android_royalprincessdreamschool,Portrait,,,,,,,
CD,2017,2017-02-21,,,Bear Hug Media,BHUG1079G,Long Hair Princess 3 - Candy Makeup,Google Play,DFP,Tablet,Banner,"728x90",/50170743/BHUG1079GP-Tablet-Banner,com.bearhugmedia.long_hair_princess_3,Portrait,,,,,,,
CD,2017,2017-02-27,V1.3,2017-03-02,Bear Hug Media,BHUG1060G,Royal Princess Magic Charm School,Google Play,DFP,Phone,Interstitial,"320x480",/50170743/BHUG1060GP-Phone-Interstitial,com.bearhugmedia.android_royalprincessdreamschool,Portrait,,,,,,,
CD,2017,2017-02-27,V1.3,2017-03-02,Bear Hug Media,BHUG1060G,Royal Princess Magic Charm School,Google Play,DFP,Tablet,Banner,"728x90",/50170743/BHUG1060GP-Tablet-Banner,com.bearhugmedia.android_royalprincessdreamschool,Portrait,,,,,,,
CD,2017,2017-02-27,V1.3,2017-03-02,Bear Hug Media,BHUG1060G,Royal Princess Magic Charm School,Google Play,DFP,Tablet,Interstitial,"768x1024",/50170743/BHUG1060GP-Tablet-Interstitial,com.bearhugmedia.android_royalprincessdreamschool,Portrait,,,,,,,
CD,2017,2017-02-27,V1.4,2017-02-27,Bravo Kids Media Ltd,BKM0009G,Summer Pool Party Doctor - Surgery Simulator,Google Play,DFP,Phone,Banner,"320x50",/50170743/BKM0009GP-Phone-Banner,com.bravokidsmedia.android_summerdoctor,Portrait,,,,,,,
CD,2017,2017-02-27,V1.4,2017-02-27,Bravo Kids Media Ltd,BKM0009G,Summer Pool Party Doctor - Surgery Simulator,Google Play,DFP,Phone,Interstitial,"320x480",/50170743/BKM0009GP-Phone-Interstitial,com.bravokidsmedia.android_summerdoctor,Portrait,,,,,,,
CD,2017,2017-02-27,V1.4,2017-02-27,Bravo Kids Media Ltd,BKM0009G,Summer Pool Party Doctor - Surgery Simulator,Google Play,DFP,Tablet,Banner,"728x90",/50170743/BKM0009GP-Tablet-Banner,com.bravokidsmedia.android_summerdoctor,Portrait,,,,,,,
CD,2017,2017-02-27,V1.4,2017-02-27,Bravo Kids Media Ltd,BKM0009G,Summer Pool Party Doctor - Surgery Simulator,Google Play,DFP,Tablet,Interstitial,"768x1024",/50170743/BKM0009GP-Tablet-Interstitial,com.bravokidsmedia.android_summerdoctor,Portrait,,,,,,,
CD,2017,2017-02-27,V1.2,2017-03-06,Bravo Kids Media Ltd,BKM0016G,Face Surgery Simulator - High School ER Surgeon,Google Play,DFP,Phone,Banner,"320x50",/50170743/BKM0016GP-Phone-Banner,com.bravokidsmedia.android_hoverboardschoolsurgery,Portrait,,,,,,,
CD,2017,2017-02-27,V1.2,2017-03-06,Bravo Kids Media Ltd,BKM0016G,Face Surgery Simulator - High School ER Surgeon,Google Play,DFP,Tablet,Banner,"728x90",/50170743/BKM0016GP-Tablet-Banner,com.bravokidsmedia.android_hoverboardschoolsurgery,Portrait,,,,,,,
CD,2017,2017-02-24,,,Crazy Cats Media,CCATS1062G,BBQ Grill Kitchen,Google Play,DFP,Phone,Banner,"320x50",/50170743/CCATS1062GP-Phone-Banner,com.crazycatsmedia.android_grillfoodkitchen,Landscape,,,,,,,
CD,2017,2017-02-24,,,Crazy Cats Media,CCATS1062G,BBQ Grill Kitchen,Google Play,DFP,Tablet,Banner,"728x90",/50170743/CCATS1062GP-Tablet-Banner,com.crazycatsmedia.android_grillfoodkitchen,Landscape,,,,,,,
CD,2017,2017-02-24,,,Kids Food Games Inc.,KFOOD2008G,Cotton Candy Maker,Google Play,DFP,Phone,Banner,"320x50",/50170743/KFOOD2008GP-Phone-Banner,com.kidsfoodinc.android_cottoncandyone,Portrait,,,,,,,
CD,2017,2017-02-24,,,Kids Food Games Inc.,KFOOD2008G,Cotton Candy Maker,Google Play,DFP,Tablet,Banner,"728x90",/50170743/KFOOD2008GP-Tablet-Banner,com.kidsfoodinc.android_cottoncandyone,Portrait,,,,,,,
CD,2017,2017-02-22,V1.2,2017-02-22,Crazy Cats Media,CCATS1056G,Candy Factory,Google Play,DFP,Phone,Banner,"320x50",/202162408/CCATS1056G-Phone-Banner,com.crazycatsmedia.android_candyfactory,Landscape,,,,,,,"use Soir account, for ad testing."
CD,2017,2017-02-22,V1.2,2017-02-22,Crazy Cats Media,CCATS1056G,Candy Factory,Google Play,DFP,Phone,Interstitial,"480x320",/202162408/CCATS1056G-Phone-Interstitial,com.crazycatsmedia.android_candyfactory,Landscape,,,,,,,
CD,2017,2017-02-22,V1.2,2017-02-22,Crazy Cats Media,CCATS1056G,Candy Factory,Google Play,DFP,Tablet,Banner,"728x90",/202162408/CCATS1056G-Tablet-Banner,com.crazycatsmedia.android_candyfactory,Landscape,,,,,,,
CD,2017,2017-02-22,V1.2,2017-02-22,Crazy Cats Media,CCATS1056G,Candy Factory,Google Play,DFP,Tablet,Interstitial,"1024x768",/202162408/CCATS1056G-Tablet-Interstitial,com.crazycatsmedia.android_candyfactory,Landscape,,,,,,,
CD,2017,2017-02-22,,,Shake It Media,SHAKE032, Cake Pop Cooking,iOS,DFP,Phone,Banner,"320x50",/50170743/SHAKE032iOS-Phone-Banner,"1207983607",Portrait,,,,,,,
CD,2017,2017-02-22,,,Shake It Media,SHAKE032, Cake Pop Cooking,iOS,DFP,Tablet,Banner,"728x90",/50170743/SHAKE032iOS-Tablet-Banner,"1207983607",Portrait,,,,,,,
CD,2017,2017-02-21,,,Baby Care Games Ltd,BCG0001,Newborn Baby Twins,iOS,DFP,Phone,Banner,"320x50",/50170743/BCG0001iOS-Phone-Banner,"1209301156",Portrait,,,,,,,
CD,2017,2017-02-21,,,Baby Care Games Ltd,BCG0001,Newborn Baby Twins,iOS,DFP,Tablet,Banner,"728x90",/50170743/BCG0001iOS-Tablet-Banner,"1209301156",Portrait,,,,,,,
